	date	exp	groaned	location	post	reputation	since	thanked	thread	user	user_posts	views	replies	topic
10	17.11.2012, 12:32	Member	Thanked 94 Times in 39 Posts	Location: Zurich	" 
			
			And for Iran fans now there is ""Raving Iran"".
		"	slipped a little	Join Date: Dec 2007	Groaned at 2 Times in 2 Posts	Bollywood Movie (Jab Tak Hai Jaan) @ RiffRaff Zurich	"""BigB.ZH"	Posts: 109	4,476	7	Concerts
11	03.06.2015, 20:17	Forum Veteran	Thanked 1,459 Times in 630 Posts	Location: Geneva	" 
			
			A big thumbs up from me.. One of the guys came to my kids school and played the pipes for us!   
The kids had to do a little expo of their home country and I thought, how on earth can i find a piper in Switzerland, couple of emails later we had a French guy come play bagpipes at the school for the class. Kids totally loved it   "	a reputation beyond repute	Join Date: Dec 2014	Groaned at 15 Times in 12 Posts	Pipes & Drums of Geneva	"""neddy"	Posts: 1,187	1,844	2	Concerts
12	01.09.2016, 17:16	Forum Veteran	Thanked 2,276 Times in 889 Posts	Location: Luzern	" 
			
			He's definitely not an 80.- artist. Yeah it all sounds the same, but people are prepared to pay in Switzerland, I guess. The problem is that many of the great world music stars don't stop off here so often, I guess its the cost of touring in Switzerland is so much higher then the rest of Europe, that they can't be bothered.
		"	a reputation beyond repute	Join Date: Oct 2012	Groaned at 118 Times in 76 Posts	Vieux Farka Toure, last night	"""pilatus1"	Posts: 939	705	3	Concerts
13	02.08.2015, 12:13	Forum Legend	Thanked 22,592 Times in 10,190 Posts	Location: Neuchatel	" 
			
			We are so so lucky- Daniel and Montry have agreed to play again this Friday at 20.30 - at KioskArt again- Jeunes Rives by Lake Neuchâtel Wahooo.   
Daniel Waples on Hang, from London- perhaps the best in the world and Thaalavattam from Kerala India on percussion- mostly reused materials and pipes - absolutely amazing.
		"	a reputation beyond repute	Join Date: Sep 2010	Groaned at 386 Times in 287 Posts	HANG and violin BBQ -Daniel Waples + Flavio Lopez | 01.01.1970	"""Odile"	Posts: 19,640	3,840	22	Concerts
14	28.06.2016, 11:42	Junior Member	Thanked 64 Times in 38 Posts	Location: Border ZH/SZ	" 
			
			I've just booked tickets for Travis in Feldkirch at an arts festival in Feldkirch on Friday 15th July. It's an amazing opportunity to see such a famous band in a small place.   
Tickets are 35 euro and there are still some available. In my opinion, the new album is fantastic and it gets better with each play.       "	made some interesting contributions	Join Date: Jan 2008	Groaned at 2 Times in 2 Posts	Travis are coming to Feldkirch	"""swissmaid7"	Posts: 96	1,414	0	Concerts
15	27.05.2016, 22:00	Newbie 1st class	Thanked 2 Times in 2 Posts	Location: Zurich	" 
			
			yeah it was really amazing!   
Like watching rock history happening in front of my eyes
		"	no particular reputation at present	Join Date: Mar 2016	Groaned at 0 Times in 0 Posts	Black Sabbath	"""ZurichMetal"	Posts: 10	1,819	6	Concerts
16	07.06.2016, 13:33	Senior Member	Thanked 183 Times in 106 Posts	Location: Zurich	" 
			
			Two more chances to see these indie heroes in Switzerland           "	considered knowledgeable	Join Date: Aug 2009	Groaned at 1 Time in 1 Post	Dinosaur Jr in Basel (thu) and Bern (sat) this week	"""mgosia"	Posts: 260	1,271	0	Concerts
17	04.06.2016, 17:23	Forum Veteran	Thanked 2,290 Times in 997 Posts	Location: Zürich	" 
			
			Thanks EF, the tickets now have new owners, despite the short notice.  So post now closed.
		"	a reputation beyond repute	Join Date: Aug 2015	Groaned at 41 Times in 31 Posts	Top Concert:  Jecklin Forum Italienische Musik der Renaissance tonight for free	"""ZuriRollt"	Posts: 1,908	1,273	1	Concerts
18	03.06.2016, 18:32	Junior Member	Thanked 18 Times in 9 Posts	Location: Bremgarten	" 
			
			Anyone going for this event       "	considered knowledgeable	Join Date: Jul 2014	Groaned at 0 Times in 0 Posts	Rammstein Live in Allmend, Luzern	"""xshaqiri"	Posts: 43	1,326	0	Concerts
19	01.06.2016, 16:14	Newbie	Thanked 8 Times in 3 Posts	Location: Zurich	" 
			
			Hi everybody, on 11th June there will be a nice lunchtime concert of Cavea Trio - young musicians playing on period instruments. Concert start 12.30 in Wasserkirche Zürich (Limmatquai 31). Entrance is free (Kollekte) !
		"	no particular reputation at present	Join Date: Jun 2010	Groaned at 0 Times in 0 Posts	Cavea Trio - English baroque music, 11.6. in Wasserkirche Zürich	"""sointu"	Posts: 9	1,161	0	Concerts
20	31.05.2016, 13:20	Forum Veteran	Thanked 1,464 Times in 758 Posts	Location: Zürich	" 
			
			If that kind of thing appeals to you (it does to me), the great filmmaker John Carpenter will be playing some of his theme tunes in concert in Neuchatel on 6th July :-)    
Not mainstream perhaps, but a rare opportunity for fans.      "	a reputation beyond repute	Join Date: Feb 2006	Groaned at 39 Times in 27 Posts	John Carpenter in Concert!	"""krlock3"	Posts: 2,423	1,181	0	Concerts
21	30.05.2016, 23:04	Forum Veteran	Thanked 1,819 Times in 622 Posts	Location: Zurich	" 
			
			You're welcome. I would love to have seen him in his earlier days, like you did, or even better, in his S & G period. But I never managed it, so I'm thrilled to finally get the chance.
		"	a reputation beyond repute	Join Date: Feb 2012	Groaned at 49 Times in 31 Posts	Paul Simon tickets go on sale for Zurich gig, November	"""Pachyderm"	Posts: 814	1,291	2	Concerts
22	13.04.2016, 21:50	Newbie	Thanked 0 Times in 0 Posts	Location: niederwenigen	" 
			
			How much headbang can one offer to the tunes of Red Hot Chilli Peppz??!! They are good but definitely not head banging material lol...   
Kinda missed last year's selection: Slipknot, Lamb of God , Motorhead to name a few...Felt like this year's a bit short of yester's glory   "	no particular reputation at present	Join Date: Apr 2016	Groaned at 0 Times in 0 Posts	Greenfield Festival 8-11 Juni	"""Anyuta"	Posts: 3	2,213	9	Concerts
23	28.11.2015, 22:48	Newbie	Thanked 0 Times in 0 Posts	Location: Spain	" 
			
			The LION Pub by Rennweg has Jazz every second Saturday, however with the football starting, the will eventually switch to Sunday Lunch Jazz.  The Last Sat Night Jazz is on the 4th of June from 1800.  Free Entry, food and alcohol are also reasonably priced..
		"	no particular reputation at present	Join Date: Jul 2015	Groaned at 0 Times in 0 Posts	Jazz clubs Zurich?	"""aromeroa"	Posts: 6	3,653	15	Concerts
24	24.05.2016, 23:55	Member	Thanked 66 Times in 40 Posts	Location: Rotkreuz	"     
Tickets     "	earned some respect	Join Date: Sep 2011	Groaned at 4 Times in 3 Posts	Avishai Cohen trio in Zug this Friday	"""shabar"	Posts: 125	1,324	0	Concerts
25	07.05.2015, 11:25	Newbie 1st class	Thanked 12 Times in 10 Posts	Location: Olten	" 
			
			Except that... they are playing Zürich Openair in the summer!      
Yay!
		"	no particular reputation at present	Join Date: Apr 2012	Groaned at 2 Times in 1 Post	Editors in Zurich and Lausanne	"""M&amp;Ms"	Posts: 12	3,650	9	Concerts
26	14.04.2016, 13:36	Forum Legend	Thanked 22,592 Times in 10,190 Posts	Location: Neuchatel	" 
			
			So not really a concert as such, but a Lesung in singing Swiss German, tonight- 
Sadly can't attend due to my (daily improving) knee- (95 degrees today wooop wooop) - although I'd love to come and meet my good old friend Clemens, come specially from sunny Umbria. Hope some of you can make it - gj?       
Donnerstag, 14. April 2016, 20 Uhr 
Martin Hennig - Clemens Klopfenstein - Marcus P. Nester - Christoph Geiser 
Die Lunte   
Die Autoren Martin Hennig, Clemens Klopfenstein, Marcus P. Nester und Christoph Geiser lesen aus ihren neuen Büchern, moderiert von Sabrina Habel.       
Christoph Geiser: ""Da bewegt sich nichts mehr"" - Erzählungen   
Drei Mordfälle, einer in Leipzig, einer in Berlin, eine Mordserie in Australien. Täter, aber kein schlüssig erklärbares Motiv. Geiser, der Erzähler ist immer nahe dabei, er scheint selbst gefährdet. Als Rechercheur versucht er herauszufinden, was hinter den Morden steckt. Entstanden sind drei anspielungsreiche Texte, die das Material der angeblich die Wahrheit vermittelnden Medienberichte aufnehmen, sie sprachkritisch zerlegen und der Frage nachspüren: Was war wirklich? Bis auch die mediale „Wahrheit“ sich immer mehr auflöst.       
Martin Hennig: ""Teufel, Mestre und Madonna"" - Novelle   
Mathieu verliert sein Herz an Sarah, die  Moderatorin der Wettersendung „Räge, Blitz und Sunneschtrahl“. Die Aussichten für die junge Liebe scheinen, trotz einiger hartnäckiger Nebelschwaden, sehr gut zu sein. Doch dann verliert Mathieu seinen Job und dann die Kontrolle über sein Auto. Tödlich verunfallt, landet er in einer anderen Welt, die ihren ganz eigenen Gesetzen folgt. Auch Sarahs Welt verändert sich, als sie sich auf die Suche nach Mathieu begibt. Es scheint, der Teufel habe seine Hand im Spiel. Aber gibt es den Teufel überhaupt? Eine Erzählung voller überraschender Wendungen und ironischer Pointen, mit blitzenden Dialogen und einem sunneschtrahlenden Surrealismus.        
Clemens Klopfenstein: ""Als ich meine Filme stahl - Das ganze Geständnis""   
""Clemens Klopfenstein ist für uns der unabhängige Filmemacher par excellence - kreativ, temperamentvoll, fantasiereich, humorvoll, dem Experiment aufgeschlossen. Die Lust auf das Abenteuer und die Erkundung des Fremde, Exotischen, aber auch die selbstkritische Observierung des Nahen, Vertrauten und Bekannten sind Klopfensteins Grundmotive. Und immer gibt es bei ihm eine Ebene der Ironie, der Doppeldeutigkeit, des Spiels mit Nuancen.""   
(Aus einem Beitrag des Filmhistorikers Ulrich Gregor)       
Marcus Nester ""Sturzgefahr"" - Krimi-Erzählungen   
Der Basler Autor landete mit der ""Migros - Erpressung"", zusammen mit Clemens Klopfenstein, einen frühen Erfolg und schrieb für die Krimi-Reihe Tatort. Nesters hier vorgelegte Erzählungen handeln von Menschen, die sich in Gefahr begeben und darin umkommen - oder fast. Die Grenzen zwischen Opfer und Täter sind fließend: Bei einem übereifrigen Steuerbeamten und einem fast unbescholtenen Steuerzahler, bei einem allzu gerissenen Zürcher Politiker und seiner unehelichen Tochter und bei einem Ehepaar, das von gegenseitigem Misstrauen so zerfressen ist, dass es den äußeren Horror erst bemerkt, als es zu spät ist.
		"	a reputation beyond repute	Join Date: Sep 2010	Groaned at 386 Times in 287 Posts	Lesung- in Swiss German	"""Odile"	Posts: 19,640	1,536	0	Concerts
27	22.03.2016, 15:54	Forum Legend	Thanked 7,735 Times in 3,203 Posts	Location: Züri	" 
			
			It's been done.
		"	a reputation beyond repute	Join Date: Jun 2006	Groaned at 160 Times in 109 Posts	Unloved Concerts Calendar	"""Uncle Max"	Posts: 7,390	1,877	2	Concerts
28	01.04.2016, 23:32	Forum Legend	Thanked 20,246 Times in 9,714 Posts	Location: Lugano	"    His won it twice, '87 and '93.   
Tom
		"	a reputation beyond repute	Join Date: Dec 2010	Groaned at 943 Times in 736 Posts	Enrico Ruggeri, Lugano 27 April	"""st2lemans"	Posts: 18,463	1,778	3	Concerts
29	04.03.2016, 09:36	Newbie 1st class	Thanked 3 Times in 2 Posts	Location: Zurich	" 
			
			just me then?
		"	no particular reputation at present	Join Date: Jun 2015	Groaned at 0 Times in 0 Posts	Public Service Broadcasting - Zurch	"""cwbew"	Posts: 15	1,904	1	Concerts
30	05.03.2016, 12:37	Forum Legend	Thanked 22,592 Times in 10,190 Posts	Location: Neuchatel	" 
			
			One of my favourite ever student is playing with his group 
Down to the Bunker 
tonight in Geneva:               
Rue Jean-Violette 20, 1205 Geneva, Switzerland   
Would be great is some of you went to support him and the group- and  speak to him in English too (Matthieu Grillet)- you can check both  Matthieu and Down to the Bunker on FB or u-tube.   
They will be at l'Imaginalieu in Annecy next week-end.      "	a reputation beyond repute	Join Date: Sep 2010	Groaned at 386 Times in 287 Posts	Young in Geneva - Rock tonight ..	"""Odile"	Posts: 19,640	1,747	0	Concerts
31	27.01.2016, 11:34	Newbie 1st class	Thanked 2 Times in 2 Posts	Location: Zurich	" 
			
			Skunk Anasie will play the Heitere Open Air in Zofingen (Friday 12 August) and 
in Strasbourg Jun 25 th Saturday
		"	no particular reputation at present	Join Date: Jan 2015	Groaned at 0 Times in 0 Posts	Skunk Anansie - Zurich 16.02.2016	"""ZhZ"	Posts: 11	2,204	4	Concerts
32	25.01.2016, 19:35	Forum Veteran	Thanked 2,041 Times in 816 Posts	Location: Geneva	"       
ALL OF THEM!  Wermi, Troscht u Liebi schänke     
Der Mond, Daheim in particular.
		"	a reputation beyond repute	Join Date: Apr 2010	Groaned at 19 Times in 18 Posts	A Swiss-Yodel evening in Geneva [30 January, EF member performing!!]	"""McTAVGE"	Posts: 1,999	2,409	14	Concerts
33	09.10.2015, 18:04	Newbie 1st class	Thanked 5 Times in 3 Posts	Location: Zürich	" 
			
			Hi, have you found any? I am curious how music concerts manage the work flow as well. 
All comments is welcome.   
Cheers,   
Cloudia
		"	no particular reputation at present	Join Date: Sep 2015	Groaned at 0 Times in 0 Posts	Is there any Ethnic concert management in Zürich?	"""Rooz"	Posts: 16	2,053	1	Concerts
34	09.12.2015, 11:16	Newbie	Thanked 0 Times in 0 Posts	Location: Ecublens	" 
			
			I'll probably go ^^
		"	no particular reputation at present	Join Date: Jun 2015	Groaned at 0 Times in 0 Posts	"Troye Sivan ""Blue Neighbourhood Tour"" in Zürich, Plaza"	"""riclds"	Posts: 4	2,540	3	Concerts
35	null	null	null	null	"    I'm not in this situation myself but know several people who have joined a friends of the Tonhalle society and this not only gets them some tickets at a better price but means they can come in and listen to rehearsals etc for free (and of course get informed when those rehearsals etc are).   
I got taken as a guest a couple of times and watching them practice is really interesting, as you get to understand the sort of stuff a conductor watches out for, stops the music, explains something, and makes them do it again. It makes you apprecaite the work that goes into producing a concert, but also some of the finer points of musical listening and interpretation that as a musical philistine, I would never have picked up by myself.   
There were only about four people besides us so it was quite an experience having a full orchestra perform for such a handful.
		"	null	null	null	Classical music?	guest	null	2,770	7	Concerts
36	null	null	null	null	" 
			
			Hi all,   
If you want to get into the Xmas spirit I highly recommend this one, having seen the Baritone in other concerts. It's worth going just for him! I've attached the flyer, it's a Free will donation concert.   
Here are the details just in case:      "	null	null	null	Christmas Concert	guest	null	1,852	0	Concerts
37	23.11.2015, 00:33	Forum Legend	Thanked 5,023 Times in 2,463 Posts	Location: England	" 
			
			I can recommend Nicolas, having seen him perform recently over here in England.  Among his many guises, he is currently touring with the Jeff Beck Band and they include some of Nicolas' compositions in their set.   
He is returning to his home town of Fribourg just before Christmas.   
If you like jazz/blues with a middle eastern feel, don't miss this      "	a reputation beyond repute	Join Date: Dec 2007	Groaned at 15 Times in 14 Posts	Nicolas Meier Jazz Quartet in Fribourg	"""Deep Purple"	Posts: 5,156	1,668	0	Concerts
38	22.11.2015, 12:48	Forum Veteran	Thanked 1,508 Times in 705 Posts	Location: Near Luzern	    is playing tonight in   (looks to be in between Neuchatel and Biel). Folksy/bluegrassy duo from North Carolina:guitars, fiddle, mandolin. I've seen them a couple of times and they put on a nice show. They have been playing small venues on their European tour and have sold out at previous shows. Probably should call ahead to see if tickets are still available.      	a reputation beyond repute	Join Date: Jan 2008	Groaned at 76 Times in 42 Posts	TONIGHT - Mandolin Orange - Nov 22 - Ins (Neuchatel/Biel)	"""Patxi"	Posts: 1,323	1,550	0	Concerts
39	21.11.2015, 15:38	Junior Member	Thanked 53 Times in 29 Posts	Location: Aubonne	" 
			
			Tonight and tomorrow (21st & 22nd Nov). A celebration of 100 years of the Olympics. Looks like it could be quite good fun. Links below.          "	earned some respect	Join Date: May 2014	Groaned at 6 Times in 3 Posts	'Champions' show in Lausanne	"""Wile7"	Posts: 78	1,594	0	Concerts
40	13.11.2015, 16:40	Forum Legend	Thanked 22,592 Times in 10,190 Posts	Location: Neuchatel	" 
			
			LOL, yes without her two front teeth- and with her mum and aunt, both Swiss accordion champions. Marie is a brilliant accordion player, but more Jazz, Richard Galliano style.
		"	a reputation beyond repute	Join Date: Sep 2010	Groaned at 386 Times in 287 Posts	My little friend, student and neighbour Marie ...	"""Odile"	Posts: 19,640	1,722	2	Concerts
41	10.10.2015, 00:59	Newbie 1st class	Thanked 5 Times in 3 Posts	Location: Zürich	" 
			
			Please find the useful link below     
One more link     
http://www.ticketcorner.ch/riverside-the-sixxis-lion-sheperd-tickets-pratteln.html?affiliate=TCS&doc=artistPages/tickets&fun=artist&action=tickets&key=1394554$5558  096      "	no particular reputation at present	Join Date: Sep 2015	Groaned at 0 Times in 0 Posts	"Interesting Concert of ""Riverside"" in Platteln"	"""Rooz"	Posts: 16	1,958	8	Concerts
42	07.11.2015, 17:32	Forum Legend	Thanked 22,592 Times in 10,190 Posts	Location: Neuchatel	" 
			
			3 more performances to come for all of you in the Vaud region:   
tonight at Temple St Etienne in Moudon, at 17.00   
Chexbres Temple on 13th November at 20.00 
and 
Lutry Temple, 15th November at 17.00   
I know armistice day is 11.11. but celebrated today in London and all over UK. The musicians accompanying the chorists were amazing- and the 'Last Post' by the excellent trumpetist was particularly poignant.
		"	a reputation beyond repute	Join Date: Sep 2010	Groaned at 386 Times in 287 Posts	Karl Jenkins The Armed Man/Mass for Peace	"""Odile"	Posts: 19,640	1,523	3	Concerts
43	12.10.2015, 10:48	Forum Veteran	Thanked 748 Times in 341 Posts	Location: Earth	" 
			
			Saw this last night. The visual and auditory experience was absolutely amazing!!! Ballet+Lady Gaga+hip hop+Indian dance+ballroom dance (cha cha cha), all elements used to create beautiful body movements.   
I did manage to refrain myself from correcting the (German) speaker of the pre-show meeting who said that   is a palindrome ( ).     
Downsides:  
1. The program was only in German, although one of the three choreographers is an American, and another (the Israeli) was educated in the US (at Julliard) and is married to an American. 
2. This program was FOR SALE for CHF 9!!!!   
Does anyone know of other venues where one can see such shows?
		"	a reputation beyond repute	Join Date: Jan 2015	Groaned at 27 Times in 19 Posts	Gods and Dogs - contemporary ballet	"""FunnyBone"	Posts: 514	1,440	0	Concerts
44	10.10.2015, 01:15	Newbie 1st class	Thanked 5 Times in 3 Posts	Location: Zürich	    Yes, Ney also will be, if not, I'll inform you here  	no particular reputation at present	Join Date: Sep 2015	Groaned at 0 Times in 0 Posts	Persian concert in Zürich (Hossein Alizadeh)	"""Rooz"	Posts: 16	1,595	2	Concerts
45	06.06.2015, 09:20	Junior Member	Thanked 53 Times in 29 Posts	Location: Aubonne	"    Oh, yes(((
		"	earned some respect	Join Date: May 2014	Groaned at 6 Times in 3 Posts	ACDC in Zurich - Last night and on Sunday	"""Wile7"	Posts: 78	2,342	3	Concerts
46	01.10.2015, 18:10	Newbie	Thanked 0 Times in 0 Posts	Location: Zurich	" 
			
			Here is a link.    
This is an alternative restaurant that do concerts. It has an email address, write to Alex.
		"	no particular reputation at present	Join Date: Oct 2015	Groaned at 0 Times in 0 Posts	Canadian rock band on tour	"""random196"	Posts: 1	1,797	2	Concerts
47	30.09.2015, 17:02	Member	Thanked 69 Times in 54 Posts	Location: Wallisellen, Zürich	" 
			
			done , it does require fb, google or website account to vote.      "	made some interesting contributions	Join Date: Jun 2008	Groaned at 0 Times in 0 Posts	ZFF: Need your votes, please.	"""pink pompom"	Posts: 177	1,456	1	Concerts
48	23.09.2015, 16:44	Forum Veteran	Thanked 1,464 Times in 758 Posts	Location: Zürich	" 
			
			Anyone going to some of the screenings?   
I am going to several of the showings and events.    
One for film buffs, but would anyone here be a fan of the actor Armin Mueller-Stahl who is getting a lifetime achievement award (followed by a showing of an old Jim Jarmusch film afterwards) on the 28th?       
I might have one spare ticket if you pm me    "	a reputation beyond repute	Join Date: Feb 2006	Groaned at 39 Times in 27 Posts	Zurich Film Festival	"""krlock3"	Posts: 2,423	1,512	0	Concerts
49	19.09.2015, 18:22	Junior Member	Thanked 93 Times in 28 Posts	Location: Zurich	" 
			
			Hi all,    
Conducting a Bluegrass/Camp Revival/Folk Vespers at the Johanneskirche in Zurich (right by Limmatplatz) on the 29th of September. Starts at 6:30, free admission. Some sing alongs, some just us singing/playing. Incorporated into an ecumenical Vespers service.     
All the best, 
Lorraine
		"	considered knowledgeable	Join Date: Oct 2013	Groaned at 1 Time in 1 Post	Bluegrass Vespers, Sept 29, ZH	"""lfitz"	Posts: 63	1,403	0	Concerts
50	15.09.2015, 15:17	Newbie 1st class	Thanked 2 Times in 1 Post	Location: Zurich	" 
			
			There is a lot of free concerts where you can simply get in.  
Sometimes it might be strange, as long as you will shake a hand of a pastor when you leave    
But the concerts are great very often.
		"	become a little unpopular	Join Date: Aug 2015	Groaned at 0 Times in 0 Posts	Classical (also free/donation) concerts in Switzerland	"""elonica"	Posts: 10	1,286	2	Concerts
51	26.08.2015, 08:02	Junior Member	Thanked 8 Times in 8 Posts	Location: Zurich	"       
Enjoy!    "	no particular reputation at present	Join Date: Mar 2015	Groaned at 0 Times in 0 Posts	[Zurich] Street Parade 2015	"""LiveLongandProsper"	Posts: 34	5,200	39	Concerts
52	14.09.2015, 15:37	Junior Member	Thanked 44 Times in 29 Posts	Location: ZH	" 
			
			I would like to invite you to the season opening concert of Stäfa-Ürikon Orchestra with bass singer Reinhard Mayr. Stäfa-Ürikon Orchestra's first concert with the new conductor Michael Salm.    
Soloist Reinhard Mayr is a member of soloist ensemble in the Zurich Opera House and has been singing in many major Opera Houses amongst that in Salzburg Festspiele.   
Friday, 18.09 2015 at 19:00 Reformierte Kirche Stäfa 
Saturday, 19.09 2015 at 18:00 Reformierte Kirche Zumikon 
Entry fee free but donations greatly appreciated   
The program is    
J.S. Bach  
Brandenburgischen Konzert No.3 in G-Dur   
E.Grieg  
Zwei elegische Melodien op.34    
A. Dvořák  
Nokturno. op.40 
Molto Adagio   
J.S. Bach 
Cantata ""Ich habe genug"", BWV 82 für Bass(Reinhard Mayr), oboe and strings    
All the classical music fans and specially those who live in the area, please come, bring your family. Support the local orchestra and enjoy the great music.
		"	earned some respect	Join Date: Oct 2011	Groaned at 0 Times in 0 Posts	Stäfa orchestra concert with Reinhard Mayr(bass singer)/18.09, 19.09	"""livinginswiss"	Posts: 92	1,044	0	Concerts
53	14.09.2015, 12:38	Newbie	Thanked 0 Times in 0 Posts	Location: Zurich	" 
			
			On Saturday 17th October there is the 2. Swiss Ukulele Day in Bern, organized by the Musikbörse. It starts at 12:00 at Rosenweg 37. It will be a lot of fun playing there , join us !
		"	no particular reputation at present	Join Date: Sep 2015	Groaned at 0 Times in 0 Posts	2. Swiss Ukulele Day 17.10.15	"""Zurich Ukulele MeetUp"	Posts: 1	1,045	0	Concerts
54	01.08.2015, 18:21	Newbie	Thanked 1 Time in 1 Post	Location: Lausanne	" 
			
			Hi everyone,    
I live in Lausanne and there are some concerts i'm planning to go to in Pratteln, and as I have no company I thought I ask if there's anyone going there (from any city along the way from Lausanne to Pratteln) so maybe we can share the same car or something, as I actually don't have a car and trying to save on the transport cost  .   
Thanks
		"	no particular reputation at present	Join Date: Mar 2015	Groaned at 1 Time in 1 Post	Z7 in Pratteln - Anyone going there?	"""SoulCry"	Posts: 5	1,242	0	Concerts
55	25.02.2010, 22:28	Newbie 1st class	Thanked 6 Times in 3 Posts	Location: Crans-Montana	" 
			
			Oh well Trina, it's just you & I then...(strange as it's sold out...!?) Let me know if you fancy a beer beforehand!
		"	no particular reputation at present	Join Date: May 2008	Groaned at 0 Times in 0 Posts	Paloma Faith Zurich	"""notswissmiss"	Posts: 13	2,271	5	Concerts
