	date	exp	groaned	location	post	reputation	since	thanked	thread	user	user_posts	views	replies	topic
18	20.10.2016, 10:55	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Wetzikon	" 
			
			Hi, thank you User9! A good answer is never too late  .  
I had to postpone my language course, just stuff happening, you know ...   
I must say I checked some of the small print in HBS and I didn't like some of their terms&conditions. For example once you pay for a certain course, you basically can't change your mind, postpone learning or get a refund. Not even if you get injured or seriously sick. I see they have made some changes to web pages, so the terms might have changed as well, but at that time they were pretty clear about that. I can understand their position, saying no to one student, because the class is filled up and then people just falling out. But still, it seems kind of unfair. And as you have said in a school that size if you just don't get along with a teacher or a group, you are basically stuck.   
So basically I'm back to Migros or Billingua, I hope new starting dates will come soon
		"	no particular reputation at present	Join Date: Oct 2016	Groaned at 0 Times in 0 Posts	H.B.S vs Migros intensive course	Fuzzfriendly	Posts: 10	912	4	Language corner
19	11.12.2016, 03:16	Newbie	Thanked 0 Times in 0 Posts	Location: Hong Kong	" 
			
			Looking for videos and games with Swiss German speak most often turns into being high German.   
Watching Peppa Pig (in High German) and many other videos, the kids love it. I found songs and stories in video, but just a static picture - doesn't really fit the purpose.   
Not trying to have the kids entirely fluent before we move from HK to CH, but want to give them a little exposure to it beforehand to ease the transition.   
Next time in CH I plan to go to local stores and see what I can find in DVDs and games, but we are looking at anything useful, whether iPad games, youtube videos or other content. Fun and entertaining is essential, so the focus is on play rather than learning.
		"	no particular reputation at present	Join Date: Dec 2016	Groaned at 0 Times in 0 Posts	Nursery rhymes and games in SG	HKCH	Posts: 6	331	0	Language corner
20	05.12.2016, 09:47	Forum Legend	Thanked 1,178 Times in 756 Posts	Location: Zürich	"    na, first fog horn, then silence (their side)... then they hang up!
		"	m	Join Date: Oct 2007	Groaned at 385 Times in 202 Posts	Guten Tag. Da ist Müller		Posts: 3,744	977	21	Language corner
21	09.12.2016, 16:47	Newbie	Thanked 0 Times in 0 Posts	Location: Zurick	" 
			
			Thanks Urs Max!   
Appreciate your help   "	no particular reputation at present	Join Date: Dec 2016	Groaned at 0 Times in 0 Posts	Help in correcting an email in German	bogitamat	Posts: 2	305	2	Language corner
22	03.12.2016, 14:53	Newbie	Thanked 0 Times in 0 Posts	Location: Fribourg	" 
			
			Hello, I speak Russian fluently and have level B2 of German. I have never learned Spanish, but will be interested to.
		"	no particular reputation at present	Join Date: Dec 2016	Groaned at 0 Times in 0 Posts	Looking for Russian, German or French - Offering Spanish	JRC	Posts: 1	384	1	Language corner
23	11.02.2016, 09:53	Junior Member	Thanked 94 Times in 2 Posts	Location: Wollerau	" 
			
			Has anybody tried on-line German classes?
		"	an excellent reputation	Join Date: Apr 2013	Groaned at 0 Times in 0 Posts	German course in zurich what are your recommendations?	nomansohail	Posts: 32	4,932	25	Language corner
24	04.12.2016, 13:02	Newbie 1st class	Thanked 8 Times in 4 Posts	Location: Zürich	" 
			
			Hi all, 
Though I'd post this in case somebody, like me, a few hours ago, is searching around for a decent page to help with German adjective endings. The below is from the university of Michigan and once you understand their 'determiner' concept, the explanation and accompanying exercises are incredibly useful I found:     
Best of luck 
Niko
		"	no particular reputation at present	Join Date: Mar 2016	Groaned at 0 Times in 0 Posts	Tip page for adjective endings	nikobland	Posts: 11	294	0	Language corner
25	24.11.2016, 10:04	Forum Legend	Thanked 1,178 Times in 756 Posts	Location: Zürich	"    I use both all the time. (Not that that means my German is representative...)
		"	m	Join Date: Oct 2007	Groaned at 385 Times in 202 Posts	Konnte or könnte		Posts: 3,744	1,505	28	Language corner
26	08.08.2009, 04:35	Newbie	Thanked 0 Times in 0 Posts	Location: vd	"    Apparently,  at least it's printed on the ticket which I received... It's after all a traditional german company/establishment
		"	no particular reputation at present	Join Date: Aug 2009	Groaned at 0 Times in 0 Posts	Swiss German to English translations	funkydude	Posts: 2	70,510	346	Language corner
27	26.11.2016, 23:31	Forum Legend	Thanked 3,029 Times in 1,494 Posts	Location: Wallis	" 
			
			I also use these books often for my language courses and can really recommend them! One can easily buy them at an Orell Füssli store.
		"	a reputation beyond repute	Join Date: Mar 2008	Groaned at 62 Times in 32 Posts	I found good books for language learning	Island Monkey	Posts: 3,419	533	1	Language corner
28	26.09.2016, 15:17	Senior Member	Thanked 198 Times in 94 Posts	Location: Zug	"    I like the sound of that. 
Thanks a million!
		"	considered knowledgeable	Join Date: Nov 2013	Groaned at 8 Times in 5 Posts	German grammar help please!	PanFastic	Posts: 282	1,334	20	Language corner
29	22.11.2016, 18:53	Newbie	Thanked 0 Times in 0 Posts	Location: Aarau	" 
			
			Hello everyone!    
I have been in Switzerland for four months and I'm looking for a language exchange partner/s who would be able to help me improve my German speaking skills. I'm bilingual (I can speak Arabic and Italian) and I would be very happy to teach you one of these languages in return. I live in Aarau, and work in Zurich.    
Let me know if you're interested. Looking forward to hearing from you!   "	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	Looking for German speaker to practice with (I can teach you Arabic or Italian)	KarimAbdelaziz	Posts: 3	320	0	Language corner
30	22.11.2016, 13:04	Newbie	Thanked 0 Times in 0 Posts	Location: Zurich	" 
			
			Hello everybody.   
I will start German course level B1 at Bellingua next monday (28th).  
Does anyone of this forum begin the same course? 
Bye
		"	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	German course starting	SunsetIT	Posts: 8	468	0	Language corner
31	null	null	null	null	" 
			
			""1 cm cubed or diced then thinly sliced across the grain""
		"	null	null	null	One word english term for GESCHNETZELTES/ EMINCÉ?	guest	null	1,775	59	Language corner
32	12.11.2016, 21:17	Newbie	Thanked 0 Times in 0 Posts	Location: Luchsingen	" 
			
			Hello Peu!  
I started to learn german a few months ago. Probably you have a better lever than i do. Anyway i would like to join you to improve my german. I am living in Zürich. Looking forward to hear from you.
		"	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	Zurich:Let's learn German together! A2-B1.	peu	Posts: 2	1,000	6	Language corner
33	17.11.2016, 19:54	Junior Member	Thanked 24 Times in 5 Posts	Location: Virginia, United States	" 
			
			if you use YouTube, there is a lady who has a number of Swiss German lessons,   
                    Maryangel24   
I don't think she has listed any new videos for a couple of years, but prior to that she listed videos for about 5 years
		"	earned some respect	Join Date: Apr 2016	Groaned at 0 Times in 0 Posts	What are we hearing?	Sgiobair Og	Posts: 43	586	3	Language corner
34	14.11.2016, 16:25	Newbie	Thanked 0 Times in 0 Posts	Location: Kreuzlingen	" 
			
			Hello guys,  
I've just moved to Kreuzlingen and I am looking for a German course in Konstanz, I have no knowledge of language so my leve is A1 also I work so I would need some course during evening/week end; any hints, reviews of the language school in Konstanz?   
Searching online it seems there are three schools which can fit my requirements:   
VHS, Inlingua and Sprachendienst.
		"	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	German Language school in Konstanz	jighen	Posts: 1	406	0	Language corner
35	10.11.2016, 20:44	Forum Legend	Thanked 3,029 Times in 1,494 Posts	Location: Wallis	" 
			
			Thanks guys. It was just slightly weirdly worded   "	a reputation beyond repute	Join Date: Mar 2008	Groaned at 62 Times in 32 Posts	Quick German translation	Island Monkey	Posts: 3,419	496	4	Language corner
36	04.09.2016, 17:11	Junior Member	Thanked 34 Times in 20 Posts	Location: Near Basel	" 
			
			I think in Basel ""Migros Clubschule"" still offers Swiss-German classes. My mother's girl-friend (Spanish) went to them and it helped her a lot, for they had a flower shop and Swiss are not so fond of the high german language... 
Swiss-German knowledge helps integrating better and finding new friends better.
		"	no particular reputation at present	Join Date: Jun 2011	Groaned at 0 Times in 0 Posts	Learning Swiss German first	Writer's block	Posts: 51	2,471	27	Language corner
37	27.10.2015, 09:52	Forum Legend	Thanked 10,894 Times in 3,332 Posts	Location: d' Innerschwiiz	"    ""get"" or ""procure"" or ""secure"" as alternative translation.
		"	a reputation beyond repute	Join Date: Oct 2007	Groaned at 225 Times in 148 Posts	German <-> English: Words that do not translate well	olygirl	Posts: 5,073	9,708	114	Language corner
38	05.11.2016, 11:32	Newbie	Thanked 0 Times in 0 Posts	Location: Zürich	" 
			
			i) language(s)  
English, C2   
ii) language(s) you speak natively  
Native: Italian, Swiss-German  
C2: German/ French   
iii) your location  
Zurich wiedikon   
iv) personal interests  
Music, dance, arts and performance, culture, philosophy, hiking    
v) hey there, I've just come back to Switzerland after some years living and working in London. I'd like to keep my English going and meet new international people in Zurich. In exchange I can help you to understand a bit better -or even speak- that weird language called Schwitzerdütch, so that you can then show off with your Swiss colleagues ! I suggest to meet up during the week somewhere in the city centre around 6:30pm.  
Best Elisabetta
		"	no particular reputation at present	Join Date: Mar 2014	Groaned at 0 Times in 0 Posts	Language exchange: English native for Swiss German	minie	Posts: 1	459	0	Language corner
39	01.11.2016, 17:42	Junior Member	Thanked 10 Times in 7 Posts	Location: Zurich	"    Although, it is spelled like tooth ache it is run and owned by the Canton of Zurich. I am pretty sure it is legit.
		"	no particular reputation at present	Join Date: May 2009	Groaned at 2 Times in 1 Post	German test	dus	Posts: 54	761	6	Language corner
40	03.11.2016, 11:04	Newbie 1st class	Thanked 3 Times in 2 Posts	Location: Zurich	" 
			
			Hi, all. I was asking about the Goethe Zertifikat preparation courses in ZHAW but just found out that their course is already full.  
So I am looking at Goethe C1 preparation courses Micro Klubschule. 
Anyone has experience there? Thanks in advance!!!   
----------------------------------------------   
Hi, all. I would like to hear from anyone who has experience or heard of german courses at ZHAW.    
I am planning to take Goethe C1 test in January in ZHAW & also found a preparation course there. If anyone has taken their courses or knows acquaintance who did it, I would like to hear about it.    
My friend who took another form of german test recommends a preparation course at the place where the test takes place. I wonder if that really has benefits since the test is already set from the wherever the Goethe main office is.    
Thanks in advance!!!
		"	no particular reputation at present	Join Date: Jan 2013	Groaned at 0 Times in 0 Posts	German C1 preparation course at ZHAW	Binimichaela	Posts: 14	417	0	Language corner
41	25.10.2016, 21:42	Newbie 1st class	Thanked 3 Times in 3 Posts	Location: Zürich	"    Hello Lembu  
I'm Indonesian and maybe can help you. 
The group is welcoming you to join them. Boleh means sure, yes, can, etc. While orang asli means native   "	no particular reputation at present	Join Date: Aug 2014	Groaned at 2 Times in 2 Posts	Learning Indonesian	Lembu	Posts: 14	553	2	Language corner
42	29.09.2016, 11:20	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Zurich	" 
			
			Hi!    
let me know if you are interested in any greek tandem!   
Ana
		"	no particular reputation at present	Join Date: Aug 2016	Groaned at 0 Times in 0 Posts	New in Zurich! Looking for language exchange	tianshi	Posts: 25	778	4	Language corner
43	25.10.2016, 01:41	Newbie	Thanked 0 Times in 0 Posts	Location: TEXAS	"    Deep fried?
		"	no particular reputation at present	Join Date: Oct 2016	Groaned at 0 Times in 0 Posts	Translation from German to English	Gommy	Posts: 3	1,105	34	Language corner
44	27.09.2016, 23:36	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Biel/Bienne	" 
			
			I was doing a course in ENAIP  and they provide as well daycare for kids. The school is fantastic BTW.
		"	no particular reputation at present	Join Date: Sep 2016	Groaned at 0 Times in 0 Posts	Language learn with children care	Mrak C Annie	Posts: 20	743	2	Language corner
45	02.10.2016, 15:42	Newbie	Thanked 3 Times in 2 Posts	Location: Langnau Am Albis	" 
			
			Hi, 
   I just wanted to come back to this to share what I've learned.    
You get up to Fr. 5000 to spend on different courses but only with certain approved education institutions. The Fr. 5000 doesn't have to be spent on one course, you can re-apply multiple times until you reach the 5000 limit.    
You can also claim up to Fr. 2300 for loss of earnings where attendence of the course has meant you have had to take time off work.   
While I have mentioned a specific vendor applying for this training above I am sure that there are multiple different ones and please don't take my earlier posts of an endorsement of them.The specific term for this monetary grant that I have come acroos is ""The collective bargaining agreement for temporary staff training"".   
With the vendor I used I had to fill out an online form which included my personal details, AHV number, nationality, residence permit along with other information.   
I have attached a scan copy of a leaflet which I was provided which explains the process in a flow chart (mods please let me know if this counts as advertising and if so I will remove it).   
I was informed the application process to seek approval could take between 2-4 weeks.         
Thanks, 
TheIslandMan
		"	no particular reputation at present	Join Date: Sep 2016	Groaned at 0 Times in 0 Posts	Temp Training	TheIslandMan	Posts: 7	613	4	Language corner
46	15.10.2016, 10:37	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Zurich	    Thank you Petulante!  Your teacher -  me :-)  - has a new homepage:   	no particular reputation at present	Join Date: Oct 2013	Groaned at 1 Time in 1 Post	German C1 - looking for partner for private classes	Petulante	Posts: 16	507	1	Language corner
47	11.03.2016, 18:39	Newbie	Thanked 1 Time in 1 Post	Location: Lausanne	" 
			
			Look up keen on your Thesaurus. For me hobbies would be at the end of your CV as additional info on your character, not on a motivational letter.
		"	no particular reputation at present	Join Date: Mar 2016	Groaned at 0 Times in 0 Posts	Motivational letter need some help	Nunt	Posts: 5	1,663	11	Language corner
48	13.01.2016, 22:34	Forum Legend	Thanked 3,029 Times in 1,494 Posts	Location: Wallis	" 
			
			io = I (1st person singular)   
tu = you (2nd person singular)   
lui = he (3rd person plural, for men)   
lei = she (3rd person singular, for women)   
Lei (always capitalized) = you  Used to address a person in a formal situation, regardless of their gender. It corresponds to the English pronoun you (2nd person singular), but it is a third-person singular pronoun in Italian. Example: lui è = he is, lei è = she is, Lei è = you are (formal). There's no plural form of Lei, i.e. it is not possible to address a group of people formally in Italian.   
noi = we (1st person plural)   
voi = you (2nd person plural)  Used to address a group of people, regardless of whether you know them or not. Previously also used as a synonym for Lei, but not anymore (except for the elderly, especially in the South).   
loro = they (3rd person plural)   
Hope it helps   "	a reputation beyond repute	Join Date: Mar 2008	Groaned at 62 Times in 32 Posts	Italian speakers ... help please!	Island Monkey	Posts: 3,419	2,052	29	Language corner
49	18.10.2016, 18:29	Newbie	Thanked 9 Times in 4 Posts	Location: India	" 
			
			And Duo Lingo too of course.
		"	no particular reputation at present	Join Date: Dec 2015	Groaned at 0 Times in 0 Posts	I really need your help with my French!	VAAJ	Posts: 9	693	6	Language corner
50	17.05.2016, 15:57	Newbie	Thanked 0 Times in 0 Posts	Location: Zürich	" 
			
			Let me know if you´re still interested in practising your Spanish. I am from Spain and it would be great to improve my English.   
Hope to hear from you soon.   
Regards,
		"	no particular reputation at present	Join Date: Apr 2016	Groaned at 0 Times in 0 Posts	Zurich: Looking for tandem practice English (me) - Spanish (you)	Minotaur	Posts: 7	1,014	1	Language corner
51	12.10.2016, 11:32	Newbie 1st class	Thanked 14 Times in 3 Posts	Location: Switzerland	" 
			
			Ive recently signed up to migroschule in Bern, its not quite what i was expecting. The grammar is confusing but im sticking at it, i would like to know what you find out for private tutoring. Might be a good follow on from this!
		"	no particular reputation at present	Join Date: Dec 2013	Groaned at 0 Times in 0 Posts	German school/private teacher in Thun/Bern - help	Agnessa	Posts: 19	452	1	Language corner
52	06.09.2016, 16:46	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: zurich	" 
			
			Why not make a post here:       
I have managed to find a couple of people on here to help improve my German   "	no particular reputation at present	Join Date: Jul 2015	Groaned at 0 Times in 0 Posts	German speaking practice	fatema	Posts: 13	744	1	Language corner
53	09.10.2016, 19:24	Newbie 1st class	Thanked 5 Times in 2 Posts	Location: Zurich	"    Thanks, I've found the place.
		"	no particular reputation at present	Join Date: Sep 2016	Groaned at 0 Times in 0 Posts	Translation	Jane Louise	Posts: 19	529	4	Language corner
54	27.09.2014, 21:43	Forum Legend	Thanked 3,294 Times in 1,730 Posts	Location: Lully VD	"    You must be a Saupreiß Kapitän Graubart, simply too much detail for us poor Bazi´s to process, for us a ""Mugg"" is anything that can fly up and around a cows ares in summer.     
by the way...: 
Woman strolls around the Dult in Augschburg and schtopps at a stall selling veggies...   
""Häänd Ir no a Dill do?   
""Noi, häänd I it!"" Says the guy..   
""Ohber nemmt´S soera laang´a Gürk´n, de dud´s aa.""
		"	a reputation beyond repute	Join Date: Jul 2008	Groaned at 11 Times in 11 Posts	18 Weird German Words You Wont Believe Exist	Verbier	Posts: 3,483	6,067	29	Language corner
55	09.10.2016, 15:20	Forum Legend	Thanked 6,268 Times in 2,003 Posts	Location: Basel	" 
			
			This thread might be of help:   "	a reputation beyond repute	Join Date: Jul 2009	Groaned at 35 Times in 32 Posts	Quick German translation needed	Village Idiot	Posts: 3,349	511	6	Language corner
56	09.10.2016, 10:06	Forum Legend	Thanked 1,178 Times in 756 Posts	Location: Zürich	"    Es ist egal! Same difference!
		"	m	Join Date: Oct 2007	Groaned at 385 Times in 202 Posts	German words and english pronunciation		Posts: 3,744	679	15	Language corner
57	30.09.2016, 20:30	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Biel/Bienne	" 
			
			Hi there.  Having gone through this process of online tests years ago, my personal recommendation would be to go to the   end of what the tests indicate.     
I studied a bit at home before starting German classes, and got placed into too high a class.  I could not speak much, could not follow the class, had different vocabulary etc.  I gave up.  So when I came to Switzerland I deliberately started from the very beginning.  Then when I was comfortable with how the classes functioned, and my prior learning started to help, it was easy to leap a month and catch up with my ""true"" level.     
I cannot help with child care, but Migrosklubschule may have something.  I have been with them most of the way and they are flexible and responsive and I have loved the classes.  Good luck!
		"	no particular reputation at present	Join Date: Sep 2016	Groaned at 0 Times in 0 Posts	A2 or B1	Mrak C Annie	Posts: 20	1,487	18	Language corner
58	29.09.2016, 22:37	Junior Member	Thanked 5 Times in 4 Posts	Location: Kaltbrunn	" 
			
			After reading many texts in English I can usually spot non-native written text. It is not just about spelling or grammar, but about style. But even then I cannot write in such a style myself.   
So, if you cannot afford a professional copywriter, then my advice is: google each sentence or pieces of it, find similar sentences, and copy them without changing much.
		"	no particular reputation at present	Join Date: Jul 2012	Groaned at 0 Times in 0 Posts	Help with a text written in German	DaGhost	Posts: 38	681	7	Language corner
59	15.02.2011, 21:27	Forum Legend	Thanked 6,078 Times in 2,378 Posts	Location: In the kitchen at parties.	" 
			
			Interesting post! Thank you  
I'll try to learn a new word every day!   
Cheers,   
LEO
		"	a reputation beyond repute	Join Date: May 2010	Groaned at 212 Times in 126 Posts	Swiss German for dummies.	Upthehatters2008	Posts: 4,579	14,904	33	Language corner
60	26.09.2016, 20:04	Forum Legend	Thanked 10,603 Times in 5,426 Posts	Location: Murten - Morat	    Let's start a poll about it.   	a reputation beyond repute	Join Date: Oct 2011	Groaned at 544 Times in 344 Posts	"meaning of, ""ab  2017"""	Sbrinz	Posts: 11,004	730	11	Language corner
61	26.09.2016, 18:25	Newbie	Thanked 1 Time in 1 Post	Location: Atlanta Georgia	"    Anytime.
		"	no particular reputation at present	Join Date: Sep 2016	Groaned at 0 Times in 0 Posts	please help translate!	notswisspeach	Posts: 3	409	5	Language corner
62	14.09.2016, 12:56	Newbie 1st class	Thanked 11 Times in 4 Posts	Location: Chiasso	" 
			
			Just in case anyone was following this thread - a friend of a friend has said that there apparently are going to be courses running in Italy near or around Chiasso which are charging something like 20euros for admin and books, and then you can join the courses once a week for 2-3 hours. I'm finding out more info at the min if anyone wants it.....
		"	no particular reputation at present	Join Date: Sep 2016	Groaned at 1 Time in 1 Post	Learning Italian in Ticino - lessons needed, where to go!?	DannyD	Posts: 26	604	6	Language corner
63	22.08.2016, 17:38	Newbie	Thanked 0 Times in 0 Posts	Location: Zurich	"    Agree. Nothing weird about it.
		"	no particular reputation at present	Join Date: Aug 2016	Groaned at 0 Times in 0 Posts	Help needed for some translating!	heleana	Posts: 3	1,511	23	Language corner
64	11.08.2016, 22:20	Newbie	Thanked 0 Times in 0 Posts	Location: Moscow	    Destination is Switzerland   	earned some respect	Join Date: Aug 2016	Groaned at 0 Times in 0 Posts	Couple of months of intensive German in Germany: good investment?	singingindarain	Posts: 9	2,765	45	Language corner
