	date	exp	groaned	location	post	reputation	since	thanked	thread	user	user_posts	views	replies	topic
10	04.11.2016, 18:24	Newbie 1st class	Thanked 6 Times in 4 Posts	Location: Basel	"    As far as I understood it, an employee who has lost his/her job can still claim RAV even if the fault is his/hers.  This could be through misdemeanor, or simply through resigning.  The RAV will still pay.  What is different, though, is the waiting period and ""penalty days"".  An employee from scenario 1 (fired) has no penalty days.
		"	no particular reputation at present	Join Date: Feb 2008	Groaned at 0 Times in 0 Posts	Leaving Switzerland, advice needed, please!	Grasshopper	Posts: 16	4,024	64	Leaving Switzerland
11	23.11.2016, 20:06	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Zurich	" 
			
			Just contact Swisslife. Or ask you company via which insurance broker they work and they will be able to help you out.
		"	no particular reputation at present	Join Date: Jul 2015	Groaned at 0 Times in 0 Posts	leaving and get retirement money	Sousa	Posts: 11	728	4	Leaving Switzerland
12	19.08.2016, 23:50	Junior Member	Thanked 87 Times in 41 Posts	Location: Basel	" 
			
			I'm in exactly the same position and need to move quickly.  So distiilling all this, it boils down to 'sendmybag' or Luker Bros.  Anything else top those two?
		"	annoyed a few people around here	Join Date: Aug 2016	Groaned at 58 Times in 29 Posts	There must be something cheaper than FedEx!	Nothingspecial	Posts: 97	1,674	20	Leaving Switzerland
13	21.11.2016, 12:04	Newbie 1st class	Thanked 9 Times in 4 Posts	Location: Zürich	"    Depends who you work for and what you do. There's a lot of pressure, just as there is everywhere.
		"	no particular reputation at present	Join Date: Jun 2015	Groaned at 0 Times in 0 Posts	Are more English speaking people thinking of leaving Switzerland now than before?	megafine	Posts: 15	1,963	25	Leaving Switzerland
14	27.01.2012, 10:45	Newbie 1st class	Thanked 3 Times in 3 Posts	Location: Lausanne	" 
			
			Hi pel   
Thanks for that. We are moving this week so for us a bit late in the game but sure will be useful to others. Will also let you know how it went.   
Happy moving to you too!
		"	no particular reputation at present	Join Date: May 2011	Groaned at 0 Times in 0 Posts	How are moving costs calculated - move to US?	tartegnin	Posts: 16	2,973	15	Leaving Switzerland
15	30.08.2016, 16:04	Senior Member	Thanked 202 Times in 105 Posts	Location: Grisons	"    Hi Vin, I am also planning to move to London, UK from Switzerland. Will contact pearsons as you have suggested. Any forums in UK that I can join to help in the house and school hunt there?
		"	earned some respect	Join Date: Feb 2014	Groaned at 5 Times in 2 Posts	Pearson, ITO Movers, Movecorp or Excess International for moving?	banadol	Posts: 288	864	3	Leaving Switzerland
16	20.11.2016, 12:17	Newbie 1st class	Thanked 3 Times in 3 Posts	Location: Zurich area	" 
			
			Has anyone else run into this question and what did you do?    
Did you move larger plastic bins or storage containers across the ocean or just replace any you had when you arrived at the new location?    
They seem a strange size and Googling suggests that the plastic containers don't work well as boxes because they break. I know if they are here when the movers arrive they will get packed, so I should decide before ...
		"	earned some respect	Join Date: May 2010	Groaned at 0 Times in 0 Posts	Large plastic bins -- take or leave if moving via ocean?	pel	Posts: 18	309	0	Leaving Switzerland
17	17.11.2016, 19:55	Newbie 1st class	Thanked 5 Times in 3 Posts	Location: AG	" 
			
			I am also moving outside Switzerland, I am also from a EU country and as far as I know, the obligatory part stays here in a special pension account (e.g. Rendita post-finance) and you cannot use that money till you turn 65. In principle you should be able to transfer to your account the rest to your regular bank account
		"	earned some respect	Join Date: Nov 2010	Groaned at 0 Times in 0 Posts	A few questions regarding pensions when leaving Switzerland	langbaobao	Posts: 22	643	3	Leaving Switzerland
18	19.11.2016, 14:58	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Zürich	" 
			
			Hi!   
We are leaving Switzerland and we need to move our stuff. Any recommendation on moving companies to Spain?   
Thanks in advance! 
Mer
		"	no particular reputation at present	Join Date: Oct 2014	Groaned at 0 Times in 0 Posts	Moving to Spain - removal company recommendations?	Mer AlEz	Posts: 10	400	0	Leaving Switzerland
19	19.11.2016, 14:20	Newbie	Thanked 1 Time in 1 Post	Location: Zurich	   I'm moving back to the UK on the 28th Nov (Monday week).  Last minute decision.  Anyone know of a van-share or similar so I can take some boxes back; either now or before Xmas?   	no particular reputation at present	Join Date: Mar 2015	Groaned at 0 Times in 0 Posts	Transport boxes back to UK	Responder	Posts: 2	343	0	Leaving Switzerland
20	02.11.2016, 11:20	Newbie	Thanked 0 Times in 0 Posts	Location: Lausanne	" 
			
			For your personal situation, be aware that Publica has a contact at EPFL that you can contact with these questions. (google EPFL and PUBLICA and you find the contact details).  I gathered that YES, you can do all this from abroad, not a problem.
		"	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	Applying for AVS and PUBLICA refunds from abroad	onex	Posts: 1	427	1	Leaving Switzerland
21	15.11.2016, 14:50	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Zurich	"    say that again 175 is very steep for a used item.  be lucky to get 75 IMO, more likely closer to 50 - check out the prices on Ricardo for comparison   
Often difficult to advise people selling used furniture, how low the prices have to be, as many people rather buy new or not at all
		"	become a little unpopular	Join Date: Oct 2014	Groaned at 6 Times in 5 Posts	Dumping Ground or Brockenhaus	Sandeepm1980	Posts: 15	655	7	Leaving Switzerland
22	11.05.2014, 12:59	Newbie 1st class	Thanked 3 Times in 2 Posts	Location: Adliswil	"    Hi,   
Can we ask if this can be a two week extension to wrap things up??
		"	no particular reputation at present	Join Date: Apr 2014	Groaned at 0 Times in 0 Posts	Staying back after permit expiration	BackToUSA	Posts: 10	4,977	13	Leaving Switzerland
23	30.09.2016, 12:04	Junior Member	Thanked 77 Times in 30 Posts	Location: Zurich	"    Don't assume that I'm not currently trying this, but that's not the point of this thread is it? The point is to understand the (in this case) three month (but not the secret month) notice period.   
In fact, to add further sauce to my general demeanor I had a replacement lined up. Verbally and agreed over IM, a week later said thanks, we're taking somewhere else.   
Hence feeling a touch spikey when informed how lucky I should feel. But anyway, that should really have gone without saying shouldn't it?
		"	considered knowledgeable	Join Date: Mar 2009	Groaned at 14 Times in 6 Posts	Leaving - Apartment handover notice	kayo	Posts: 91	1,893	24	Leaving Switzerland
24	04.11.2016, 13:40	Newbie	Thanked 0 Times in 0 Posts	Location: Bern	"    Actually, we Switched 119 years before you folk up north!    
Tom
		"	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	Leaving Switerzland	Stevepul	Posts: 2	769	8	Leaving Switzerland
25	17.10.2016, 20:10	Newbie	Thanked 0 Times in 0 Posts	Location: Nussbaumen	"    Copy of the FBAR should do the trick if you can print them off these days.  And what about a copy of part of your bank statement showing the amount.  Surely that'll keep the IRS happy.
		"	no particular reputation at present	Join Date: Feb 2011	Groaned at 0 Times in 0 Posts	Keeping UBS account open when moving to US	ARG_8	Posts: 3	849	10	Leaving Switzerland
26	13.07.2015, 17:43	Newbie	Thanked 1 Time in 1 Post	Location: Zurich	" 
			
			Hi all   
I am currently in the process of using Liberty to transfer my pension from Zurich to Schwyz. We are heading back to UK and we'll be using it on a mortgage in UK once we've found something when we are there. Process looks very simple and the tax is reduced from approx 6% in Zurich down to 2.5% when I have it withdrawn into the mortgage, saving me a little but enough to do the effort. 
There are fees of approx 600chf by Liberty but it's still worthwhile for what I save.   
Vin
		"	no particular reputation at present	Join Date: Jul 2012	Groaned at 0 Times in 0 Posts	Pillar 2 & 3 Funds Extraction Upon Leaving Switzerland Permanently	nadav75	Posts: 3	3,120	7	Leaving Switzerland
27	02.03.2015, 08:49	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Zurich	" 
			
			Sorry for resurrecting a thousand year old thread, but how did this work out for you?  Can I ask to which country you had it forwarded?  The process seems to give me the option to forward the mail to the US if I'd like, but I don't know how well it works.  I'm considering just having it forwarded to my company's office here in CH that I've been working at and just ask them to open/scan stuff (should not be anything sensitive).
		"	no particular reputation at present	Join Date: Sep 2014	Groaned at 0 Times in 0 Posts	Mail forwarding - change address after 6 months	fuzz	Posts: 11	2,203	9	Leaving Switzerland
28	null	null	null	null	"    @RufusB: OK, I do apologise if I misread and overreacted on your message. Stressful times...   
@ASwissInTheUS, @Borinquen: many thanks for the info!
		"	null	null	null	Shipping Aerosol Cans Overseas	guest	null	835	12	Leaving Switzerland
29	19.05.2016, 18:26	Junior Member	Thanked 1 Time in 1 Post	Location: Baar	" 
			
			This link gives additional information.   
I just started exploring the possibilities.   
Next step.     
My Tax consultant provided me the following information.   
According to the Swiss Compensation Office the refund procedure takes approx. 5 months and the amount to be reimbursed does not equal the total contributions paid, but is cut to the discounted expected entitlement for a future pension of a comparable Swiss resident. This might be considerably lower than the amount of contributions paid. Furthermore please be informed that the refund payments will also be made in favor of a foreign bank account abroad in case your Swiss account is already closed.
		"	no particular reputation at present	Join Date: Apr 2016	Groaned at 0 Times in 0 Posts	OASI Refunds [Federal Old-Age and Survivors’ Insurance]	NicolaSk	Posts: 32	1,451	5	Leaving Switzerland
30	26.09.2016, 19:01	Newbie 1st class	Thanked 7 Times in 5 Posts	Location: Zurich	" 
			
			Hello,   
If anyone is looking for a handyman, i would recommend Matus. He helped me de-assemble an IKEA wardrobe. He is friendly and fast   Thanks Matus!       
/Fael841
		"	earned some respect	Join Date: Mar 2011	Groaned at 0 Times in 0 Posts	Handyman, carpenter	Fael841	Posts: 24	523	0	Leaving Switzerland
31	17.09.2016, 21:25	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: K	"    If donors want money given to the needy they should be able to donate money.   
If they want to donate clothes and the bins are marked as ""for clothes only, collections given to [insert organization]"", they should be able to rely on the clothes getting to the needy rather than ricardo.    
If organizations want to sell clothes and give the money from these sales to the needy, I believe donors should know what they're up against before donating so they can make a choice - after being clearly informed re: the proceeds going to the needy in something like  , which meloncollie's link links to.
		"	no particular reputation at present	Join Date: Sep 2013	Groaned at 0 Times in 0 Posts	Clothes Donation	ramadanovic	Posts: 12	1,032	11	Leaving Switzerland
32	12.09.2016, 17:39	Junior Member	Thanked 42 Times in 26 Posts	Location: Liestal	" 
			
			If you are not present when your possessions are exported, then strictly speaking you are meant to do full customs declarations. A letter of authority on it's own isn't acceptable to the French/German customs. The same applies to entering the UK, the HMRC form c3 on it's own is acceptable when you personally import private goods, however if someone else is doing it on your behalf then T forms will be required and this entails using a customs agent.
		"	earned some respect	Join Date: Aug 2014	Groaned at 4 Times in 2 Posts	Leaving Switzerland - forms for Swiss customs for removal company?	dibbles	Posts: 83	773	2	Leaving Switzerland
33	14.09.2016, 14:30	Senior Member	Thanked 302 Times in 129 Posts	Location: Brussels area	" 
			
			Hello,   
We left Versoix in Canton Geneva at the end of July to Belgium and I requested and finally obtained after 5 weeks the 'attestation de départ' signed by the Geneva canton authorities (OFPM).  Assura now says they need a ""attestation de départ définitif"" in order to cancel the health insurance cover and that in the meantime the contract remains; it looks like they are looking for excuses not to refund me the month of August; I checked the OFPM website again (one cannot call them, they do not answer) but such document does not exist.  Does anyone know what they mean and if this makes sense ? My understanding was my departure is by definition ""final"" as my permit has been canceled now. best regards
		"	an excellent reputation	Join Date: May 2010	Groaned at 24 Times in 15 Posts	Problem ending Assura health insurance	belgo	Posts: 298	697	0	Leaving Switzerland
34	01.08.2016, 20:59	Newbie 1st class	Thanked 7 Times in 4 Posts	Location: Zurich	" 
			
			You will lose money , this way or the other. 
If they are finicky , they will find something to complain.
		"	no particular reputation at present	Join Date: Feb 2016	Groaned at 0 Times in 0 Posts	Cleanning for house handover	Glup1980	Posts: 15	1,722	17	Leaving Switzerland
35	26.01.2016, 16:58	Newbie 1st class	Thanked 10 Times in 7 Posts	Location: Thalwil	"    The small matter of finding a new tenant, selling or packing your belongings & furniture, & selling the car, bicycle etc.    
You might also find it useful in future to get the statement that you have no criminal history here (Form at the post office). No debts? Get a statement at the local debtor's prison. 
You need to de-register about 2 weeks ahead of the move, before you cancel all the contracts.
		"	no particular reputation at present	Join Date: Jan 2016	Groaned at 0 Times in 0 Posts	Moving Checklist	InThalwil	Posts: 14	2,528	7	Leaving Switzerland
36	06.09.2016, 12:08	Forum Veteran	Thanked 1,098 Times in 602 Posts	Location: Best City, Greatest Nation	"    But its not for free!
		"	a reputation beyond repute	Join Date: Aug 2010	Groaned at 194 Times in 107 Posts	Free Project Management Software	CathHarmony	Posts: 1,318	700	6	Leaving Switzerland
37	04.09.2016, 11:55	Newbie	Thanked 0 Times in 0 Posts	Location: ZH	"    13/16   
House prices in Toronto and Vancouver are insane, and have been for a while. 17-37% year on year?
		"	no particular reputation at present	Join Date: Sep 2016	Groaned at 0 Times in 0 Posts	Should I consider moving to Canada or elsewhere? (Canadians get the heck in here :))	couchpotato	Posts: 4	1,537	21	Leaving Switzerland
38	02.09.2016, 17:46	Newbie	Thanked 0 Times in 0 Posts	Location: Zurich	" 
			
			As long as there is a cleaning guarantee  you don't need to worry,   you can choose any company.
		"	no particular reputation at present	Join Date: Sep 2016	Groaned at 0 Times in 0 Posts	Experience with Cleaninghelp in Zurich?	zureech	Posts: 1	518	1	Leaving Switzerland
39	02.09.2016, 10:11	Newbie 1st class	Thanked 8 Times in 7 Posts	Location: Zurich	" 
			
			I'm downsizing too with a view to moving country. It's quite therapeutic disposing of stuff in boxes that I lugged from apartment to apartment and never used. I've collected some art so that's coming but the rest will shortly be offered to EF members free of charge. Even the waterbed if someone knows how to deflate and dismantle....
		"	made some interesting contributions	Join Date: Jun 2011	Groaned at 0 Times in 0 Posts	Leaving Switzerland/Europe for US- what should we take with us?	ZH2112	Posts: 26	826	11	Leaving Switzerland
40	01.09.2016, 16:40	Newbie 1st class	Thanked 21 Times in 9 Posts	Location: Zurich	" 
			
			Find a flight bag big enough to accommodate the racket plus your other carry-on stuff, which you can pack around it, then you've only got one item of hand baggage.   
You're less likely to be asked to put a soft bag in the hold when the flight staff are looking for victims when the flight is full.
		"	no particular reputation at present	Join Date: Apr 2012	Groaned at 1 Time in 1 Post	flight bring tennis racket in addition to hand baggage allowance	lesley7331	Posts: 16	535	5	Leaving Switzerland
41	27.08.2016, 20:59	Senior Member	Thanked 302 Times in 129 Posts	Location: Brussels area	" 
			
			What a shame we never got to meet up, there are so few of us EFers in Geneva! 
Good luck in your new life, wherever it is.
		"	an excellent reputation	Join Date: May 2010	Groaned at 24 Times in 15 Posts	Leaving Switzerland - thank you English Forum	belgo	Posts: 298	909	1	Leaving Switzerland
42	09.08.2016, 10:12	Newbie 1st class	Thanked 16 Times in 9 Posts	Location: Zurich	"    Considering you're the type of guy that women don't like to date, you might be surprised that once you live in Prague on you 'low salary' and are not ""just visiting from Switzerland ""the women even in Prague may no longer be interested.    
Maybe you should work on yourself and try to figure out why women don't want to date you.
		"	earned some respect	Join Date: Mar 2010	Groaned at 1 Time in 1 Post	is it crazy moving to a low wage country???	Italiano_vero	Posts: 17	8,857	162	Leaving Switzerland
43	23.08.2016, 23:05	Newbie 1st class	Thanked 21 Times in 6 Posts	Location: Zurich	" 
			
			When I left years ago, I deregistered and told them when I would leave (so I was registered up and until that date), no issue.     
As for moving, in case you haven´t found a mover yet, I can recommend Ben Schmidt as he has lots of experience moving from/to the Netherlands.
		"	earned some respect	Join Date: Nov 2015	Groaned at 0 Times in 0 Posts	Moving to NL - Customs Problem	qoz	Posts: 15	766	7	Leaving Switzerland
44	23.08.2016, 11:02	Newbie 1st class	Thanked 7 Times in 5 Posts	Location: Zurich	"      nadav75 Leaving Switzerland 2 27.10.2015 22:38        badou Finance/banking/taxation 12 16.09.2014 14:31            mirkazim Finance/banking/taxation 0 16.09.2014 13:44            JennDH Leaving Switzerland 16 27.02.2013 11:47            Dougie9189 Finance/banking/taxation 3 10.02.2010 14:42 
--------------------------------------------------------------------------   
But this feature has been, or soon will be, closed. Too many people were spending all their pension and then claiming social support.
		"	earned some respect	Join Date: Mar 2011	Groaned at 0 Times in 0 Posts	Leaving Switzerland - Pension funds	Fael841	Posts: 24	766	2	Leaving Switzerland
45	23.08.2016, 10:58	Newbie 1st class	Thanked 7 Times in 5 Posts	Location: Zurich	"    When you derigester they won't give you the paperwork unless they are happy your taxes are up to date. They demanded 1500 in cash from me, however then returned more than 1500 about 3 months later after they had seen my tax return.   
If the demand on account is accurate 10 months payment will be OK.
		"	earned some respect	Join Date: Mar 2011	Groaned at 0 Times in 0 Posts	Leaving Switzerland - tax bill for year	Fael841	Posts: 24	643	2	Leaving Switzerland
46	23.08.2016, 10:06	Newbie	Thanked 0 Times in 0 Posts	Location: Oxford, UK	" 
			
			Hi all   
We are currently looking into options of moving several boxes from CH to Oxford in September (ideally earlier than later). As it seems to be impossible to hire a van one-way only we were wondering whether someone would actually be looking into making the trip the other way round (UK->CH)? Pooling a car would be simply brilliant!   
Cheers 
Michel
		"	no particular reputation at present	Join Date: Aug 2016	Groaned at 0 Times in 0 Posts	Van to Share? UK->CH	rickhaus	Posts: 1	435	0	Leaving Switzerland
47	04.08.2016, 23:56	Newbie	Thanked 0 Times in 0 Posts	Location: Zurich	" 
			
			Phew thanks! I appreciate that       "	no particular reputation at present	Join Date: Aug 2016	Groaned at 0 Times in 0 Posts	deregistering and deregistering	JMori	Posts: 4	1,548	14	Leaving Switzerland
48	10.05.2016, 14:16	Newbie 1st class	Thanked 19 Times in 9 Posts	Location: Adliswil	" 
			
			Not sure if this can help but I can tell you which company to avoid. 
Saint Umzug. Stay far from them as much as you can. Disaster!!! 
I had to ask my lawyer to open a formal claim with them. 
Simple the worst decision ever. 
And actually found them trough the comparison website someone was referring to.   
Hope this can help.
		"	earned some respect	Join Date: Jan 2011	Groaned at 0 Times in 0 Posts	Moving companies	MarcB	Posts: 20	1,659	5	Leaving Switzerland
49	15.08.2016, 10:26	Newbie	Thanked 0 Times in 0 Posts	Location: Basel	" 
			
			It is very simple on their website: 
Fill in the details on you account /Vertragskonto. 
Fill in the details of all meters (electricity, water, water for heating). 
Fill in the details of your next address.   
Done
		"	no particular reputation at present	Join Date: Aug 2016	Groaned at 0 Times in 0 Posts	How to Cancel IWB(utilities & water)	linyenfan	Posts: 1	713	2	Leaving Switzerland
50	17.06.2016, 18:47	Newbie	Thanked 0 Times in 0 Posts	Location: Zurich Oerlikon	" 
			
			Thanks guys, yes pls PM the contact info
		"	no particular reputation at present	Join Date: Aug 2014	Groaned at 0 Times in 0 Posts	Moving Zurich to San  Francisco - Shipping companies	Veruschia	Posts: 6	1,392	3	Leaving Switzerland
51	03.08.2016, 12:49	Newbie 1st class	Thanked 8 Times in 3 Posts	Location: Zurich	" 
			
			Thanks all! Now I see where to do it. I'm glad that there is an Ausland option--just didn't see it before.      Duly noted! That's good advice!
		"	no particular reputation at present	Join Date: May 2016	Groaned at 0 Times in 0 Posts	Changing Post address to U.S.?	azig	Posts: 16	706	4	Leaving Switzerland
52	01.05.2016, 20:46	Junior Member	Thanked 8 Times in 7 Posts	Location: Zürich	"    Like I said to you before, my application to the LOB was denied
		"	slipped a little	Join Date: Oct 2007	Groaned at 8 Times in 5 Posts	UK taxes on Vested Benefits pension fund	kyo	Posts: 94	1,850	16	Leaving Switzerland
53	23.07.2016, 11:38	Newbie	Thanked 0 Times in 0 Posts	Location: lausanne	"         
Though, to be fair, he does regularly go to UK too.
		"	no particular reputation at present	Join Date: Jul 2016	Groaned at 0 Times in 0 Posts	Removal	adgupta	Posts: 1	945	3	Leaving Switzerland
54	07.05.2016, 16:35	Newbie 1st class	Thanked 5 Times in 4 Posts	Location: Zürich,  Enge	" 
			
			I've had success in the US, too, with asking your local bike shop if they have any recently opened boxes that they're planning on throwing away/recycling...
		"	become a little unpopular	Join Date: Oct 2014	Groaned at 6 Times in 2 Posts	Bicycle as checked baggage?	jsen	Posts: 16	1,703	5	Leaving Switzerland
55	22.12.2015, 04:37	Newbie 1st class	Thanked 4 Times in 4 Posts	Location: Basel	" 
			
			Amount due only related to Nebenkosten excess of the prepaid amount so all good in the end.      
Hope that this is the end of it with landlord.
		"	no particular reputation at present	Join Date: Nov 2011	Groaned at 0 Times in 0 Posts	Left Switzerland - Debt notice 4 years after leaving	sparksleo	Posts: 16	5,448	28	Leaving Switzerland
56	10.01.2014, 14:25	Newbie	Thanked 0 Times in 0 Posts	Location: UK	"    Never say never....
		"	no particular reputation at present	Join Date: Jan 2014	Groaned at 0 Times in 0 Posts	Unpaid swiss taxes when returned to UK	verma007	Posts: 1	3,568	17	Leaving Switzerland
57	02.06.2016, 18:09	Member	Thanked 92 Times in 24 Posts	Location: Zurich	"    It would be the ritual Canadian package handling dance, invented by the posties to pass the time during the annual pre-Christmas strike and practiced religiously by Canada customs and baggage handlers.   
For the unenlightened, it looks somewhat like this, but with more energy:    "	earned some respect	Join Date: Oct 2007	Groaned at 0 Times in 0 Posts	My experience shipping boxes by swiss post to Canada	xaphod	Posts: 175	1,669	7	Leaving Switzerland
58	05.07.2016, 00:24	Newbie	Thanked 0 Times in 0 Posts	Location: Basel	" 
			
			Personally, after that demanded signature (yes, do not sign) I wouldn't trust the tenant (your landlord) to repay the deposit. That might mean I might decide to not pay the last two rents, and let him finance that using the deposit, assuming I'm no other money due. That's against the contract, but in a case such as this I'd probably prioritize reducing my own risks, especially if I was to leave the country.   
You may have to pay some Nebenkosten (particularly due to heating) though by additional invoice though:  
The monthly payments are based on total costs over twelve months. During the winter the actual costs are higher than what you pay, the difference is expected to be made up for with the payments during summer. The yearly Abrechnung (account?) usually is calculated as per april or may, if that applies to your case, you pay more than you consume until you leave, meaning you are money owed. That's assuming a fair subrent contract, which may or may not apply to your case. You want to ask the Mieterverband about that as well.
		"	no particular reputation at present	Join Date: Jul 2016	Groaned at 0 Times in 0 Posts	Subtenant rights for deposit repayment	miikaelf	Posts: 3	-	-	Leaving Switzerland
59	02.07.2016, 21:26	Junior Member	Thanked 1 Time in 1 Post	Location: Baar	" 
			
			I couldn't find the original thread which listed loads of companies, but I can thoroughly recommend Abroad Removals ( ) who were the cheapest quote we had for our move to England and were really professional and far exceeded our expectations.
		"	no particular reputation at present	Join Date: Apr 2016	Groaned at 0 Times in 0 Posts	Removals: CH across Europe Recommendation	NicolaSk	Posts: 32	730	0	Leaving Switzerland
