	date	exp	groaned	location	post	reputation	since	thanked	thread	user	user_posts	views	replies	topic
21	23.12.2016, 16:05	Forum Veteran	Thanked 2,817 Times in 1,041 Posts	Location: Hants/ZH	" 
			
			Simple: cranberries, sugar, water.  Doesn't need anything else.   "	a reputation beyond repute	Join Date: Aug 2007	Groaned at 25 Times in 18 Posts	Cranberry Sauce	Swisstree	Posts: 1,593	1,315	4	Food and drink
22	09.12.2016, 22:20	Forum Veteran	Thanked 901 Times in 322 Posts	Location: Bern	"    No, it's nothing special and life's too short.     
To the OP:     
Devils on horseback. Prunes wrapped in bacon. Always goes down well with everyone and you can prepare them before hand and chuck them in the oven.       
Nigel Slater's got some twists on it   "	a reputation beyond repute	Join Date: Oct 2009	Groaned at 21 Times in 13 Posts	Christmas dinner, appetisers and sides	Pather	Posts: 780	5,323	151	Food and drink
23	20.12.2016, 00:04	Newbie	Thanked 3 Times in 2 Posts	Location: Basel	" 
			
			I was actually able to find some at a larger Migros the other day in the snack and chip aisle. They only have the salted kind but at least it's something!
		"	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	Looking for sunflower seeds (in shell) in Basel	almostperfekt	Posts: 9	1,630	9	Food and drink
24	05.01.2014, 21:46	Member	Thanked 168 Times in 38 Posts	Location: Zurich	" 
			
			Churros available at the Christmas market at Bellevue in Zurich.
		"	an excellent reputation	Join Date: May 2008	Groaned at 2 Times in 2 Posts	Churros!	Cactina	Posts: 144	3,117	18	Food and drink
25	06.12.2016, 11:01	Forum Veteran	Thanked 1,045 Times in 572 Posts	Location: Richterswil	"    Probably the closest thing that you might has had is duck.
		"	a reputation beyond repute	Join Date: Nov 2005	Groaned at 4 Times in 4 Posts	Christmas goose	eng_ch	Posts: 1,284	2,236	37	Food and drink
26	18.12.2016, 14:57	Newbie 1st class	Thanked 8 Times in 5 Posts	Location: Basel	    Although her tiny, growing body would have thanked you much more for a nice good  beefsteak....   (but of course you would have been accused of heinous acts against humanity)  	no particular reputation at present	Join Date: Nov 2010	Groaned at 0 Times in 0 Posts	Sugar-free + Dairy-free Cakes	celine79	Posts: 11	321	5	Food and drink
27	18.12.2016, 16:09	Newbie	Thanked 0 Times in 0 Posts	Location: Zurich	"    Oh dear, 2% of your income is an expensive addiction?    
Remember, 50% of your income is hers.       Indeed.   
Tom
		"	no particular reputation at present	Join Date: Dec 2016	Groaned at 0 Times in 0 Posts	Dealing with an expensive Starbucks addiction	coffeecake	Posts: 4	1,257	53	Food and drink
28	15.12.2016, 15:56	Forum Veteran	Thanked 1,464 Times in 758 Posts	Location: Zürich	"    Ordered and on it's way... thanks    
Now I just hope it fits in our kitchen!
		"	a reputation beyond repute	Join Date: Feb 2006	Groaned at 39 Times in 27 Posts	Magimix Food Processor	krlock3	Posts: 2,423	601	2	Food and drink
29	14.12.2016, 09:59	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Zug	" 
			
			Thanks! I'll try that  "	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	duck fat in Zug	Catherine W	Posts: 20	727	4	Food and drink
30	21.10.2016, 20:07	Unbridled Mod	Thanked 13,042 Times in 5,194 Posts	Location: Town or region	"    Easy to get in London's chinatown (I sprinkle it on steamed chinese veg, topped with slightly diluted oyster sauce) but haven't looked for it here.  I'll check in New Asia Markt next time I go.
		"	a reputation beyond repute	Join Date: Dec 2009	Groaned at 570 Times in 368 Posts	Where to find Rousong in Switzerland (dried Chinese pork floss)	lost_inbroad	Posts: 10,197	1,267	24	Food and drink
31	12.12.2016, 10:44	Forum Veteran	Thanked 720 Times in 376 Posts	Location: Mendrisio	"       
Tom
		"	a reputation beyond repute	Join Date: Feb 2008	Groaned at 7 Times in 5 Posts	Fresh whole coconuts - are they sold anywhere?	Uncle GroOve	Posts: 1,069	889	10	Food and drink
32	11.12.2016, 19:12	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Vaud	"    Bad idea.   
Tom
		"	no particular reputation at present	Join Date: Oct 2015	Groaned at 0 Times in 0 Posts	Turkeys for sale near Nyon	English Bloke	Posts: 21	820	5	Food and drink
33	19.11.2016, 22:23	Forum Veteran	Thanked 2,166 Times in 845 Posts	Location: Nyon	"    Without going into the whole Zen of the perfect coffee thing, the two  factors in the taste of a coffee are: 
1) What beans you use. 
2) How recently those beans were ground.   
As to the machines, I've got through two myself in about 21 years, but I also happen to be the kind of guy who people say ""You're a handy type of guy, would you have a look at our coffee maker, the shop says it can't be repaired?"", so I've probably had about 25 of them apart over the years.   
Even amongst the top brands, some are just not very well designed, but some are real workhorses which are relatively easy to put back into service.   
Of the ones that I could return to service the three most common faults are 
1) Lack of cleaning of the machine. 
2) Damage to the control system or sensors. 
3) Grinder becoming caked up with bean powder.   
If you buy a machine with a weak mechanism and never brush the coffee powder off the mechanism, and vacuum out all the grounds, then the mechanism will eventually give in.   
If you aren't careful with filling the water reservoir then the moisture which ends up inside the machine will eventually do do the hoo hooey on you.   
To clean the caked powder out of the grinder you usually need to completely disassemble the machine. The cleaning is pretty straightforward, but getting to the bits which need cleaning takes a bit of time and a fair portion of jiggery pokery.   
When you are looking at the bottom of the market, go to a shop which has the top of the line ones as well and compare the mechanism. Some of the bottom of the line models are pretty straight clones of the more expensive ones, the easy way to spot this is to put the mechanisms side by side.
		"	a reputation beyond repute	Join Date: May 2013	Groaned at 61 Times in 33 Posts	Coffee Machine recommendation ?	John_H	Posts: 1,849	2,386	36	Food and drink
34	11.12.2016, 19:14	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Vaud	" 
			
			Hi all. 
There was a man in a van selling the most amazing grilled chickens very Friday evening in Trelex but he has stopped for the winter months. Any ideas are welcomed as to a location- if any near Nyon, Gland, Rolle please ( without COOP, Migros etc)
		"	no particular reputation at present	Join Date: Oct 2015	Groaned at 0 Times in 0 Posts	Grill Poulet	English Bloke	Posts: 21	773	0	Food and drink
35	08.11.2016, 11:26	Forum Legend	Thanked 24,504 Times in 6,583 Posts	Location: Basel	" 
			
			It's a direct result of global warming. Erosion of the glaciers and ice fields exposes the rock to the elements thereby reducing the peaks.   
But if you insist on using your deodorants and running the AC in your vehicles this was bound to happen.   
Selber schuld.
		"	a reputation beyond repute	Join Date: Nov 2009	Groaned at 189 Times in 172 Posts	Toblerone removes mountains	adrianlondon	Posts: 8,866	2,577	47	Food and drink
36	05.12.2009, 16:32	Member	Thanked 30 Times in 18 Posts	Location: Zürich	    As Globus food hall are doing Brit Christmas they have quite a selection this year   	made some interesting contributions	Join Date: Nov 2009	Groaned at 7 Times in 2 Posts	Christmas cake in Zurich... where?	Xamarth	Posts: 122	2,164	14	Food and drink
37	13.08.2013, 15:11	Forum Legend	Thanked 3,227 Times in 1,474 Posts	Location: Zurich	    	a reputation beyond repute	Join Date: Mar 2006	Groaned at 10 Times in 10 Posts	Where to buy Shu & Sake?	Lou	Posts: 3,784	1,591	5	Food and drink
38	29.12.2006, 14:41	Forum Veteran	Thanked 901 Times in 444 Posts	Location: Perthia	"    Same here, I was living off Nespresso capsules at work for my first couple of weeks.  I have to admit it was more because they were free and convenient rather than for the taste.  It was a bit too strong for my liking, and by the end of the fortnight I was shaking  ... (nearly).   
Problem solved when the office bought me my very own kettle and a supply of Asda tea.     
Who needs nespresso when you can have Asda...?
		"	a reputation beyond repute	Join Date: Mar 2006	Groaned at 1 Time in 1 Post	Nespresso Capsules	Yokine	Posts: 1,233	33,886	83	Food and drink
39	19.11.2016, 14:25	Newbie 1st class	Thanked 1 Time in 1 Post	Location: ZH	" 
			
			Come over to UZH: CHF 1.50  
But really bad   "	no particular reputation at present	Join Date: Oct 2016	Groaned at 0 Times in 0 Posts	Cheapest coffee in Zurich	bankster	Posts: 10	1,772	20	Food and drink
40	30.11.2016, 00:57	Newbie	Thanked 0 Times in 0 Posts	Location: Männedorf	" 
			
			You could look in Aldi and Lidl too.  I saw some Fruitti de Mer in one of them on Friday.
		"	no particular reputation at present	Join Date: Nov 2014	Groaned at 0 Times in 0 Posts	Where to find quality frozen fish mix	thewiz	Posts: 3	848	14	Food and drink
41	10.05.2011, 18:51	Newbie	Thanked 0 Times in 0 Posts	Location: Zurich	" 
			
			perfectly safe to drink, some of the best on the planet.   
Now personally, spoiled brat that I am, I drink bottle because I like the bubble and the coldness of the fridge. I plan thought to switch to a brita filter and a bubble-maker soon.
		"	no particular reputation at present	Join Date: May 2011	Groaned at 0 Times in 0 Posts	Do you drink tap water?	Sarahzuri19	Posts: 2	41,617	448	Food and drink
42	03.12.2016, 11:58	Forum Veteran	Thanked 1,098 Times in 602 Posts	Location: Best City, Greatest Nation	" 
			
			This thread in a nutshell:        "	a reputation beyond repute	Join Date: Aug 2010	Groaned at 194 Times in 107 Posts	goddamit .. I only went in for some milk	CathHarmony	Posts: 1,318	3,340	75	Food and drink
43	06.11.2016, 17:06	Newbie 1st class	Thanked 5 Times in 3 Posts	Location: Zurich	    Sounds like a normal Swiss restaurant.   	no particular reputation at present	Join Date: May 2012	Groaned at 2 Times in 1 Post	Beware - Sahar Indian restaurant, Glatt, Zurich	Dark Knight	Posts: 17	2,434	27	Food and drink
44	17.01.2013, 15:24	Member	Thanked 28 Times in 26 Posts	Location: Zürich	" 
			
			vollreis is not the volkonreis? I am not sure this is the same as brown rice
		"	earned some respect	Join Date: Oct 2009	Groaned at 0 Times in 0 Posts	Where to buy brown rice (in Zürich)?	Trikk	Posts: 110	6,090	29	Food and drink
45	29.11.2016, 21:13	Forum Veteran	Thanked 901 Times in 322 Posts	Location: Bern	" 
			
			Ok just in case you feel you have missed the boat (don't have 12 months for your mince to mature) and are having visitors from the uk, you can ask them to bring some mince pies and christmas pud.    
I looked on line and Iceland! won the top prize for mince pies and christmas pud. So I went to Iceland (for the first time in my life) and bought some.   
they are both delicious!           
If you want the gluten free version both of these  (free from and Iceland gluten free) are also quite ok, quite above average but not as good as Iceland non gluten free. Free From also do a christmas pud that i have not tried yet but I think the free from range is sometimes better quality than non free from so it most likely is quite ok, probably even better if you tzjuj it up with some brandy.             
whatever you do do not get the Co-op luxury mince pies - just awful. I don't think  even drenching them in brandy would help.
		"	a reputation beyond repute	Join Date: Oct 2009	Groaned at 21 Times in 13 Posts	Mincemeat recipe	Pather	Posts: 780	568	12	Food and drink
46	29.11.2016, 23:01	Junior Member	Thanked 11 Times in 8 Posts	Location: Zurich	" 
			
			Hi Dore,   
Long story short, we landed at the Dolder last Christmas with a (then) six month old baby.  Unsurprisingly, it was not busy -- and the staff could not have been more helpful or accommodating with the little one.  It was lovely.   
Sorry that this isn't quite what you're looking for, but hope this helps.   
SN
		"	no particular reputation at present	Join Date: Jul 2010	Groaned at 0 Times in 0 Posts	Restaurant for Christmas dinner on 25th December	Dore_84	Posts: 70	655	3	Food and drink
47	30.11.2016, 15:38	Junior Member	Thanked 18 Times in 11 Posts	Location: Zug	" 
			
			This thread might help with the brunch search       "	considered knowledgeable	Join Date: Apr 2015	Groaned at 1 Time in 1 Post	Brunch/ Dinner Zurich	Pinkpanter	Posts: 52	340	4	Food and drink
48	30.08.2016, 07:27	Newbie	Thanked 35 Times in 5 Posts	Location: Zurich	" 
			
			OK, here is the scoop as I know it. ""Choosy mothers choose Jif"" vs. ""Mom loves Skippy, that's a hunch, cause she always puts Skippy in my lunch."" Now, based only on jingle power, which would you choose??   
Actually, Simply Jif is the only Jif for me. No added palm oil (ok, 2% or less rapeseed or soy is the claim on the label). I can tell because I am reading this off the almost-empty jar that sits in my pantry, the one that I just can't bring myself to finish off because then IT WILL ALL BE GONE. Horrors. Basically 98% peanuts. And just enough of the junky stuff to keep it from freezing your jaw shut or sticking your tongue to the roof of your mouth for a week, like the all naturals. Just by way of explanation, i.e., not all Jifs are equal.   
Cheetos, however, can't go wrong with any of them. Let me at 'em! 
Upa.
		"	no particular reputation at present	Join Date: Jul 2016	Groaned at 0 Times in 0 Posts	American Food Store now in Zurich	Upa	Posts: 7	2,389	29	Food and drink
49	08.07.2016, 10:24	Newbie	Thanked 0 Times in 0 Posts	Location: Basel	"    There are several Indian and Asian stores in Zürich that always have fresh curry leaves in stock. You can also dry them out or freeze them if you don't use the whole bag. Actually you can get most items in Zürich with a bit of searching, unless its a really unusual ingredient or a special brand.
		"	no particular reputation at present	Join Date: May 2016	Groaned at 0 Times in 0 Posts	South Indian foods allowed to carry to Switzerland	Kanz	Posts: 7	1,401	14	Food and drink
50	28.11.2016, 22:57	Newbie	Thanked 0 Times in 0 Posts	Location: Colorado	"    Could he have meant Bündner Pfirsichsteine? (They aren't a torte)   
Marzipan is fairly common on Torten.
		"	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	Engadiner Nusstorte recipe	CBTurallo	Posts: 2	466	4	Food and drink
51	null	null	null	null	"     
No problem at all.  When you add the hot water to the malt extract it does pong a bit but it's a lovely, mouth watering, yummy pong  .  If you like Marmite that is.   
Go for it  .
		"	null	null	null	Homebrew Success In Switzerland	guest	null	24,715	168	Food and drink
52	28.11.2016, 00:08	Newbie	Thanked 0 Times in 0 Posts	Location: Lausanne	" 
			
			I don't have friends, thus I wouldn't have anybody to send such wonderful cake with a picture of myself to....but Google reassured me, that they're always going to be my friends forever-ever. They also told me to check out the following links, should I out of the blue manage to obtain a friend whom I would like to send a wonderful cake with a picture of myself to.                   "	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	Edible prints for cakes Lausanne - or close by- URGENT	blackpietka	Posts: 1	526	1	Food and drink
53	19.11.2016, 21:45	Newbie 1st class	Thanked 5 Times in 4 Posts	Location: Zurich	"    There is another branch of the same restaurant in Uster. You may want to check that out too.
		"	considered knowledgeable	Join Date: Dec 2014	Groaned at 0 Times in 0 Posts	Good argentinean restaurants?	ldibiase	Posts: 12	1,464	10	Food and drink
54	null	null	null	null	"    Biggest cause of Thanksgiving house fires in the US.  Lets see how many house will burn down this year from attempting this.
		"	null	null	null	Turkey fryer	guest	null	2,171	67	Food and drink
55	23.11.2016, 13:25	Forum Legend	Thanked 1,178 Times in 756 Posts	Location: Zürich	" 
			
			Just got a letter from Migros saying that slivers of glass were found in this produkt and that we should send it back if not already eaten. I was wondering why I started bleeding when I took that crap a few days ago after eating it.      "	m	Join Date: Oct 2007	Groaned at 385 Times in 202 Posts	Migros Cornatur with mozarella and slivers of glass		Posts: 3,744	828	0	Food and drink
56	25.04.2011, 17:08	Junior Member	Thanked 7 Times in 5 Posts	Location: Boston	" 
			
			We're in a similar situation.  Want to bring my Vitamix 5000 but can't due to  
the voltage difference.   
I called Vitamix earlier today.  I asked about purchasing the european 
version of the machine in the US.  They told me that it can be purchased 
directly through them.  Cost is $699 + tax + $25 shipping/handling.  That 
is a lot more than the regular US version of the vitamix.   
Just for comparison, the regular 110V US version of the Vitamix for 
sale at Costco stores here is about $400 + tax.  They gave me some BS 
reason for it being more expensive.  Bah.  It's the same machine they 
ship to Europe, they just want to charge more for selling it here in the 
States.   
But $700 is still cheaper than the CHF900 prices I have seen.  Or even in 
Germany where I have seen prices of around 650 Euros.   
I'm trying to find a cheaper one on the internet.  I will definitely bring 
one when we ship our things over.   
DavidSJC
		"	no particular reputation at present	Join Date: Nov 2010	Groaned at 0 Times in 0 Posts	Vitamix Blender	Martin.S	Posts: 33	15,312	29	Food and drink
57	12.09.2013, 19:31	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Pfäffikon SZ	" 
			
			I don't normally drink cocktails but I will shortly be going to Widder Bar in Zürich and I see they have a big cocktail list, so I was going to try that instead of the same old beer/wine. Does anyone have recommendation for bitter cocktails that they like? I don't like sweet drinks, so the bitterer the better... Yes I will probably ask the bar staff too, but just doing some advance research to know a bit less than zero when I am there. Thx!
		"	become a little unpopular	Join Date: Jun 2013	Groaned at 0 Times in 0 Posts	Cocktail or mixology bars in Zurich	maloriediana	Posts: 11	3,648	7	Food and drink
58	20.11.2016, 19:24	Junior Member	Thanked 4 Times in 2 Posts	Location: Thalwil	"    I'm not sure why you would think that.
		"	no particular reputation at present	Join Date: Oct 2007	Groaned at 1 Time in 1 Post	Pumpkin pie ingredients in Zurich?	jwol	Posts: 55	1,366	20	Food and drink
59	20.11.2016, 16:19	Member	Thanked 76 Times in 52 Posts	Location: Nyon	" 
			
			If you like Auberge de Bossy, you must certainly try this one out in Céligny         
Not sure if they are open on NY Eve.
		"	earned some respect	Join Date: Oct 2014	Groaned at 4 Times in 3 Posts	La Cote / Nyon eateries Christmas - New Years	bowlie	Posts: 165	952	1	Food and drink
60	21.11.2016, 12:06	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Zug	"    That is the killer for any glass/porcelain enamelled metal surface. Putting a cold enamelled pot onto a hot element, filling a hot pot with something cold, quenching the pot while hot will eventually cause the glaze to separate from the metal. The problem is that the glaze and the metal contract at two different rates, heating or cooling the item rapidly sets up a tension in the boundary layer between the two materials.   
Not to divert every single thread into one about cars, but the exhaust manifolds on Jaguar and quite a few other classic cars are covered with porcelain enamel. They used to last a lot longer, but some of the materials used in the glaze are highly toxic and no longer used by the companies which use them, so although you can have them reglazed, they don't last much longer than about 3 years regardless of how carefully one treats them.
		"	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	Le Creuset chipped	Catherine W	Posts: 20	976	4	Food and drink
61	19.11.2016, 12:38	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Zug	" 
			
			Great, thank you!  "	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	good fishmonger Zug	Catherine W	Posts: 20	1,106	9	Food and drink
62	19.06.2013, 19:20	Junior Member	Thanked 4 Times in 3 Posts	Location: Brüttisellen	"    I bought one from a local farmer a few years ago, I don't recall how many kg's it was, but it was around 150 CHF and it fed 6 people. So I would say for 10 people expect to pay at least probably around 250 CHF. Definitely wasn't cheap, but it was so delicious I would really like to do it again.
		"	no particular reputation at present	Join Date: Mar 2008	Groaned at 0 Times in 0 Posts	Goose for Christmas	krolley	Posts: 35	1,459	17	Food and drink
63	08.11.2016, 09:26	Newbie	Thanked 4 Times in 1 Post	Location: Zurich	"    Depending on the source you may be drinking Hitlers pee.  
Just to fulfill Godwin.   
O.k. even Valsers St. Peter source which is 1000 meters deep only takes 25 years from the top.   
A special case is the Romina Mineralbrunnen which due to geological conditions sources water which has seen the last daylight more than 10000 years ago. Here is your mammoth piss.
		"	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	Looking for highly specific mineral water	TraditionalX	Posts: 2	953	19	Food and drink
64	09.11.2016, 20:57	Newbie	Thanked 2 Times in 2 Posts	Location: Zurich	" 
			
			When I visited Zurich I also liked the International Beer Bar. 
They have a good selection of specialty beers from all around the world. Personally, I liked it a lot.
		"	no particular reputation at present	Join Date: May 2015	Groaned at 0 Times in 0 Posts	Craft Beer in Zurich?	Smatter	Posts: 8	723	13	Food and drink
65	14.11.2016, 16:49	Newbie	Thanked 2 Times in 1 Post	Location: USA	    Baker's dozen?    	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	cake in Zurich	Hansenaz	Posts: 3	646	10	Food and drink
