	date	exp	groaned	location	post	reputation	since	thanked	thread	user	user_posts
10	29.03.2012, 12:51	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	"     
--  Annecy is NOT (yet) in Switzerland 
--  you can accuse big corporations of mafia-like methods, but this is not the topic here 
--  the organisations mentioned  are NOT harmless at all
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Mafia members moving to Switzerland		Posts: 1,154
11	18.06.2012, 12:30	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Oh.   Sorry.
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Thousands march at Zurich gay pride festival		Posts: 1,154
12	31.10.2011, 10:20	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	"     
I would say the risk of the Euro not even surviving ten more years or the US defaulting on it's debt/losing it's petrodollar reserve status between now and ten years is substantially higher than the risk of gold losing 2/3rds of it's value between now and 10 years...   
And even if you would still have a third of the value left... fiat currencies drop to absolute zero value after a while with a 100% 'succes' rate of this happening so far.
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Central bank posts gains on high gold prices		Posts: 1,154
13	17.07.2012, 12:31	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Cant imagine what could happend to the poor fireman if this happens in Switzerland...       "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Swiss cops face charges over injured cat		Posts: 1,154
14	07.03.2012, 12:09	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	"    They are asylum seekers, aren't they? This means their request can be rejected. According to you it would be christian to integrate people into a society just to chuck them out after months or years? Interesting definition you got there.
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Christian Democrats want asylum seeker 'villages'		Posts: 1,154
15	09.07.2012, 10:29	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	"    Why would the Israelis want to off him anyway? 
He had been relatively quiet for a long time plus after he was offed they would simply just bring another ""leader"" with similar ideas out of storage.     
It is not like there was some great peacemaker or a friend of the Israelis waiting in the wings to take over. Mahmoud Abbas is/was just another out of the same mould as Arafat - both rumoured to have embezzled billions.
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Test Arafat for poisoning: Abbas to Swiss experts		Posts: 1,154
16	14.06.2012, 11:57	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	"    The Ticino is by average fairly sunny, even if the area between Chur and Bodensee claims to have more sun hours and higher average temperatures during the year. The Ticino is clearly more beautiful nevertheless. BUT once rain starts in Ticino it become as rainy as rainy can be
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Tough asylum laws 'contrary to tradition'		Posts: 1,154
17	24.10.2011, 17:04	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			guilty    "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Swiss seize millions in Czech energy case		Posts: 1,154
18	14.10.2011, 10:57	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	     Native speakers are in a distinct class called language A. The fact that it is the only class taught as mother tongue does make a difference, though. There is nevertheless nothing in the way for succeeding well a bilingual diploma with two literature courses. Or students crash, that's also possible.   	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Canton Zurich cuts access to international schools		Posts: 1,154
19	17.07.2012, 13:22	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	"     
Same in Shenzhen ,most people prefer sleep or laying in bed watching TV ,dont want to go out for the holiday ,but spanish people always have parties ,they dont feel tired.
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Sleepy Zurich, boozy Valais: Swiss holiday habits revealed		Posts: 1,154
20	23.09.2011, 11:32	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Of course they won't, sanctions hardly ever work, the thing with sanctions is that they usually affect those people that have nothing or little to do with the reasons that the sanctions were enacted in the first place.
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Swiss slap fresh sanctions on Syria		Posts: 1,154
21	16.11.2011, 12:29	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	    I agree very gross   	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Zurich residents to vote on drive-in sex stalls		Posts: 1,154
22	13.06.2012, 11:32	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			We are (almost all I believe) foreigners. We (almost all) contribute to this country, usually more than we get back. I don't mind that, piece left for me is still generous enough for me to stay and having time of my life.  
These asylum seekers, it's not an easy topic. Many sad stories. Problem is, not many actually need protection. As said, amounts to get here from Africa, Asia are usually 5-digit USD equivalents, and you need to be really rich there (or be utterly stupid and get to huge debt) to go for this ride. 
And Switzerland is tiny spec of dust. It cannot embrace all people from whole world (and Switzerland has quite a special status, many people want to get exactly here, not just generally Europe). So with current global economic conditions, either flow is throttled quite intensively, or problem gets worse.  
Mentioned Mongolians - I seriously doubt they are here for anything else than money. There are no persecutions of minorities there, and the state is more or less democracy. So unless they are criminals back home, this is economic migration. And same applies for many, many others.  
If this would be up to me (and it is not, correctly), I would accept only truly endangered people, that can prove they would face execution or torture based on political/racial/ethnic membership. You know, north korea, few african states (really just few), and that's probably it. Rest of them, they could live back home, in worse condition than here, but perfectly manageable (as they did before coming here).
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Swiss mull tough benefit cuts for asylum seekers		Posts: 1,154
23	16.05.2012, 15:30	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	"    The Swiss constitution is definitely not the same as the American one.
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Swiss bank Wegelin fights US summons		Posts: 1,154
24	26.01.2012, 12:30	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Because at 18 you are an adult   it does not make it 'good' but at least it is better than 16!
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Zurich bans minors from the sex trade		Posts: 1,154
25	02.07.2012, 11:33	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	"    Here in Zürich we left the door open from the morning into late evening into the late 1960ies and the change was very much CH-internal. When I went to military service in 72 it was normal for all of us on Sunday evening to deposit our rifle at the start-point of the relevant ""Perron"". We knew the number and so what. Really bad was the time when terrorism became a real problem in WestGermany
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Asylum seekers should be shot: SVP politician		Posts: 1,154
26	15.03.2012, 13:05	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			I've got a problem with all this stuff.   
I don't necessarily want to adopt a gay. I don't have any space for pets either.
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Swiss edge closer to gay adoption		Posts: 1,154
27	13.12.2011, 16:16	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Its not just a few posters for the handrail. I was visiting Nestlé recently and told in no uncertain terms to hold on to the handrail whilst going down the stairs.
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Nestlé best employer in Switzerland: survey		Posts: 1,154
28	19.08.2011, 15:59	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	"     
99.9% of the choir here cant sing....    "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Swiss train police to carry guns		Posts: 1,154
29	07.11.2011, 10:56	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			I think this idea is great. Controversial  but great... and I think Michelle can be found here:   "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Sexual assistants - the stigma of helping disabled Swiss		Posts: 1,154
30	29.05.2012, 13:00	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			And this news just in, Israel mistakenly drops a thousand white roses into Gaza instead of Mk.84 bombs.
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Muslim women can be religious leaders: study		Posts: 1,154
31	20.02.2012, 12:45	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Following his reasoning, he might ""want to go back to prison"" after 20 years in jail by killing again another innocent person?    
The Swiss Criminal justice system is a fail, they are sooo strict on people regarding really stupid things like parking but to properly judge a murderer is a total fail.
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Murder of Lucie Trezzini: trial next week		Posts: 1,154
32	18.11.2011, 12:38	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Spoke to a Swiss lawyer last week and she said this won't go into effect until *maybe* 2013 or even 2014 or...who knows when. I HOPE she was wrong!
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Parents to share child custody in Switzerland		Posts: 1,154
33	30.01.2012, 13:00	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	"       
Kweku Adoboli, 32, of Whitechapel, east London, exceeded his trading  limits at UBS in a bid to get a bigger bonus and boost his ego, the  court was told. 
         He denies two charges each of false accounting and fraud between October 2008 and last September. 
         His actions saw the Swiss bank's share price fall 10%, around £2.8bn ($4.5bn), and also threatened their existence. 
         Opening its case, the prosecution said Kweku Adoboli exceeded  his trading limits and invented fictitious deals to cover his tracks.        "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	UBS trader pleads not guilty to 'rogue trading'		Posts: 1,154
34	29.06.2012, 12:32	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	    Haha, well he was hosting events for Obama in '08 too, so it didn't JUST happen...   	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Clooney to visit Geneva for Obama fundraiser		Posts: 1,154
35	17.07.2012, 10:52	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	"    I was shocked by this crime and didn't understand the dynamics of the situation ... my German is not good enough to follow all the details in the news.   
Did they pick up a fight at the disco or was it something more premeditated coming from a past quarrel? In any case I would be very interested to see how they prevent better this kind of situations. It is a clear security flaw that a guy enters to a disco hiding a knife. Making the security staff liable for such crimes might improve the situation as they will care more to prevent this.   
I feel extremely sorry for the two families too.
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Police put out warrant for Zurich stabbing suspect		Posts: 1,154
36	16.07.2012, 17:58	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			A spokesman for Germany's finance minister on Monday criticized the reported purchase of a disc by a German region containing the names of supposed tax evaders with Swiss bank accounts.        "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Berlin criticizes reported Swiss tax CD purchase		Posts: 1,154
37	16.07.2012, 17:51	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Tunisia's former president Zine el-Abidine Ben Ali, toppled by a popular revolt in 2011, is ready to hand over his Swiss-held financial ""assets"" to the Tunisian state, his Lebanese lawyer said on Monday.            "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Ben Ali ready to hand Swiss-held 'assets' to Tunisia: lawyer		Posts: 1,154
38	16.07.2012, 15:28	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			A young man celebrating his birthday was fatally stabbed while his brother was seriously injured after the pair were attacked outside a nightclub in Zurich on Saturday night.        "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Brothers stabbed outside Zurich club		Posts: 1,154
39	16.07.2012, 13:12	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Swiss universities are receiving significantly fewer applications from abroad due to the strength of the franc, according to reports.        "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Strong Swiss franc deters foreign students		Posts: 1,154
40	13.07.2012, 12:37	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	"    Not even on the EF apparently. Or otherwise he/she is ignoring our criticism and advice.
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Woman told to accept abuse or leave country		Posts: 1,154
41	16.07.2012, 10:36	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Roger Federer, already the holder of a record 17 Grand Slam titles, reached another landmark on Monday when he celebrated an unprecedented 287th week as world number one.            "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Peerless Federer back on top of the world		Posts: 1,154
42	16.07.2012, 10:26	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			FIFA president Sepp Blatter has defended his stance on bribery after  Swiss court documents accused his predecessor Joao Havelange of taking  bribes.            "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Blatter defends stance on bribes case		Posts: 1,154
43	16.07.2012, 10:09	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Authorities in the west German region of North Rhine-Westphalia have bought data on German clients of a Swiss bank suspected of tax evasion, a report said on Saturday.        "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	German region buys data on tax dodgers: report		Posts: 1,154
44	13.07.2012, 15:09	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	"    I agree....
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Police baffled by Swiss crop circles		Posts: 1,154
45	13.07.2012, 18:09	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			""... and ""geniocracy"", a system where leaders are picked according to their intelligence.""  Well, that would make a nice change.      
""Underneath was the Raelians' web address, a French phone number and the phrase: ""Science at last replaces religion.""""  Yet the article calls them a religious group.   "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Swiss ban on UFO posters was legal: court		Posts: 1,154
46	13.07.2012, 15:57	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			An escaped snake has finally been caught after striking fear into tenants in a Basel apartment this summer.            "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Escaped snake terrifies tenants		Posts: 1,154
47	13.07.2012, 12:12	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Relatives of the nine climbers killed by an avalanche in the French Alps  gathered at the nearby resort of Chamonix on Friday to pay their  respects the day after the tragedy.        "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Loved ones mourn at French avalanche site		Posts: 1,154
48	13.07.2012, 10:43	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			FIFA president Sepp Blatter of Switzerland insisted on Thursday that he did not have  the power to punish former supremo Joao Havelange after the 96-year-old  Brazilian was accused of taking bribes.        "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	I can't punish Havelange over bribes, says Blatter		Posts: 1,154
49	06.07.2012, 11:43	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	    	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Foreigner death toll mounts in Swiss Alps		Posts: 1,154
50	12.07.2012, 12:54	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			So cute! 
We will be visiting the zoo with my husband's daughter and her four year old daughter, so hopefully will see these babies. 
For a birthday treat a few years ago, I got up close with a tiger (fed it with pieces of meat on a stick and actually touched his paw!) and got a private viewing of the snow leopards, such beautiful and magnificent creatures.
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Zurich Zoo celebrates new births		Posts: 1,154
51	12.07.2012, 13:18	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Two Swiss climbers were killed in an avalanche in the French Alps that claimed at least nine lives on Thursday morning.        "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Two Swiss dead in French avalanche		Posts: 1,154
52	12.07.2012, 10:17	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			No sh!t !!!!!!!!!!!!!!!!!!!!!!! (I had to add the exclamation marks to post this short message).
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Ex-FIFA chief Havelange took bribes: Swiss court		Posts: 1,154
53	12.07.2012, 12:07	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			A 24-year-old woman has died after sustaining injuries when a powerful storm hit the post-party clean up operation at the Frauenfeld Festival site on Tuesday afternoon.        "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Frauenfeld festival worker killed in storm		Posts: 1,154
54	12.07.2012, 11:58	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			A farmer in western Switzerland was left counting his losses last week after a single electric storm left 15 of his cows dead.            "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Lightning strike kills 15 cows		Posts: 1,154
55	11.07.2012, 15:40	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			The Swiss federal administration awarded 361 contracts last year without first putting the requests out to tender, a newspaper report says.        "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Swiss officials sidestep procurement rules: report		Posts: 1,154
56	11.07.2012, 11:48	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Humans make king penguins stressed, but the regal birds chill out over time as they get more used to people's presence, a Swiss study shows.            "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Penguins get stressed by humans: Swiss study		Posts: 1,154
57	11.07.2012, 09:39	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			German authorities investigating suspected tax fraud have started nationwide raids of many Credit Suisse bank clients, the Handelsblatt financial daily reported Wednesday.        "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	German raids on homes of Credit Suisse clients		Posts: 1,154
58	10.07.2012, 13:02	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			The scary part is that I've actually started to see The Local Crapper articles appearing on other websites I read (such as Slashdot), so its purpose (driving up page hits and thus revenues) is working.   
Naturally, I've taken the time to explain to other readers that the local is not news, that they simply plagiarize and translate content from other unattributed sites. I don't expect to significantly slow their page hit growth, though.
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Health insurance costs to rise next year		Posts: 1,154
59	10.07.2012, 18:49	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			The body has been found of missing Costa Rican snowboarder Jorge Mario Brenes Jaikel, who disappeared near the Matterhorn on July 4th.            "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Missing Costa Rican snowboarder found dead		Posts: 1,154
60	05.07.2012, 13:53	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Maybe she was but was to embarrassed to admit it so she lied and pretend she had an honest job?
		"	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Swiss outlaw underage prostitution		Posts: 1,154
61	10.07.2012, 12:03	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			A 34-year-old man suspected of shooting his wife at a train station last week after she had left him, had previously sent Facebook and text messages promising to 'finish her off'.        "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Murder suspect's plans made clear on Facebook		Posts: 1,154
62	10.07.2012, 11:32	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Police are investigating if a body found in Tuggen in canton Schwyz at the weekend could be that of a boat captain who went missing at the end of June.            "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Body could be missing boater		Posts: 1,154
63	09.07.2012, 18:21	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			The family of a 30-year-old Costa Rican man who disappeared on July 4th has appealed to anyone who may have seen the missing tourist to contact the police.            "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Jorge, 30, missing near Matterhorn		Posts: 1,154
64	09.07.2012, 17:00	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Switzerland's four nuclear power stations are fit to withstand a major earthquake and pose no threat to the population and the environment, inspectors said on Monday.            "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Swiss nuke watchdog gives plants the all-clear		Posts: 1,154
65	09.07.2012, 12:55	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			A 19-year-old army recruit suffered cardiac arrest after completing an eight-kilometre walk.        "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Recruit collapses after military training		Posts: 1,154
66	09.07.2012, 12:26	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			A 29-year-old heating engineer is set to spend 18 months in prison after stealing ten original Andy Warhol paintings from a residence in Thalwil, canton Zurich.        "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Warhol thief gets 18 months		Posts: 1,154
67	09.07.2012, 11:27	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			The far-right Swiss People's Party wants to launch an initiative to limit the amount of development aid paid out to poorer countries.            "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Far-right party seeks to limit development aid		Posts: 1,154
68	08.07.2012, 23:59	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			Roger Federer hailed his record-equalling seventh Wimbledon title as one of the greatest moments of his life after the Swiss star defeated Andy Murray 4-6, 7-5, 6-3, 6-4 to end his Grand Slam drought.        "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Roger Federer: 'I never stopped believing'		Posts: 1,154
69	06.07.2012, 13:23	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	    Note to self: resist the temptation and stop using German phrases even if you think they're a perfect fit.   	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Swiss mansion of Phil Collins ex-wife for sale		Posts: 1,154
70	06.07.2012, 13:46	Forum Veteran	Thanked 77 Times in 52 Posts	Location: Zurich	" 
			
			A reptile specialist in Fribourg was rushed to hospital after being  bitten by a snake he was displaying for a team of journalists in the  Neirivue region.            "	h	Join Date: Mar 2011	Groaned at 107 Times in 52 Posts	Snake expert in agony after Swiss viper bite		Posts: 1,154
