	date	exp	groaned	location	post	reputation	since	thanked	thread	user	user_posts	views	replies	topic
13	19.12.2016, 20:53	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Saudi	"    You will have to look at your school curriculum for that.   
At least the first two years are all in local language anywhere in Switzerland, if you open the UNIL website you can see by yourself. I really suggest thorough research. 
You can always do intensive french courses all summer and start with normal courses now. As you probably know Switzerland is a multi-lingual country and a lot of people do this and succeed even if they didn't study the language very well in high school. 
Money-wise you can live with 2000 per month, survive with 1500 if you're lucky but lausanne is expensive. Also I guess you will need funds upfront to get a permit and for rent deposit. This is excluding airplane tickets. 
You don't buy books at university if you cannot afford them, you don't really need them for biology and students share the PDF versions if you really want them (or you can find them yourself). 
Work is very difficult to find, some work but without the local language it's impossible imho (considering you can only have evening and weekend jobs). 
Try getting a scholarship or a zero-interest loan from your country.
		"	no particular reputation at present	Join Date: Dec 2016	Groaned at 4 Times in 2 Posts	Planning to study at the university of lausanne	"""rickroll"	Posts: 14	679	28	Education
14	18.12.2016, 14:03	Banned	Thanked 1 Time in 1 Post	Location: Egypt	"    I see. The ""English"" in English forum is little to do with the English language. It is mainly for foreigners in Switzerland who wish to discuss topics in a language recognisable as English.   
Incidentally, the topic sounds fascinating. I'd start with the higher primates, designing experiments like putting a banana high up on a book shelf with a chair nearby to see how they solve that. You require 2 groups an one control group. One group is informed that bananas are nice to eat, the other that bananas are not nice to eat, and the control group is given no guidance. 
After that, progress onto humans.
		"	considered unworthy	Join Date: Dec 2016	Groaned at 13 Times in 5 Posts	İ need your help	"""Nahla m"	Posts: 9	1,613	48	Education
15	13.12.2016, 20:21	Newbie	Thanked 0 Times in 0 Posts	Location: New Malden	    Home from Home around the corner from Voltaplatz is great. Mona and her staff are super nice and they don't mind if it's not a regular schedule.      	no particular reputation at present	Join Date: Dec 2016	Groaned at 0 Times in 0 Posts	Occasional childcare in Basel	"""SBromilow"	Posts: 1	464	2	Education
16	18.12.2016, 14:00	Newbie 1st class	Thanked 8 Times in 5 Posts	Location: Basel	" 
			
			The language of teaching is supposed to be German, but often it is Swiss German (my 3 kids were educated in Baselland). German lessons teach (Swiss) High German.
		"	no particular reputation at present	Join Date: Nov 2010	Groaned at 0 Times in 0 Posts	German or Swiss German in public school?	"""celine79"	Posts: 11	359	3	Education
17	15.12.2016, 23:01	Newbie	Thanked 0 Times in 0 Posts	Location: israel	" 
			
			If you have no citizenship at all then I doubt you'd be able to travel anywhere.   
Unfortunately most Bachelors are taught in the local Swiss language according to which part of Switzerland you're in.  So could be German, French or Italian.
		"	no particular reputation at present	Join Date: Dec 2016	Groaned at 0 Times in 0 Posts	Learning civil engineering in Switzerland as foreign in English.	"""Quntix"	Posts: 1	461	4	Education
18	30.11.2015, 11:21	Forum Veteran	Thanked 748 Times in 341 Posts	Location: Earth	" 
			
			Hello guys!   
I am looking to purchase Used Bio-Rad CFX96 Touch Real-Time system in perfect working condition.   
Does anybody have such machine for sale? Or do you happen to know where I can find it?   
The matter is quite urgent.   
Any info and assitance will be greatly appreciated!   
Thank you in advance!   
Elena
		"	a reputation beyond repute	Join Date: Jan 2015	Groaned at 27 Times in 19 Posts	Looking for a lab supplies store and microscope	"""FunnyBone"	Posts: 514	1,357	5	Education
19	13.12.2016, 17:06	Newbie 1st class	Thanked 7 Times in 5 Posts	Location: Zurich	" 
			
			Morning : Shit, shave & shampoo   
Evening : Gin, wine, sleep on sofa
		"	annoyed a few people around here	Join Date: Mar 2011	Groaned at 3 Times in 1 Post	Morning and evening routines	"""zooei"	Posts: 26	1,081	20	Education
20	04.12.2014, 13:22	Newbie	Thanked 0 Times in 0 Posts	Location: Ticino	" 
			
			Hi there, 
I know it has been a while since the post was lastly active, but it worth sharing the info for others as well. 
I would share with Alessandra her opinion about   in Lugano, my son went there four years ago, they actually opened our eyes that he has an autistic symptoms, and after him diagnosed as Autistic spectrum they were very helpful providing him a special teacher (for a bit more additional cost) that took care of him and was sooo helpful. 
Since the last year, they opened an elementary-level branch (for children from 3 till 6-7 I think). I know they run montessori pedagogy, and from my experience, they are open to special cases if you explain your child's situation to them.
		"	no particular reputation at present	Join Date: Dec 2014	Groaned at 0 Times in 0 Posts	Ticino pre-school that accepts special needs	"""Seymour"	Posts: 3	1,903	7	Education
21	13.12.2016, 04:21	Newbie	Thanked 0 Times in 0 Posts	Location: Vaud	" 
			
			As a non-EU student she can't work for the first 6 months though so that would also need to be taken into consideration.
		"	no particular reputation at present	Join Date: Jun 2016	Groaned at 0 Times in 0 Posts	Need opinions about studying in Switzerland for a foreigner	"""Jonari"	Posts: 2	611	7	Education
22	24.11.2016, 16:38	Forum Veteran	Thanked 783 Times in 310 Posts	Location: Nyon	"     My son was one of the participants in the Pisa maths test. I hope he was at least partly responsible for maintaining the high level in maths.   
I think Switzerland came out strong in maths and science and weaker in the other two subjects.
		"	earned the respect of many	Join Date: Sep 2014	Groaned at 28 Times in 22 Posts	The 11 best school systems in the world	"""donpiedro"	Posts: 574	2,124	24	Education
23	05.12.2016, 21:54	Newbie	Thanked 0 Times in 0 Posts	Location: Lausanne	"    You go to the public school in the catchment area you live in.    
The child is 3/4 years old, at this age convenience is probably more important than academic achievements, get her in school and settled down, see how things work our for couple of years then fine tune it a bit if necessary.
		"	no particular reputation at present	Join Date: Dec 2016	Groaned at 0 Times in 0 Posts	English speaking school in Lausanne (ENSR vs. Mickey Montessori)	"""Runa"	Posts: 3	616	7	Education
24	11.09.2014, 20:55	Forum Legend	Thanked 16,015 Times in 6,314 Posts	Location: Basel	"    I appreciate this point of view. We did considered it but I feel it is totally different than learning something that we have proof of existence. Maths, science, history, etc. religion, for me, as nothing to do in schools and I don't want my kids to be expose to it.    
If they are teaching it, they should teach the princess and the frog, the beauty and the beast, etc. my kids know these are fairy tales. How should I explain to my kids that I believe religions are in the same category if they teach this  "	a reputation beyond repute	Join Date: Sep 2007	Groaned at 442 Times in 346 Posts	Religion classes at school.	"""Nil"	Posts: 10,408	14,013	280	Education
25	23.01.2010, 11:47	Member	Thanked 72 Times in 44 Posts	Location: Uerikon	"    Lovely and very aptly put!
		"	made some interesting contributions	Join Date: May 2009	Groaned at 1 Time in 1 Post	Gymnasium questions	"""lesCA"	Posts: 137	9,730	46	Education
26	10.12.2016, 01:27	Senior Member	Thanked 76 Times in 59 Posts	Location: Suisse Romande	" 
			
			The commune is a very good place to ask. Ours provides a booklet with all the activities listed and details of clubs, music lessons etc. both commune/canton supported/subsidised and private. 
We received a copy when we moved here but I think they send them to all parents who have children of school age. We also received details of the holiday clubs and activities organised by the canton at least once a year.
		"	made some interesting contributions	Join Date: Feb 2007	Groaned at 2 Times in 2 Posts	Sport and music at school	"""eireann"	Posts: 396	499	5	Education
27	09.12.2016, 22:07	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: USA	"       
thanks, will check them out
		"	no particular reputation at present	Join Date: Dec 2016	Groaned at 0 Times in 0 Posts	Aviation related degree taught in english	"""crowthebird"	Posts: 10	442	6	Education
28	09.12.2016, 12:35	Newbie	Thanked 0 Times in 0 Posts	Location: St. Gallen	" 
			
			Hello everyone, I have been, for sometime now, looking into MBA programs via distance learning or at least flexible studies.   
I know pretty much about all available programs from UK universities and Swiss universities. I have looked at respectable rankings from Financial Time, the Economist, etc.    
However, I have found the Executive MBA a the University of Geneva ( ) which cost is very affordable.    
It looks like it is AMBA approved only and I could not find any ranking in the above mentioned publications.   
Have any of you had any experience or know anything about this MBA program?  Or at least have references about the University of Geneva and its school of Economics and Management?   
Any information would really be appreciated.   
Thanks a lot.
		"	no particular reputation at present	Join Date: Dec 2016	Groaned at 0 Times in 0 Posts	Executive MBA at University of Geneva	"""bizwoo"	Posts: 1	316	0	Education
29	22.10.2016, 02:04	Newbie	Thanked 1 Time in 1 Post	Location: Lausanne	" 
			
			I agree with Odile - the French school curriculum is much heavier on academics. The Swiss curriculum seems to allow for other types of education - sewing and ice skating for example.
		"	no particular reputation at present	Join Date: Oct 2016	Groaned at 0 Times in 0 Posts	How are the state schools around Lausanne ?	"""sunnylund"	Posts: 2	1,078	11	Education
30	06.12.2016, 22:05	Newbie	Thanked 0 Times in 0 Posts	Location: Bern	" 
			
			I have sent you a private response
		"	no particular reputation at present	Join Date: Dec 2016	Groaned at 0 Times in 0 Posts	Looking for an English Teacher	"""likewater"	Posts: 0	-	-	Education
31	01.03.2012, 23:08	Newbie 1st class	Thanked 2 Times in 2 Posts	Location: Zurich	"     
No changes since 4 years since all children moved from school and i guess this will be repeated soon.... I experienced it myself the principle showed his real face and threatened us as we asked too many questions about firing well experienced teachers and being replaced by cheaper personal with less skills. Parents still paying 25k CHF per Year for less academic skills of teachers, so parents involvement is huge for volunteering and homework and charities (which still do not pay out to charities... Teachers of ISZN send their children to ICS Zumikon although they would have 50% off at ISZN, i guess that says it all....
		"	no particular reputation at present	Join Date: Feb 2012	Groaned at 0 Times in 0 Posts	Swiss International School Zurich North (ISZN)	"""Stacey1979"	Posts: 21	9,373	29	Education
32	06.12.2016, 13:04	Forum Veteran	Thanked 930 Times in 482 Posts	Location: Geneva	" 
			
			Thanks BelgianMum. We went to a parents' evening for the 6-12 class and were quite impressed by how they plan for the reintegration at the end, but I'm still interested to hear any other stories of peoples' experiences, in particular if there are particular things to look out for or ways to make the process easier.   
Both of our kids seem bright and are doing well at the Montessori school, but for me it seems like a stretch to be able to look at the character of a 5 year old and say if they are likely to easily adapt at 12 to the public system.
		"	a reputation beyond repute	Join Date: May 2008	Groaned at 7 Times in 5 Posts	Montessori school and re-integration into public schools at 12	"""GenevaSculler"	Posts: 1,173	448	2	Education
33	03.10.2016, 15:08	Newbie	Thanked 0 Times in 0 Posts	Location: 8006	" 
			
			I moved back to Switzerland with my kids, then 11 and 12, and registered them immediately at the local Swiss school. They didn't speak or understood any German. Now they are bilingual in all three languages. But school wasn't a big help. Because I grow up in Switzerland and also teach German I was able to help my kids a lot but  it took a long time. There was no English at home anymore, no English TV, only German books, no mixing with English and of course a lot of tears. You don't have to be so hard with your kids of course, but a privat German teacher 2-3 times a week would help a lot. I hope that helps a little
		"	no particular reputation at present	Join Date: Oct 2016	Groaned at 0 Times in 0 Posts	German courses for teenagers	"""Nivejarama"	Posts: 1	862	4	Education
34	01.12.2016, 18:00	Newbie	Thanked 0 Times in 0 Posts	Location: india	    Or maybe just the SHIFT key on the keyboard.   	no particular reputation at present	Join Date: Dec 2016	Groaned at 0 Times in 0 Posts	masters in switzerland	"""akhil nani"	Posts: 1	719	5	Education
35	14.07.2016, 22:29	Member	Thanked 28 Times in 10 Posts	Location: Winterthur	" 
			
			I'm also interested in information about their middle school and high school. Thanks!
		"	no particular reputation at present	Join Date: Aug 2010	Groaned at 0 Times in 0 Posts	International School Zurich North for 2yo	"""ValeC"	Posts: 104	1,195	4	Education
36	30.11.2016, 10:42	Newbie	Thanked 0 Times in 0 Posts	Location: zurich	" 
			
			hi all, 
we are planning to move to niederwennigen, just wanted to know about the school, hospital and shopping facilities there. 
TIA, 
Kind regards, 
Ilakaya
		"	no particular reputation at present	Join Date: Mar 2008	Groaned at 0 Times in 0 Posts	niederwennigen-how is the area´?	"""ilakaya"	Posts: 2	357	0	Education
37	11.12.2015, 18:39	Newbie	Thanked 0 Times in 0 Posts	Location: regensdorf	" 
			
			Same question - different year:   
CAIA I Exam Feb/March 2017   
Happy to build a study group to meet occasionally helping each other.   
Feel free to reply or sending me a message.   
Cheers 
Simon
		"	no particular reputation at present	Join Date: Mar 2007	Groaned at 0 Times in 0 Posts	CAIA Level 1 Help	"""blackmoon41"	Posts: 3	930	2	Education
38	28.11.2016, 13:16	Junior Member	Thanked 8 Times in 8 Posts	Location: staffa switzerland	" 
			
			You will not be able to ""book appointments"".    
The teachers have no time to tend to you. State Kindergarten belongs to school - the teacher has to teach, she or he has also no possibility to take only those children they like. You have to take the brats, too. They have to take what children are assigned to their Kindergarten - as you have no chance to make your pick. Especially hard if you drop in during the ongoing school year.   
It is different with a private kindergarten but you will have to pay out of your pocket.
		"	no particular reputation at present	Join Date: Jan 2014	Groaned at 0 Times in 0 Posts	Kindergarten in Rapperwill	"""Marisa de Sousa"	Posts: 79	474	5	Education
39	27.11.2016, 19:22	Newbie	Thanked 3 Times in 1 Post	Location: Fribourg	"    Tons of reasons... almost as many reasons as homeschoolers in my experience.   
To give you an idea, the homeschoolers' group where I grew up (Midwestern US, rural shading toward suburban) was a pretty diverse mix of the following:    
- religious families with a range of more or less religious/cultural concerns, some curricular and some peer-pressure based; 
- hippy/creative families who worried that typical classroom settings would stifle individuality and prepare kids only for a life of conformity and meaningless wageservitude; 
- academically intense families who found the local public schools not challenging enough and the private schools too religious; 
- special-needs families who felt undersupported by the local system and believed they could do a better job themselves.
		"	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	Homeschooling in Switzerland	"""Stevensk"	Posts: 7	1,025	16	Education
40	16.03.2015, 00:50	Junior Member	Thanked 30 Times in 17 Posts	Location: Europe	" 
			
			How old are your kids? If they are young, I think any of the public shools in villages you mentioned are OK. But when they grow up and have to go to college, it is a different story. Some villages are small and don't have their own college (after 8p) and kids have to go to the neighboring commune school which might not be a good one.
		"	considered knowledgeable	Join Date: Mar 2015	Groaned at 5 Times in 2 Posts	Primary schools in Morges vs. St-Sulpice or Préverenges	"""Apsrsj"	Posts: 66	4,267	23	Education
41	23.11.2016, 11:59	Member	Thanked 122 Times in 46 Posts	Location: zurich	" 
			
			Thanks! 
I did some research and found that IB is available only in RG Gymnasium school. So basically, only for the LangGymi students and not for the KurzGymi students   "	considered knowledgeable	Join Date: Jun 2006	Groaned at 1 Time in 1 Post	IB (International Baccalaureate) in Zurich Gymnasium Schools	"""timpy"	Posts: 246	514	2	Education
42	23.11.2016, 09:27	Member	Thanked 100 Times in 54 Posts	Location: Zurich Unterland	" 
			
			We are using Erkundungen series books, you can find them in amazon.de. I found them really useful
		"	earned some respect	Join Date: Sep 2010	Groaned at 1 Time in 1 Post	Recommendations wanted for C1 German books	"""Camupa"	Posts: 149	407	1	Education
43	20.11.2016, 20:33	Newbie	Thanked 0 Times in 0 Posts	Location: Lugano	"    In Ticino, it would be the start of middle school.     
Primary school starts at age 6, and goes on for 5 years.   
Tom
		"	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	Schooling in Lugano	"""Rozi maden"	Posts: 2	663	13	Education
44	19.11.2016, 21:47	Newbie 1st class	Thanked 5 Times in 4 Posts	Location: Zurich	" 
			
			No it doesn't.   
The St. Gallen MBA is ok. But the university's strength is in their MS/MA degrees, not their MBAs and they pale in international comparison. Whether that is justified or not or whether the right criteria are being measured or not - in general that is - is a different discussion.   
The MBA is not a guaranteed career accelerator like it is in the US. It may be a slight advantage in an MNC and/or in the financial/consulting sector, but only if from a (highly) reputed institution. Outside of MNCs, many won't even really know what an MBA is exactly, and they certainly won't care.
		"	considered knowledgeable	Join Date: Dec 2014	Groaned at 0 Times in 0 Posts	Does the MBA have the same impact in Switzerland than in USA?	"""ldibiase"	Posts: 12	670	4	Education
45	16.11.2016, 22:25	Junior Member	Thanked 94 Times in 2 Posts	Location: Wollerau	" 
			
			Maybe these guys have something?   "	an excellent reputation	Join Date: Apr 2013	Groaned at 0 Times in 0 Posts	Looking for an art school in Zurich area	"""nomansohail"	Posts: 32	589	4	Education
46	16.11.2016, 11:42	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Laussane	" 
			
			Riyadi, check your spelling of Lausanne in your profile - bad omen if the city gets a hint and doesn't like it ;-)
		"	no particular reputation at present	Join Date: Nov 2016	Groaned at 2 Times in 2 Posts	Epfl and ethz  admision conditional Letter	"""Riyadi"	Posts: 17	542	6	Education
47	16.11.2016, 09:43	Newbie	Thanked 1 Time in 1 Post	Location: Zurich	" 
			
			Thanks a lot for the response
		"	no particular reputation at present	Join Date: Nov 2016	Groaned at 0 Times in 0 Posts	Looking for pointers on Schools	"""ArchK"	Posts: 4	595	11	Education
48	15.11.2016, 10:31	Forum Veteran	Thanked 338 Times in 235 Posts	Location: Lausanne	"    Sure. And more often than not, these so-called internships are nothing but a way to get cheap labor. Hence the insistence on the convention de stage or just generally a confirmation that it is a real internship. Very much for the benefit of the person who takes the job btw.
		"	earned some respect	Join Date: Oct 2014	Groaned at 11 Times in 9 Posts	Convention de stage without being at school	"""Tinkiwinki"	Posts: 731	437	5	Education
49	15.11.2016, 01:02	Newbie	Thanked 0 Times in 0 Posts	Location: Zurich	" 
			
			Try Khan Academy.  It's on-line and has a lot of good IT courses.  It would give you a start if nothing else.
		"	no particular reputation at present	Join Date: May 2016	Groaned at 0 Times in 0 Posts	Web design course wanted	"""GreggiBizzle"	Posts: 1	482	2	Education
