	hrefs	replies	threads	views
89	http://www.englishforum.ch/family-matters-health/261892-looking-good-paediatric-respiratory-specialist-around-zurich.html	0	Looking for good Paediatric Respiratory Specialist around Zurich	188
90	http://www.englishforum.ch/family-matters-health/261829-first-time-pregnant-new-switzerland.html	19	First Time Pregnant and New in Switzerland!!	918
91	http://www.englishforum.ch/family-matters-health/261835-spital-bulach-birth.html	9	Spital Bulach for birth	374
92	http://www.englishforum.ch/family-matters-health/175200-unispital-triemlispital-giving-birth.html	5	UniSpital or TriemliSpital for giving birth?	2,100
93	http://www.englishforum.ch/family-matters-health/259019-periodontist-zurich.html	6	Periodontist Zurich	696
94	http://www.englishforum.ch/family-matters-health/261457-wetzikon-spital-uster-spital-giving-birth.html	4	Wetzikon Spital or Uster Spital for giving birth	385
95	http://www.englishforum.ch/family-matters-health/261362-do-inheritances-go-married-couple-individual.html	19	Do inheritances go to the married couple or to the individual?	712
96	http://www.englishforum.ch/family-matters-health/261669-lausanne-i-am-looking-good-doctor-medecin-de-famille.html	1	Lausanne - I am looking for a good doctor (Medecin de famille)	252
97	http://www.englishforum.ch/family-matters-health/187953-flu-shots.html	99	Flu shots?	10,136
98	http://www.englishforum.ch/family-matters-health/252773-i-m-going-through-menopause-what-s-your-excuse.html	325	I'm going through menopause, what's your excuse?	17,512
99	http://www.englishforum.ch/family-matters-health/261469-baby-formula.html	0	Baby formula	276
100	http://www.englishforum.ch/family-matters-health/138393-hpv-vaccine-gardasil-males.html	39	HPV Vaccine - Gardasil - for males	6,523
101	http://www.englishforum.ch/family-matters-health/234216-where-can-i-buy-large-shoes-men.html	4	Where can I buy large shoes for men?	1,543
102	http://www.englishforum.ch/family-matters-health/103267-having-child-do-we-have-renew-our-birth-marriage-certificates.html	26	Having a child: do we have to renew our birth and marriage certificates?	4,070
103	http://www.englishforum.ch/family-matters-health/261395-dental-malpractice.html	5	Dental Malpractice	548
104	http://www.englishforum.ch/family-matters-health/260493-wisdom-teeth-removal-doctor-reccomendations.html	16	Wisdom Teeth Removal - Doctor Reccomendations	902
105	http://www.englishforum.ch/family-matters-health/109447-dreaded-head-lice.html	26	Dreaded Head Lice	6,113
106	http://www.englishforum.ch/family-matters-health/261372-pediatrician-recommendations.html	2	Pediatrician recommendations	248
107	http://www.englishforum.ch/family-matters-health/261248-dentist-doing-fillings-unnecessarily.html	20	Dentist doing fillings unnecessarily!	848
108	http://www.englishforum.ch/family-matters-health/258438-doctor-recommendations-fribourg.html	6	Doctor Recommendations in Fribourg	752
109	http://www.englishforum.ch/family-matters-health/253776-advice-needed-gynecologist-pregnancy-follow-up.html	5	Advice needed: gynecologist for pregnancy follow-up	1,156
110	http://www.englishforum.ch/family-matters-health/261297-family-doctor-around-glattbrugg-bulach-kloten.html	2	Family doctor around Glattbrugg,Bulach or Kloten	238
111	http://www.englishforum.ch/family-matters-health/113051-any-comments-ics-school-zurich.html	10	Any comments on ICS school in Zurich	4,791
112	http://www.englishforum.ch/family-matters-health/261284-looking-friends.html	1	Looking for friends	280
113	http://www.englishforum.ch/family-matters-health/258722-glucose-monitoring-abbott-freestylelibre.html	12	Glucose Monitoring - Abbott FreeStyleLibre	890
114	http://www.englishforum.ch/family-matters-health/232231-gynecologist-obstetrician-basel-experience-cesareans-c-section.html	3	gynecologist/obstetrician in Basel with experience in cesareans (C-section)	1,479
115	http://www.englishforum.ch/family-matters-health/190494-english-speaking-midwife-uster.html	5	English speaking midwife in Uster?	1,226
116	http://www.englishforum.ch/family-matters-health/192942-gay-couple-adopted-kids-moving-basel.html	44	Gay couple & adopted kids moving to Basel	7,619
117	http://www.englishforum.ch/family-matters-health/208019-looking-doctor-suspected-ibs-irritable-bowel-syndrome-zh-zg.html	27	looking for a doctor for suspected IBS (Irritable bowel syndrome) ZH - ZG	4,006
118	http://www.englishforum.ch/family-matters-health/260977-tooth-extraction-advice-needed-please-not-wisdom-tooth.html	5	Tooth extraction advice needed please - not wisdom tooth	414
119	http://www.englishforum.ch/family-matters-health/261051-finding-death-records.html	4	Finding Death Records	281
120	http://www.englishforum.ch/family-matters-health/260913-best-way-meet-people-ch-who-want-start-family-their-20s.html	40	Best way to meet people in CH who want to start a family in their 20s	1,771
121	http://www.englishforum.ch/family-matters-health/164277-price-bone-density-scan.html	13	Price for a bone density scan?	2,006
122	http://www.englishforum.ch/family-matters-health/23045-free-legal-advice-citizens-advisory-bureau.html	11	Free Legal Advice (Citizens Advisory Bureau)	9,503
123	http://www.englishforum.ch/family-matters-health/162849-zurich-cub-scouts.html	16	Zurich Cub Scouts	1,839
124	http://www.englishforum.ch/family-matters-health/259018-opticians-query-granny-glasses.html	10	Opticians query - granny glasses	815
125	http://www.englishforum.ch/family-matters-health/219389-autism-groups.html	4	Autism Groups	1,006
126	http://www.englishforum.ch/family-matters-health/193244-obgyn-high-risk-pregnancy-basel.html	1	OBGYN for high-risk pregnancy in Basel?	829
127	http://www.englishforum.ch/family-matters-health/31756-burn-out.html	79	Burn out	7,073
128	http://www.englishforum.ch/family-matters-health/247985-ivf-pregenetic-testing-switzerland.html	5	IVF with pregenetic testing, in Switzerland?	1,382
129	http://www.englishforum.ch/family-matters-health/260874-urgent.html	6	Urgent	584
130	http://www.englishforum.ch/family-matters-health/260849-advice-needed-kindergarten.html	13	Advice Needed - kindergarten	624
131	http://www.englishforum.ch/family-matters-health/260435-recommendation-child-shops-germany.html	3	Recommendation for child shops in Germany?	455
132	http://www.englishforum.ch/family-matters-health/260773-looking-holistic-therapy-mother-lost-her-child-not-far-aargau.html	1	looking for a holistic or therapy for a mother lost her child not to far from Aargau	282
133	http://www.englishforum.ch/family-matters-health/259629-child-doctor-baden-z-rich.html	16	Child doctor in Baden or Zürich	744
134	http://www.englishforum.ch/family-matters-health/146496-multilingual-problems-can-baby-learn-4-languages.html	73	Multilingual problems - can baby learn 4 languages???	12,052
135	http://www.englishforum.ch/family-matters-health/260594-stethesscope-shop-near-zurich-baden.html	7	Stethesscope shop near Zurich/Baden	479
136	http://www.englishforum.ch/family-matters-health/260330-salt-therapy-switzerland.html	18	Salt therapy in Switzerland?	756
137	http://www.englishforum.ch/family-matters-health/260667-swiss-psychological-society-psychologist.html	0	Swiss Psychological Society Psychologist	263
138	http://www.englishforum.ch/family-matters-health/224919-seeking-tips-inspiration-quitting-smoking.html	118	Seeking tips and inspiration for quitting smoking...	8,214
139	http://www.englishforum.ch/family-matters-health/260561-waxing-salons-zh.html	1	Waxing salons ZH	292
140	http://www.englishforum.ch/family-matters-health/260423-recommendation-baby-doctor-cham.html	2	Recommendation for baby doctor in Cham	310
141	http://www.englishforum.ch/family-matters-health/260452-diabetes-ii-dietary-disease-can-reversed.html	12	Diabetes II is a dietary disease & can be reversed!	652
142	http://www.englishforum.ch/family-matters-health/260510-eye-doctor-needed-zurich.html	2	Eye doctor needed in Zurich	295
143	http://www.englishforum.ch/family-matters-health/260338-after-tooth-extraction.html	7	After tooth extraction	559
144	http://www.englishforum.ch/family-matters-health/260417-1st-birthday-party-zurich-locations.html	0	1st Birthday Party Zurich Locations	295
145	http://www.englishforum.ch/family-matters-health/181121-kids-drawing-classes-baden-zurich-waldshut-tiengen-germany-area.html	2	Kids drawing classes in Baden or Zurich or waldshut-tiengen(Germany) area?	1,136
146	http://www.englishforum.ch/family-matters-health/4153-looking-english-speaking-obstetrician-gynaecologist-zurich-area.html	219	Looking for English speaking Obstetrician / Gynaecologist in Zurich area	94,203
147	http://www.englishforum.ch/family-matters-health/243635-big-toe-fusion.html	47	Big toe fusion	3,204
148	http://www.englishforum.ch/family-matters-health/224782-good-eye-doctor-zh.html	4	Good eye doctor in ZH?	1,382
149	http://www.englishforum.ch/family-matters-health/257970-personal-injury-medical.html	157	Personal Injury - Medical	5,996
150	http://www.englishforum.ch/family-matters-health/259517-making-will-dual-national-some-further-questions.html	31	Making a will as a dual national: some further questions	1,573
151	http://www.englishforum.ch/family-matters-health/260189-looking-iv-pole-rental-z-rich.html	12	Looking for an IV pole rental in Zürich	512
152	http://www.englishforum.ch/family-matters-health/190457-where-can-i-find-all-organic-hair-products.html	27	Where can I find All Organic Hair products?	4,260
153	http://www.englishforum.ch/family-matters-health/234390-rent-wheelchair.html	7	rent a wheelchair	1,495
154	http://www.englishforum.ch/family-matters-health/260145-recommendation-gastroenterologist.html	16	Recommendation for a Gastroenterologist?	805
155	http://www.englishforum.ch/family-matters-health/20314-anyone-care-recommend-state-primary-school-zurich.html	25	Anyone care to recommend a state primary school in Zurich?	9,586
156	http://www.englishforum.ch/family-matters-health/260022-sperm-quality-check.html	25	Sperm quality check	1,066
157	http://www.englishforum.ch/family-matters-health/260061-umbilical-cord-blood-banking.html	3	Umbilical cord blood banking	302
158	http://www.englishforum.ch/family-matters-health/260040-discount-twins.html	25	Discount for twins?	777
159	http://www.englishforum.ch/family-matters-health/260056-good-psychiatrist-geneva.html	0	Good psychiatrist in Geneva?	239
160	http://www.englishforum.ch/family-matters-health/260049-how-long-does-concussion-last.html	11	How long does concussion last?	604
161	http://www.englishforum.ch/family-matters-health/260038-carpal-tunnel-hand-surgeon-geneva-lausanne-area.html	6	Carpal tunnel, hand surgeon, Geneva - Lausanne area	307
162	http://www.englishforum.ch/family-matters-health/259762-5x-fruits-veg-day-fibre-probiotics-really.html	178	5x fruits/veg a day, fibre..probiotics, really?	4,003
163	http://www.englishforum.ch/family-matters-health/257265-registration-birth-my-baby-basel-stadt.html	6	Registration the birth of my baby in Basel Stadt	975
164	http://www.englishforum.ch/family-matters-health/80458-looking-doctor-winterthur.html	21	Looking for a doctor in Winterthur	6,714
165	http://www.englishforum.ch/family-matters-health/259942-how-do-i-get-my-birth-certificate.html	2	How do I get my birth certificate?	371
166	http://www.englishforum.ch/family-matters-health/259926-changing-insurance-during-preganancy.html	3	Changing insurance during preganancy	410
167	http://www.englishforum.ch/family-matters-health/259877-child-doctor-zurich.html	2	Child doctor in Zurich	373
168	http://www.englishforum.ch/family-matters-health/259644-potty-related-1yr-old-kid.html	19	Potty related for 1yr old kid	693
169	http://www.englishforum.ch/family-matters-health/212466-recent-ebola-outbreak.html	421	Recent Ebola outbreak	24,692
170	http://www.englishforum.ch/family-matters-health/259665-evolution-antibiotics.html	0	Evolution / antibiotics	277
171	http://www.englishforum.ch/family-matters-health/170493-medical-malpractice.html	26	Medical Malpractice	4,049
172	http://www.englishforum.ch/family-matters-health/259640-looking-marriage-counseler-geneva-area.html	0	Looking for Marriage Counseler in Geneva area	277
173	http://www.englishforum.ch/family-matters-health/259595-online-childproofing-shop.html	9	Online childproofing shop	484
174	http://www.englishforum.ch/family-matters-health/259475-looking-pregnancy-newborn-photographer.html	5	Looking for pregnancy & newborn photographer	521
175	http://www.englishforum.ch/family-matters-health/250295-how-keep-your-teeth-remineralize-tooth-enamel.html	48	How to keep your teeth or remineralize tooth enamel	4,621
176	http://www.englishforum.ch/family-matters-health/258732-sick-neuchatel.html	13	Sick in Neuchatel	946
177	http://www.englishforum.ch/family-matters-health/259195-doctors-concerned-about-diabetes-looking-advice.html	107	Doctors [concerned about diabetes and looking for advice]	4,029
178	http://www.englishforum.ch/family-matters-health/107964-public-hospitals-zurich-area.html	15	public hospitals in zurich area	5,479
179	http://www.englishforum.ch/family-matters-health/258667-fear-doctors-any-recommendations-good-doctor.html	20	Fear of doctors - any recommendations for a good doctor?	1,047
180	http://www.englishforum.ch/family-matters-health/232600-prep-switzerland.html	12	PrEP in Switzerland	2,772
181	http://www.englishforum.ch/family-matters-health/257368-mosquito-bites.html	24	Mosquito bites	1,921
182	http://www.englishforum.ch/family-matters-health/259181-clinique-generale.html	4	Clinique Generale	454
183	http://www.englishforum.ch/family-matters-health/259033-counter-medication-foot-pain.html	15	Counter Medication for foot pain	713
184	http://www.englishforum.ch/family-matters-health/258940-prenuptial-agreement-discussion-thread.html	20	The Prenuptial Agreement Discussion Thread...	1,318
185	http://www.englishforum.ch/family-matters-health/258681-routine-physical-examination.html	133	Routine physical examination	4,012
186	http://www.englishforum.ch/family-matters-health/258942-doctor-oberwil.html	1	Doctor - Oberwil	360
187	http://www.englishforum.ch/family-matters-health/258907-sick-after-visiting-public-swimming-pool.html	8	[sick after visiting] Public swimming pool	888
188	http://www.englishforum.ch/family-matters-health/232673-staying-sane-switzerland-finding-happy-interesting-activities.html	54	staying sane in Switzerland:  finding happy, interesting activities	9,675
189	http://www.englishforum.ch/family-matters-health/258768-dentist-waiting-caries-get-bigger.html	9	dentist waiting for caries to get bigger?	667
190	http://www.englishforum.ch/family-matters-health/252538-vaccine-question.html	209	Vaccine Question	8,730
191	http://www.englishforum.ch/family-matters-health/258745-family-start.html	3	family start	458
192	http://www.englishforum.ch/family-matters-health/258723-changing-pediatricians.html	4	Changing Pediatricians	456
193	http://www.englishforum.ch/family-matters-health/258708-ophthalmologist-basel.html	0	Ophthalmologist in Basel?	445
194	http://www.englishforum.ch/family-matters-health/243844-female-gynecologist-bern-area.html	4	Female gynecologist in Bern area	894
195	http://www.englishforum.ch/family-matters-health/53245-private-schools-around-lausanne.html	8	Private Schools in/around Lausanne	6,965
196	http://www.englishforum.ch/family-matters-health/153272-zahncity.html	7	Zahncity	2,831
197	http://www.englishforum.ch/family-matters-health/42017-good-dermatologist-zug.html	15	Good Dermatologist In Zug	7,249
198	http://www.englishforum.ch/family-matters-health/254602-shoulder-surgery.html	5	Shoulder surgery	858
199	http://www.englishforum.ch/family-matters-health/258291-strollers-advice-needed.html	18	Strollers - advice needed :-)	981
200	http://www.englishforum.ch/family-matters-health/255957-desperate-parent-needs-child-neurologist-help.html	5	A desperate parent needs child neurologist. Help!	1,456
201	http://www.englishforum.ch/family-matters-health/256763-orthopedic-services.html	2	Orthopedic services	647
202	http://www.englishforum.ch/family-matters-health/74731-adult-child-special-needs.html	28	Adult Child with Special Needs	3,191
203	http://www.englishforum.ch/family-matters-health/253163-what-do-i-do-if-i-have-depression.html	41	What do I do if I have depression?	3,997
204	http://www.englishforum.ch/family-matters-health/258141-where-get-married-30-days.html	14	Where to get married in 30 days?	1,033
205	http://www.englishforum.ch/family-matters-health/258510-must-divorce-i-have-question.html	5	must divorce, and I have a question	865
206	http://www.englishforum.ch/family-matters-health/152085-anyone-know-good-trichologist.html	4	Anyone know of a good trichologist?	1,818
207	http://www.englishforum.ch/family-matters-health/258027-ragweed-pollen-alert-geneva-region.html	7	Ragweed Pollen alert in Geneva region	612
208	http://www.englishforum.ch/family-matters-health/242306-gynecologist-recommendation-zug.html	5	Gynecologist recommendation in Zug	1,657
209	http://www.englishforum.ch/family-matters-health/180906-anyone-send-their-kids-gymnastics-classes.html	11	anyone send their kids to gymnastics classes?	1,892
210	http://www.englishforum.ch/family-matters-health/258345-gynaecologist-fribourg-bulle.html	1	Gynaecologist Fribourg/Bulle	330
211	http://www.englishforum.ch/family-matters-health/258214-acknowledgement-paternity.html	19	Acknowledgement of paternity	1,297
212	http://www.englishforum.ch/family-matters-health/256544-looking-english-speaking-psychiatrist-elgg-kt-zh-area.html	9	Looking for an English speaking psychiatrist in Elgg/Kt. ZH area	1,043
213	http://www.englishforum.ch/family-matters-health/251698-confirmation-marriage-preparation.html	13	Confirmation of Marriage Preparation	1,991
214	http://www.englishforum.ch/family-matters-health/257937-hypnobirthing-vaud.html	4	hypnobirthing in vaud	584
215	http://www.englishforum.ch/family-matters-health/90717-suggestions-please-we-need-maternity-nurse.html	9	Suggestions please - we need a Maternity Nurse	2,548
216	http://www.englishforum.ch/family-matters-health/244148-looking-other-separated-moms-dads.html	8	Looking for other separated moms/dads	1,560
217	http://www.englishforum.ch/family-matters-health/257981-children-taxes.html	1	Children and taxes	436
218	http://www.englishforum.ch/family-matters-health/257871-divorce.html	5	Divorce	1,008
219	http://www.englishforum.ch/family-matters-health/257803-revoking-spouse-s-dependent-b-permit.html	13	Revoking spouse's dependent B permit	1,059
220	http://www.englishforum.ch/family-matters-health/257359-kids-baby-teeth-dentist.html	8	Kids -- baby teeth and dentist	791
221	http://www.englishforum.ch/family-matters-health/257695-where-would-i-able-buy-trimmer.html	3	Where would I be able to buy a trimmer?	534
222	http://www.englishforum.ch/family-matters-health/27830-english-speaking-dermatologist-zurich.html	32	English-speaking Dermatologist in Zurich??	20,871
223	http://www.englishforum.ch/family-matters-health/255412-cost-dental-work-germany.html	9	Cost of dental work in Germany	1,479
224	http://www.englishforum.ch/family-matters-health/64035-i-m-looking-pharmacy-lugano-opened-sunday.html	7	I'm looking for pharmacy in Lugano opened on Sunday	4,749
225	http://www.englishforum.ch/family-matters-health/228322-anybody-have-hay-fever-yet-2015-a.html	34	Anybody have Hay Fever yet in 2015	3,994
226	http://www.englishforum.ch/family-matters-health/257485-swiss-medicine-tale-caution-long-read.html	30	Swiss Medicine - A tale of caution / long read	1,928
227	http://www.englishforum.ch/family-matters-health/60259-teach-english-phonics-reading-new-free-system.html	3	Teach English phonics/reading - new free system	3,645
