	hrefs	replies	threads	views
61	http://www.englishforum.ch/introductions/160809-keyboard-player-zh-looking-musicians-band.html	4	Keyboard player in ZH looking for musicians/band	1,013
62	http://www.englishforum.ch/introductions/257830-new-expat-vevey-area.html	9	New Expat to Vevey area	1,070
63	http://www.englishforum.ch/introductions/260421-overseas-brit-moving-z-rich-soon.html	9	Overseas Brit moving to Zürich soon	854
64	http://www.englishforum.ch/introductions/24896-mabuhay-hello-filipino.html	206	Mabuhay! hello from a Filipino	40,100
65	http://www.englishforum.ch/introductions/260891-baby-merlin-has-arrived.html	1	Baby Merlin has arrived....	366
66	http://www.englishforum.ch/introductions/260781-moving-december-zurich-uk.html	2	Moving in December to zurich from the UK	448
67	http://www.englishforum.ch/introductions/260848-possible-move-basel-2017-a.html	0	Possible move to Basel in 2017.	374
68	http://www.englishforum.ch/introductions/260749-new-name-but-not-new.html	4	New name but not new	454
69	http://www.englishforum.ch/introductions/260782-engish-homework-conversation-granny.html	0	Engish (homework) and conversation Granny	300
70	http://www.englishforum.ch/introductions/260744-hello-philippines.html	1	Hello from Philippines	266
71	http://www.englishforum.ch/introductions/260700-new-here-bienne.html	4	New here, BIENNE	354
72	http://www.englishforum.ch/introductions/260720-new-forum.html	2	New to this forum	228
73	http://www.englishforum.ch/introductions/260129-hello-everyone.html	6	Hello everyone!	568
74	http://www.englishforum.ch/introductions/260447-swiss-girl-misses-speaking-english.html	16	Swiss girl that misses speaking English	911
75	http://www.englishforum.ch/introductions/260357-i-am-new-forum-i-am-swiss.html	37	I am new in this forum and I am Swiss	1,782
76	http://www.englishforum.ch/introductions/260523-not-so-new-but-i-forgot-introduce-myself.html	3	Not so new but I forgot to introduce myself!	336
77	http://www.englishforum.ch/introductions/260500-new-up-here.html	1	New up here !	228
78	http://www.englishforum.ch/introductions/260468-miss-speaking-english.html	3	Miss speaking English	398
79	http://www.englishforum.ch/introductions/260413-new-lausanne.html	9	New in Lausanne	422
80	http://www.englishforum.ch/introductions/260409-new-zurich-england.html	1	New in Zurich, from England	298
81	http://www.englishforum.ch/introductions/259431-singer-guitar-player-jam-band.html	3	Singer/guitar player for Jam band	466
82	http://www.englishforum.ch/introductions/260114-new-zug.html	2	New in Zug	474
83	http://www.englishforum.ch/introductions/258916-indian-ladies-zurich.html	7	Indian Ladies in Zurich	1,078
84	http://www.englishforum.ch/introductions/259196-singapore-switzerland.html	5	From Singapore to Switzerland	902
85	http://www.englishforum.ch/introductions/260093-hello.html	4	Hello	402
86	http://www.englishforum.ch/introductions/260039-greetings-all.html	4	greetings all	384
87	http://www.englishforum.ch/introductions/260134-zurich-seebach.html	4	In Zurich Seebach	418
88	http://www.englishforum.ch/introductions/193119-coming-bern.html	21	Coming to Bern	1,989
89	http://www.englishforum.ch/introductions/260195-hello-everyone.html	1	Hello, everyone!	234
90	http://www.englishforum.ch/introductions/259457-hello-newbie-soon-neuch-tel.html	8	Hello, Newbie soon in Neuchâtel	597
91	http://www.englishforum.ch/introductions/70096-moving-chur.html	64	Moving to Chur	8,185
92	http://www.englishforum.ch/introductions/259596-moving-zurich-what-do-i-need-know.html	29	Moving to Zurich - what do I need to know?	1,771
93	http://www.englishforum.ch/introductions/259925-bogot-geneva.html	10	From Bogotá to Geneva	674
94	http://www.englishforum.ch/introductions/259832-newbie.html	8	Newbie	514
95	http://www.englishforum.ch/introductions/259770-recently-moved-basel.html	7	Recently moved to Basel	579
96	http://www.englishforum.ch/introductions/259617-spanish-pianist-introducing-himself.html	3	Spanish pianist introducing himself	405
97	http://www.englishforum.ch/introductions/259123-new-york-z-rich.html	15	From New York to Zürich	944
98	http://www.englishforum.ch/introductions/251479-moving-winterthur-soon.html	15	Moving to Winterthur Soon!	1,838
99	http://www.englishforum.ch/introductions/259408-islamabad-lausanne-soon.html	2	From Islamabad to Lausanne soon	535
100	http://www.englishforum.ch/introductions/259504-hello-everyone.html	10	Hello Everyone!	571
101	http://www.englishforum.ch/introductions/259451-moving-switzerland-january-advice-please.html	23	Moving to Switzerland in January - Advice please	1,213
102	http://www.englishforum.ch/introductions/259507-one-way-ticket-geneva.html	9	One Way Ticket To Geneva	691
103	http://www.englishforum.ch/introductions/258130-anyone-st-gallen-winterthur.html	2	Anyone from St. Gallen or Winterthur?	655
104	http://www.englishforum.ch/introductions/259298-phd-student-family-4-lugano.html	135	PhD Student with family of 4  in Lugano	4,310
105	http://www.englishforum.ch/introductions/259502-moved-london-birmensdorf.html	2	Moved from London to Birmensdorf	342
106	http://www.englishforum.ch/introductions/259487-nz-canada-lausanne-morges.html	0	From NZ/Canada to Lausanne/Morges	298
107	http://www.englishforum.ch/introductions/545-how-did-you-find-forum.html	462	How did you find this forum?	52,724
108	http://www.englishforum.ch/introductions/258340-moving-k-snacht.html	9	Moving to Küsnacht!	986
109	http://www.englishforum.ch/introductions/259371-baby-groups.html	5	Baby Groups	462
110	http://www.englishforum.ch/introductions/259392-moved-norwich_uk-b-lach_ch.html	12	Moved from Norwich_UK to Bülach_CH	545
111	http://www.englishforum.ch/introductions/259346-moving-london-basel.html	4	Moving from London to Basel	540
112	http://www.englishforum.ch/introductions/259344-winterthur-z-rich.html	34	Winterthur OR Zürich?	1,074
113	http://www.englishforum.ch/introductions/253354-moving-bern-india.html	7	Moving to Bern from India	1,698
114	http://www.englishforum.ch/introductions/257783-moving-basel.html	5	Moving to Basel	776
115	http://www.englishforum.ch/introductions/259246-hoi.html	3	hoi	337
116	http://www.englishforum.ch/introductions/211380-new-z-rich-bass-player-looking-band.html	11	New to Zürich bass player looking for a band	2,058
117	http://www.englishforum.ch/introductions/259191-montreal-bienne.html	16	Montreal to Bienne	577
118	http://www.englishforum.ch/introductions/258883-lurking-shadows.html	9	Lurking in the shadows	625
119	http://www.englishforum.ch/introductions/247933-living-montreux.html	1	Living in Montreux	832
120	http://www.englishforum.ch/introductions/258146-new-basel-looking-ideas-clubs-activities.html	3	New to Basel and looking for ideas for clubs and activities	671
121	http://www.englishforum.ch/introductions/257795-new-zealand-basel-gr-ezi-mitenand.html	5	New Zealand to Basel! Grüezi mitenand	682
122	http://www.englishforum.ch/introductions/258897-new-lausanne-looking-people-things-do-fun-had.html	2	New in Lausanne, looking for people, things to do, fun to be had!	413
123	http://www.englishforum.ch/introductions/258578-say-hello-i-am-new-here.html	24	say hello, i am new here	1,205
124	http://www.englishforum.ch/introductions/246909-possibly-moving-oregon-usa-zurich-hello.html	8	Possibly moving from Oregon USA to Zurich - hello!	1,340
125	http://www.englishforum.ch/introductions/258403-geneva-moving-bern.html	2	From Geneva moving to Bern	492
126	http://www.englishforum.ch/introductions/257892-sign-maker.html	7	Sign Maker	698
127	http://www.englishforum.ch/introductions/258371-longtime-lurker-emerges.html	4	Longtime lurker emerges	541
128	http://www.englishforum.ch/introductions/257805-hello-walchwil.html	3	Hello Walchwil!	576
129	http://www.englishforum.ch/introductions/258137-longtime-lurker-saying-hi.html	9	Longtime Lurker Saying Hi!	652
130	http://www.englishforum.ch/introductions/113036-new-jersey-zurich.html	27	From New Jersey to Zurich	3,148
131	http://www.englishforum.ch/introductions/257633-new-zurich-20-something-american-finding-friends.html	9	New to Zurich (20-something American)--Finding friends?	1,272
132	http://www.englishforum.ch/introductions/257559-not-so-new-many-ways.html	15	Not so new, in many ways	1,243
133	http://www.englishforum.ch/introductions/258089-american-bernese-oberland-area.html	4	American in the Bernese Oberland area	549
134	http://www.englishforum.ch/introductions/257994-don-t-you-know-who-i-am-i-m-newbie-hi.html	31	"""Don't you know who I am?!?!"" I'm a newbie, hi!"	1,480
135	http://www.englishforum.ch/introductions/257962-south-africans-bern.html	2	South Africans in Bern	539
136	http://www.englishforum.ch/introductions/257885-american-new-luzern.html	7	American new to Luzern	717
137	http://www.englishforum.ch/introductions/258003-new-zealand-swiss-family-here-5-months.html	0	New Zealand/ Swiss family here for 5 months	370
138	http://www.englishforum.ch/introductions/257915-hello-all-potential-future-resident-switzerland.html	6	Hello to all from a potential future resident of Switzerland	746
139	http://www.englishforum.ch/introductions/257935-master-univeristy-zurich.html	3	Master at Univeristy of Zurich	551
140	http://www.englishforum.ch/introductions/242253-new-bern-sydney-australia.html	6	New to Bern, from Sydney Australia	1,129
141	http://www.englishforum.ch/introductions/257906-moving-montreux.html	1	Moving to Montreux	376
142	http://www.englishforum.ch/introductions/223158-unemployment-benefits-b-permit-expired.html	8	Unemployment benefits, B permit expired	1,800
143	http://www.englishforum.ch/introductions/140641-hi-sunny-cape-town.html	7	Hi from sunny Cape Town	1,142
144	http://www.englishforum.ch/introductions/254396-new-lausanne.html	8	New to Lausanne	1,301
145	http://www.englishforum.ch/introductions/253522-new-lausanne.html	5	New to Lausanne	1,089
146	http://www.englishforum.ch/introductions/257490-new-fribourg-us.html	6	New to Fribourg from US	571
147	http://www.englishforum.ch/introductions/257608-hello-guys-my-dream-live-geneva.html	25	Hello guys, my dream is to live in Geneva	1,697
148	http://www.englishforum.ch/introductions/257545-new-town.html	21	New in town....	1,447
149	http://www.englishforum.ch/introductions/257668-moving-switzerland.html	4	Moving to Switzerland	502
150	http://www.englishforum.ch/introductions/257413-moving-switzerland.html	4	Moving in Switzerland	670
151	http://www.englishforum.ch/introductions/253645-looking-friends-hang-out.html	9	Looking for friends to hang out with	1,709
152	http://www.englishforum.ch/introductions/257542-hello-buchs-sg.html	2	Hello from Buchs SG	472
153	http://www.englishforum.ch/introductions/257537-new-lucerne-calling-fellow-writers.html	2	New in Lucerne, calling fellow writers!	424
154	http://www.englishforum.ch/introductions/254363-new-lausanne.html	9	New in Lausanne	1,493
155	http://www.englishforum.ch/introductions/256848-american-zurich.html	24	American in Zurich	1,740
156	http://www.englishforum.ch/introductions/257480-new-zurich.html	3	New in Zurich!	471
157	http://www.englishforum.ch/introductions/257465-turkish-world-citizen-zurich.html	2	Turkish (world) citizen in Zurich	424
158	http://www.englishforum.ch/introductions/257277-zug-job-possibility.html	16	Zug job possibility	1,008
159	http://www.englishforum.ch/introductions/257324-hello.html	2	Hello	426
160	http://www.englishforum.ch/introductions/257312-hello.html	3	Hello	433
161	http://www.englishforum.ch/introductions/254928-20-something-finding-hard-meet-friends.html	52	20 something finding it hard to meet friends	4,491
162	http://www.englishforum.ch/introductions/257282-finally-made-account.html	5	Finally made an account	555
163	http://www.englishforum.ch/introductions/257287-gr-ezi.html	3	Grüezi !	544
164	http://www.englishforum.ch/introductions/257257-intro.html	2	intro	401
165	http://www.englishforum.ch/introductions/256689-anybody-fancy-going-out.html	26	Anybody fancy going out? )	1,998
166	http://www.englishforum.ch/introductions/257031-canadian-expat-vevey-area.html	3	Canadian Expat in Vevey area	598
167	http://www.englishforum.ch/introductions/257010-moving-switzerland-goetheanum-student.html	6	Moving to Switzerland - Goetheanum Student	725
168	http://www.englishforum.ch/introductions/257043-new-fribourg.html	8	New to Fribourg	736
169	http://www.englishforum.ch/introductions/256974-asian-expat-zurich.html	6	Asian Expat in Zurich	806
170	http://www.englishforum.ch/introductions/257051-cheapest-course-school-zurich-recommendations-please.html	2	Cheapest course or school in zurich, recommendations please!	651
171	http://www.englishforum.ch/introductions/257046-new-burglen-area-last-week.html	3	New to Burglen area as of last week.	390
172	http://www.englishforum.ch/introductions/256649-moving-bern.html	8	Moving to Bern	1,033
173	http://www.englishforum.ch/introductions/257014-new-winterthur.html	1	new in Winterthur	407
174	http://www.englishforum.ch/introductions/256880-new-member.html	3	New member	597
175	http://www.englishforum.ch/introductions/256861-young-family-silver-coast-zurich.html	3	Young family in silver coast Zurich	548
176	http://www.englishforum.ch/introductions/246308-new-lausanne.html	5	New in Lausanne	1,617
177	http://www.englishforum.ch/introductions/256757-moving-us-o-ch.html	3	Moving from US o CH	728
178	http://www.englishforum.ch/introductions/256753-anybody-around-laax-chur.html	4	Anybody Around Laax (Chur)	538
179	http://www.englishforum.ch/introductions/249230-new-chur.html	5	New to Chur	1,103
180	http://www.englishforum.ch/introductions/256386-italian-new-zurich.html	11	Italian new in Zurich :)	1,066
181	http://www.englishforum.ch/introductions/256608-indian-moving-zurich.html	4	Indian moving to Zurich	604
182	http://www.englishforum.ch/introductions/256499-new-need-information.html	23	New, and in need of information.	1,724
183	http://www.englishforum.ch/introductions/256540-american-planning-move.html	6	An American planning to move	652
184	http://www.englishforum.ch/introductions/256518-hi-i-want-taste-life-ch.html	15	Hi I want to taste life in CH	1,229
185	http://www.englishforum.ch/introductions/256493-brit-bern.html	2	Brit in Bern!	650
186	http://www.englishforum.ch/introductions/256440-hello-fl.html	5	Hello from FL	603
187	http://www.englishforum.ch/introductions/255806-newbie.html	8	Newbie	875
188	http://www.englishforum.ch/introductions/256233-new-st-gallen.html	2	New in St Gallen	628
189	http://www.englishforum.ch/introductions/256289-long-time-ch-first-time-english-forum.html	5	Long time in CH, first time on English forum!	856
190	http://www.englishforum.ch/introductions/254115-singapore-now-zurich.html	24	From Singapore, now in Zurich	1,830
191	http://www.englishforum.ch/introductions/256249-hello.html	1	Hello!	515
192	http://www.englishforum.ch/introductions/254458-canadian-new-switzerland.html	20	Canadian new to Switzerland!	1,805
193	http://www.englishforum.ch/housing-general/256121-cheap-hotel-hostals-etc.html	-	Cheap hotel, hostals, etc	-
194	http://www.englishforum.ch/introductions/255972-winterthurr.html	3	Winterthurr!!	752
195	http://www.englishforum.ch/introductions/255917-movin-altstetten.html	5	Movin to Altstetten	819
196	http://www.englishforum.ch/introductions/255897-moscow-psychology-astrology-zurich.html	5	Moscow - psychology- astrology- Zurich	786
197	http://www.englishforum.ch/introductions/255862-hey.html	7	Hey!	786
198	http://www.englishforum.ch/introductions/255873-hello.html	2	Hello!	617
199	http://www.englishforum.ch/introductions/255624-hello.html	6	Hello	934
200	http://www.englishforum.ch/introductions/255625-hello.html	6	Hello	887
201	http://www.englishforum.ch/introductions/255675-hey-guys.html	5	hey, guys :-)	960
202	http://www.englishforum.ch/introductions/255466-california-sion.html	4	California - > Sion	874
203	http://www.englishforum.ch/introductions/255618-hello.html	7	Hello	923
204	http://www.englishforum.ch/introductions/254886-india-z-rich.html	22	From India to Zürich	1,821
205	http://www.englishforum.ch/introductions/255265-sweden-switzerland.html	4	From Sweden to Switzerland	978
206	http://www.englishforum.ch/introductions/255524-canuck-soon-bern.html	6	Canuck soon-to-be in Bern	831
207	http://www.englishforum.ch/introductions/255649-motorcycle-friends.html	3	Motorcycle friends	583
208	http://www.englishforum.ch/introductions/255657-scotland-france-switzerland.html	3	From Scotland to France to Switzerland	691
209	http://www.englishforum.ch/introductions/255582-introduction.html	4	Introduction	653
210	http://www.englishforum.ch/introductions/255414-us-morges.html	12	US --> Morges	997
211	http://www.englishforum.ch/introductions/255283-hello-uk-zug.html	6	Hello - UK to Zug	1,036
212	http://www.englishforum.ch/introductions/255397-hello.html	5	Hello	745
213	http://www.englishforum.ch/introductions/253765-new-neuch-tel.html	33	New to Neuchâtel	2,250
214	http://www.englishforum.ch/introductions/255303-south-africa-switzerland.html	2	From South Africa to Switzerland.	694
215	http://www.englishforum.ch/introductions/255110-just-arrived-today-lots-stress-sim-cards.html	22	Just arrived today-lots of stress! (sim cards??)	2,004
216	http://www.englishforum.ch/introductions/254898-ca-ch.html	7	CA to CH	949
217	http://www.englishforum.ch/introductions/254884-new-postdoc-epfl-september.html	8	New postdoc at EPFL in September	1,088
218	http://www.englishforum.ch/introductions/255038-greets-thanks-having-me.html	6	Greets - Thanks for Having Me	732
219	http://www.englishforum.ch/introductions/254270-hello.html	9	Hello!	1,449
220	http://www.englishforum.ch/introductions/242949-biel-bienne.html	4	Biel Bienne	1,084
221	http://www.englishforum.ch/introductions/254638-america-switzerland.html	1	From America to Switzerland	844
222	http://www.englishforum.ch/introductions/254289-finding-job-switzerland.html	18	Finding a IT job in Switzerland	1,650
223	http://www.englishforum.ch/introductions/254724-finally-z-rich.html	9	Finally in Zürich	926
224	http://www.englishforum.ch/introductions/254691-mexico-lausanne.html	1	From Mexico to Lausanne	671
225	http://www.englishforum.ch/introductions/254674-basel-already-some-time-here-but-feelin-new.html	1	Basel- already some time here but feelin new	599
226	http://www.englishforum.ch/introductions/254553-skill-pump-up.html	26	Skill to pump up	1,484
227	http://www.englishforum.ch/introductions/254505-do-we-move-family-verbier.html	20	Do we move the family to Verbier!??!	1,532
228	http://www.englishforum.ch/introductions/254335-another-dane-relocated-switzerland-lucerne.html	2	(another) Dane relocated to Switzerland/Lucerne	757
229	http://www.englishforum.ch/introductions/254526-not-so-new-brit-looking-hang-out.html	10	Not so new Brit looking to hang out	861
230	http://www.englishforum.ch/introductions/253902-moved-australia-family.html	11	Moved from Australia with Family	1,360
231	http://www.englishforum.ch/introductions/254339-hello-australia.html	3	Hello from Australia...	854
232	http://www.englishforum.ch/introductions/254294-south-african-moving-switzerland.html	8	South African moving to Switzerland	1,045
233	http://www.englishforum.ch/introductions/254333-looking-new-friends.html	10	Looking for new friends	1,088
234	http://www.englishforum.ch/introductions/253245-indians-sion-switzerland.html	7	Indians in Sion, Switzerland	1,055
235	http://www.englishforum.ch/introductions/254244-want-back-ch.html	7	Want to be back in CH	1,034
236	http://www.englishforum.ch/introductions/252091-hello-malaysia.html	6	Hello from Malaysia	1,380
237	http://www.englishforum.ch/introductions/254215-hello.html	1	Hello	667
238	http://www.englishforum.ch/introductions/253753-hello-eforum-friend-chuck-rome.html	2	Hello EForum Friend - Chuck From Rome	907
239	http://www.englishforum.ch/introductions/253804-two-months-zh.html	5	Two months in ZH	996
240	http://www.englishforum.ch/introductions/252220-dane-recently-relocated-geneva.html	11	Dane recently relocated to Geneva	1,244
241	http://www.englishforum.ch/introductions/254149-new-basel-land.html	7	New in Basel Land	788
242	http://www.englishforum.ch/introductions/254063-denmark-stansstad.html	4	From Denmark to Stansstad	763
243	http://www.englishforum.ch/introductions/118199-any-trinidadians-west-indians-geneva.html	74	Any Trinidadians and/or West Indians in Geneva?	7,747
244	http://www.englishforum.ch/introductions/253892-moving-zurich-brussels.html	9	Moving to Zurich from Brussels	1,006
245	http://www.englishforum.ch/introductions/253876-any-other-21-30-yr-old-english-native-professionals.html	3	Any other 21-30 yr old english native professionals?	769
246	http://www.englishforum.ch/introductions/253728-hi-ya-ll.html	9	hi ya'll	1,147
247	http://www.englishforum.ch/introductions/253506-moved-zurich-china.html	4	Moved to Zurich from China	894
248	http://www.englishforum.ch/introductions/249179-chicago-schaffhausen-april-2016-a.html	10	Chicago --> Schaffhausen April 2016	1,839
249	http://www.englishforum.ch/introductions/253513-hi.html	3	Hi	764
250	http://www.englishforum.ch/introductions/253723-england-zurich.html	7	From England Zurich	820
251	http://www.englishforum.ch/introductions/250739-hello-everybody.html	11	Hello everybody!	1,642
252	http://www.englishforum.ch/introductions/253684-hello-everyone.html	2	Hello everyone	675
253	http://www.englishforum.ch/introductions/232718-moving-zurich-philadelphia-fall.html	17	Moving to Zurich from Philadelphia in the fall	2,051
254	http://www.englishforum.ch/introductions/252624-moved-zurich.html	4	Moved to Zurich	1,084
255	http://www.englishforum.ch/introductions/253429-how-much-money-bring.html	28	How much money to bring?	1,847
256	http://www.englishforum.ch/introductions/252865-new-geneva-looking-job-company-hang-out.html	34	New in Geneva, Looking for job and company to hang out.	2,253
257	http://www.englishforum.ch/introductions/253411-new-basel-but-not-so-new-switzerland.html	1	New to Basel but not so new in Switzerland	803
258	http://www.englishforum.ch/introductions/252847-new-basel.html	25	New to Basel!	2,164
259	http://www.englishforum.ch/introductions/176730-finding-getting-construction-job-hard-limited-german.html	25	Finding getting a construction job hard with limited German	3,431
260	http://www.englishforum.ch/introductions/252910-greetings.html	3	Greetings!	777
261	http://www.englishforum.ch/introductions/253329-newbie-zurich.html	2	Newbie in Zurich	800
262	http://www.englishforum.ch/introductions/235408-hp-sauce.html	10	HP Sauce?	1,580
263	http://www.englishforum.ch/introductions/252990-new-lausanne-china.html	6	New to Lausanne from China	1,052
264	http://www.englishforum.ch/introductions/252877-hello.html	6	Hello!	900
265	http://www.englishforum.ch/introductions/253294-moved-grindelwald.html	4	Moved to Grindelwald	951
266	http://www.englishforum.ch/introductions/253011-moving-zurich.html	2	Moving to Zurich	849
267	http://www.englishforum.ch/introductions/253079-new-zug.html	12	New to Zug	1,278
268	http://www.englishforum.ch/introductions/252922-new-forum-contemplating-move.html	2	New to the Forum - Contemplating a Move	914
269	http://www.englishforum.ch/introductions/253264-new-friends-z-rich.html	0	New friends in Zürich	673
270	http://www.englishforum.ch/introductions/253174-visiting-geneva-business-27apr-7may.html	2	Visiting Geneva on business 27Apr-7May	742
271	http://www.englishforum.ch/introductions/253092-sweden-dubai-zurich.html	4	From Sweden to Dubai to Zurich!	761
272	http://www.englishforum.ch/introductions/252772-hotelier-geneva-lake-region.html	3	Hotelier in the Geneva lake region..	863
273	http://www.englishforum.ch/introductions/253089-sailing-near-zurich.html	1	sailing near zurich	745
274	http://www.englishforum.ch/introductions/253100-moving-finland-zurich.html	5	Moving from Finland to Zurich	687
275	http://www.englishforum.ch/introductions/251963-hello-engagement-announcement.html	53	Hello & Engagement Announcement	3,788
276	http://www.englishforum.ch/introductions/251625-hello-pt-2-a.html	10	Hello pt. 2	1,195
277	http://www.englishforum.ch/introductions/252948-destination-zurich.html	7	Destination: Zurich!	961
278	http://www.englishforum.ch/introductions/252731-hi-everyone.html	8	Hi everyone!	926
279	http://www.englishforum.ch/introductions/252804-hello-seattle-arriving-zurich-july-family.html	5	Hello from Seattle, arriving in Zurich in July with family	819
280	http://www.englishforum.ch/introductions/252662-incoming-johannesburg-schwyz.html	16	Incoming: Johannesburg>Schwyz	1,258
281	http://www.englishforum.ch/introductions/252626-any-icelanders-z-rich.html	2	Any Icelanders in Zürich	912
282	http://www.englishforum.ch/introductions/137220-anyone-around-sion-martigny.html	11	Anyone around Sion, Martigny...	2,941
283	http://www.englishforum.ch/introductions/252654-hello.html	7	Hello!	817
284	http://www.englishforum.ch/introductions/252563-moving-florida-zurich.html	10	Moving from Florida to Zurich	1,087
285	http://www.englishforum.ch/introductions/252596-new-z-rich.html	5	New in Zürich	725
