	topic	thread	user	views	replies	location	date	post	user_posts	since	exp	thanked	groaned	reputation
16	Food and drink	Asian grocery stores and restaurant in Bern?	taraGal	20711	29	Location: Bern	21.04.2010, 13:01	" 
			
			hello   
I was living in Bern and have moved near to luzern. can you help me as well for shops for asian food in luzern or near to luzern?   
the shop in liebefeld is very big and always have fresh fruts and vegetables.   
when you also interested, I could give you the phone nr. of my asian cook from which I have learnd chinese and thai food to cook. he is a very nice person, he is chinese and works as a cook.   
mayby he still organices the cooking hours.   
greetings from schwyz   
hello   
also there are some asian restaurants in markthalle bubenbergplatz, and a good shop for fresh fish and vegetable in schwanengasse, these is near bei bubenbergplatz where the markthalle is   
down in the markthalle are indian, turkisch and other nice restaurants. everytime when I visite bern I go to markthalle.   
also in the new shopping center in brünnen there are some asian restaurants. go with bus 14 (loeb ecke) to the end (brünnen) there is a big shopping center with restaurant, cinema and bathing.   
greetings from schwyz[/QUOTE]
		"	Posts: 7	Join Date: Apr 2010	Newbie	Groaned at 0 Times in 0 Posts	Thanked 1 Time in 1 Post	no particular reputation at present
17	Food and drink	The Great Big Tea Thread	guest	4811	74	null	null	" 
			
			Tea is for Sick people   "	null	null	null	null	null	null
18	Food and drink	raclette under the oven grill.. meh	ipoddle	1558	45	Location: basel	18.12.2016, 18:52	" 
			
			The army blankets are potato cosies sewn together, surely...      "	Posts: 757	Join Date: Jan 2008	Forum Veteran	Groaned at 20 Times in 13 Posts	Thanked 619 Times in 271 Posts	earned the respect of many
19	Food and drink	Wherw to buy whole grain wheat	ubya308	1155	3	Location: Zurich	27.12.2016, 09:56	" 
			
			Quantity? For human consumption or for an animal?
		"	Posts: 5	Join Date: Mar 2013	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
20	Food and drink	Friday food thread - Coop to start selling bug burgers	Medea Fleecestealer	2107	28	Location: Misery-Courtion	21.12.2016, 21:26	" 
			
			Great culinary news that should fly to every household in CH! It only   me if I should also make some   or   as an hor d'oeuvres for X-mad dinner.   "	Posts: 13,853	Join Date: Jul 2011	Forum Legend	Groaned at 173 Times in 137 Posts	Thanked 9,948 Times in 5,677 Posts	a reputation beyond repute
21	Food and drink	Cranberry Sauce	Swisstree	1315	4	Location: Hants/ZH	23.12.2016, 16:05	" 
			
			Simple: cranberries, sugar, water.  Doesn't need anything else.   "	Posts: 1,593	Join Date: Aug 2007	Forum Veteran	Groaned at 25 Times in 18 Posts	Thanked 2,817 Times in 1,041 Posts	a reputation beyond repute
22	Food and drink	Christmas dinner, appetisers and sides	Pather	5323	151	Location: Bern	09.12.2016, 22:20	"    No, it's nothing special and life's too short.     
To the OP:     
Devils on horseback. Prunes wrapped in bacon. Always goes down well with everyone and you can prepare them before hand and chuck them in the oven.       
Nigel Slater's got some twists on it   "	Posts: 780	Join Date: Oct 2009	Forum Veteran	Groaned at 21 Times in 13 Posts	Thanked 901 Times in 322 Posts	a reputation beyond repute
23	Food and drink	Looking for sunflower seeds (in shell) in Basel	almostperfekt	1630	9	Location: Basel	20.12.2016, 00:04	" 
			
			I was actually able to find some at a larger Migros the other day in the snack and chip aisle. They only have the salted kind but at least it's something!
		"	Posts: 9	Join Date: Nov 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 3 Times in 2 Posts	no particular reputation at present
24	Food and drink	Churros!	Cactina	3117	18	Location: Zurich	05.01.2014, 21:46	" 
			
			Churros available at the Christmas market at Bellevue in Zurich.
		"	Posts: 144	Join Date: May 2008	Member	Groaned at 2 Times in 2 Posts	Thanked 168 Times in 38 Posts	an excellent reputation
25	Food and drink	Christmas goose	eng_ch	2236	37	Location: Richterswil	06.12.2016, 11:01	"    Probably the closest thing that you might has had is duck.
		"	Posts: 1,284	Join Date: Nov 2005	Forum Veteran	Groaned at 4 Times in 4 Posts	Thanked 1,045 Times in 572 Posts	a reputation beyond repute
26	Food and drink	Sugar-free + Dairy-free Cakes	celine79	321	5	Location: Basel	18.12.2016, 14:57	    Although her tiny, growing body would have thanked you much more for a nice good  beefsteak....   (but of course you would have been accused of heinous acts against humanity)  	Posts: 11	Join Date: Nov 2010	Newbie 1st class	Groaned at 0 Times in 0 Posts	Thanked 8 Times in 5 Posts	no particular reputation at present
27	Food and drink	Dealing with an expensive Starbucks addiction	coffeecake	1257	53	Location: Zurich	18.12.2016, 16:09	"    Oh dear, 2% of your income is an expensive addiction?    
Remember, 50% of your income is hers.       Indeed.   
Tom
		"	Posts: 4	Join Date: Dec 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
28	Food and drink	Magimix Food Processor	krlock3	601	2	Location: Zürich	15.12.2016, 15:56	"    Ordered and on it's way... thanks    
Now I just hope it fits in our kitchen!
		"	Posts: 2,423	Join Date: Feb 2006	Forum Veteran	Groaned at 39 Times in 27 Posts	Thanked 1,464 Times in 758 Posts	a reputation beyond repute
29	Food and drink	duck fat in Zug	Catherine W	727	4	Location: Zug	14.12.2016, 09:59	" 
			
			Thanks! I'll try that  "	Posts: 20	Join Date: Nov 2016	Newbie 1st class	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
30	Food and drink	Where to find Rousong in Switzerland (dried Chinese pork floss)	lost_inbroad	1267	24	Location: Town or region	21.10.2016, 20:07	"    Easy to get in London's chinatown (I sprinkle it on steamed chinese veg, topped with slightly diluted oyster sauce) but haven't looked for it here.  I'll check in New Asia Markt next time I go.
		"	Posts: 10,197	Join Date: Dec 2009	Unbridled Mod	Groaned at 570 Times in 368 Posts	Thanked 13,042 Times in 5,194 Posts	a reputation beyond repute
31	Food and drink	Fresh whole coconuts - are they sold anywhere?	Uncle GroOve	889	10	Location: Mendrisio	12.12.2016, 10:44	"       
Tom
		"	Posts: 1,069	Join Date: Feb 2008	Forum Veteran	Groaned at 7 Times in 5 Posts	Thanked 720 Times in 376 Posts	a reputation beyond repute
32	Food and drink	Turkeys for sale near Nyon	English Bloke	820	5	Location: Vaud	11.12.2016, 19:12	"    Bad idea.   
Tom
		"	Posts: 21	Join Date: Oct 2015	Newbie 1st class	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
33	Food and drink	Coffee Machine recommendation ?	John_H	2386	36	Location: Nyon	19.11.2016, 22:23	"    Without going into the whole Zen of the perfect coffee thing, the two  factors in the taste of a coffee are: 
1) What beans you use. 
2) How recently those beans were ground.   
As to the machines, I've got through two myself in about 21 years, but I also happen to be the kind of guy who people say ""You're a handy type of guy, would you have a look at our coffee maker, the shop says it can't be repaired?"", so I've probably had about 25 of them apart over the years.   
Even amongst the top brands, some are just not very well designed, but some are real workhorses which are relatively easy to put back into service.   
Of the ones that I could return to service the three most common faults are 
1) Lack of cleaning of the machine. 
2) Damage to the control system or sensors. 
3) Grinder becoming caked up with bean powder.   
If you buy a machine with a weak mechanism and never brush the coffee powder off the mechanism, and vacuum out all the grounds, then the mechanism will eventually give in.   
If you aren't careful with filling the water reservoir then the moisture which ends up inside the machine will eventually do do the hoo hooey on you.   
To clean the caked powder out of the grinder you usually need to completely disassemble the machine. The cleaning is pretty straightforward, but getting to the bits which need cleaning takes a bit of time and a fair portion of jiggery pokery.   
When you are looking at the bottom of the market, go to a shop which has the top of the line ones as well and compare the mechanism. Some of the bottom of the line models are pretty straight clones of the more expensive ones, the easy way to spot this is to put the mechanisms side by side.
		"	Posts: 1,849	Join Date: May 2013	Forum Veteran	Groaned at 61 Times in 33 Posts	Thanked 2,166 Times in 845 Posts	a reputation beyond repute
34	Food and drink	Grill Poulet	English Bloke	773	0	Location: Vaud	11.12.2016, 19:14	" 
			
			Hi all. 
There was a man in a van selling the most amazing grilled chickens very Friday evening in Trelex but he has stopped for the winter months. Any ideas are welcomed as to a location- if any near Nyon, Gland, Rolle please ( without COOP, Migros etc)
		"	Posts: 21	Join Date: Oct 2015	Newbie 1st class	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
35	Food and drink	Toblerone removes mountains	adrianlondon	2577	47	Location: Basel	08.11.2016, 11:26	" 
			
			It's a direct result of global warming. Erosion of the glaciers and ice fields exposes the rock to the elements thereby reducing the peaks.   
But if you insist on using your deodorants and running the AC in your vehicles this was bound to happen.   
Selber schuld.
		"	Posts: 8,866	Join Date: Nov 2009	Forum Legend	Groaned at 189 Times in 172 Posts	Thanked 24,504 Times in 6,583 Posts	a reputation beyond repute
36	Food and drink	Christmas cake in Zurich... where?	Xamarth	2164	14	Location: Zürich	05.12.2009, 16:32	    As Globus food hall are doing Brit Christmas they have quite a selection this year   	Posts: 122	Join Date: Nov 2009	Member	Groaned at 7 Times in 2 Posts	Thanked 30 Times in 18 Posts	made some interesting contributions
37	Food and drink	Where to buy Shu & Sake?	Lou	1591	5	Location: Zurich	13.08.2013, 15:11	    	Posts: 3,784	Join Date: Mar 2006	Forum Legend	Groaned at 10 Times in 10 Posts	Thanked 3,227 Times in 1,474 Posts	a reputation beyond repute
38	Food and drink	Nespresso Capsules	Yokine	33886	83	Location: Perthia	29.12.2006, 14:41	"    Same here, I was living off Nespresso capsules at work for my first couple of weeks.  I have to admit it was more because they were free and convenient rather than for the taste.  It was a bit too strong for my liking, and by the end of the fortnight I was shaking  ... (nearly).   
Problem solved when the office bought me my very own kettle and a supply of Asda tea.     
Who needs nespresso when you can have Asda...?
		"	Posts: 1,233	Join Date: Mar 2006	Forum Veteran	Groaned at 1 Time in 1 Post	Thanked 901 Times in 444 Posts	a reputation beyond repute
39	Food and drink	Cheapest coffee in Zurich	bankster	1772	20	Location: ZH	19.11.2016, 14:25	" 
			
			Come over to UZH: CHF 1.50  
But really bad   "	Posts: 10	Join Date: Oct 2016	Newbie 1st class	Groaned at 0 Times in 0 Posts	Thanked 1 Time in 1 Post	no particular reputation at present
40	Food and drink	Where to find quality frozen fish mix	thewiz	848	14	Location: Männedorf	30.11.2016, 00:57	" 
			
			You could look in Aldi and Lidl too.  I saw some Fruitti de Mer in one of them on Friday.
		"	Posts: 3	Join Date: Nov 2014	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
41	Food and drink	Do you drink tap water?	Sarahzuri19	41617	448	Location: Zurich	10.05.2011, 18:51	" 
			
			perfectly safe to drink, some of the best on the planet.   
Now personally, spoiled brat that I am, I drink bottle because I like the bubble and the coldness of the fridge. I plan thought to switch to a brita filter and a bubble-maker soon.
		"	Posts: 2	Join Date: May 2011	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
42	Food and drink	goddamit .. I only went in for some milk	CathHarmony	3340	75	Location: Best City, Greatest Nation	03.12.2016, 11:58	" 
			
			This thread in a nutshell:        "	Posts: 1,318	Join Date: Aug 2010	Forum Veteran	Groaned at 194 Times in 107 Posts	Thanked 1,098 Times in 602 Posts	a reputation beyond repute
43	Food and drink	Beware - Sahar Indian restaurant, Glatt, Zurich	Dark Knight	2434	27	Location: Zurich	06.11.2016, 17:06	    Sounds like a normal Swiss restaurant.   	Posts: 17	Join Date: May 2012	Newbie 1st class	Groaned at 2 Times in 1 Post	Thanked 5 Times in 3 Posts	no particular reputation at present
44	Food and drink	Where to buy brown rice (in Zürich)?	Trikk	6090	29	Location: Zürich	17.01.2013, 15:24	" 
			
			vollreis is not the volkonreis? I am not sure this is the same as brown rice
		"	Posts: 110	Join Date: Oct 2009	Member	Groaned at 0 Times in 0 Posts	Thanked 28 Times in 26 Posts	earned some respect
45	Food and drink	Mincemeat recipe	Pather	568	12	Location: Bern	29.11.2016, 21:13	" 
			
			Ok just in case you feel you have missed the boat (don't have 12 months for your mince to mature) and are having visitors from the uk, you can ask them to bring some mince pies and christmas pud.    
I looked on line and Iceland! won the top prize for mince pies and christmas pud. So I went to Iceland (for the first time in my life) and bought some.   
they are both delicious!           
If you want the gluten free version both of these  (free from and Iceland gluten free) are also quite ok, quite above average but not as good as Iceland non gluten free. Free From also do a christmas pud that i have not tried yet but I think the free from range is sometimes better quality than non free from so it most likely is quite ok, probably even better if you tzjuj it up with some brandy.             
whatever you do do not get the Co-op luxury mince pies - just awful. I don't think  even drenching them in brandy would help.
		"	Posts: 780	Join Date: Oct 2009	Forum Veteran	Groaned at 21 Times in 13 Posts	Thanked 901 Times in 322 Posts	a reputation beyond repute
46	Food and drink	Restaurant for Christmas dinner on 25th December	Dore_84	655	3	Location: Zurich	29.11.2016, 23:01	" 
			
			Hi Dore,   
Long story short, we landed at the Dolder last Christmas with a (then) six month old baby.  Unsurprisingly, it was not busy -- and the staff could not have been more helpful or accommodating with the little one.  It was lovely.   
Sorry that this isn't quite what you're looking for, but hope this helps.   
SN
		"	Posts: 70	Join Date: Jul 2010	Junior Member	Groaned at 0 Times in 0 Posts	Thanked 11 Times in 8 Posts	no particular reputation at present
47	Food and drink	Brunch/ Dinner Zurich	Pinkpanter	340	4	Location: Zug	30.11.2016, 15:38	" 
			
			This thread might help with the brunch search       "	Posts: 52	Join Date: Apr 2015	Junior Member	Groaned at 1 Time in 1 Post	Thanked 18 Times in 11 Posts	considered knowledgeable
48	Food and drink	American Food Store now in Zurich	Upa	2389	29	Location: Zurich	30.08.2016, 07:27	" 
			
			OK, here is the scoop as I know it. ""Choosy mothers choose Jif"" vs. ""Mom loves Skippy, that's a hunch, cause she always puts Skippy in my lunch."" Now, based only on jingle power, which would you choose??   
Actually, Simply Jif is the only Jif for me. No added palm oil (ok, 2% or less rapeseed or soy is the claim on the label). I can tell because I am reading this off the almost-empty jar that sits in my pantry, the one that I just can't bring myself to finish off because then IT WILL ALL BE GONE. Horrors. Basically 98% peanuts. And just enough of the junky stuff to keep it from freezing your jaw shut or sticking your tongue to the roof of your mouth for a week, like the all naturals. Just by way of explanation, i.e., not all Jifs are equal.   
Cheetos, however, can't go wrong with any of them. Let me at 'em! 
Upa.
		"	Posts: 7	Join Date: Jul 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 35 Times in 5 Posts	no particular reputation at present
49	Food and drink	South Indian foods allowed to carry to Switzerland	Kanz	1401	14	Location: Basel	08.07.2016, 10:24	"    There are several Indian and Asian stores in Zürich that always have fresh curry leaves in stock. You can also dry them out or freeze them if you don't use the whole bag. Actually you can get most items in Zürich with a bit of searching, unless its a really unusual ingredient or a special brand.
		"	Posts: 7	Join Date: May 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
50	Food and drink	Engadiner Nusstorte recipe	CBTurallo	466	4	Location: Colorado	28.11.2016, 22:57	"    Could he have meant Bündner Pfirsichsteine? (They aren't a torte)   
Marzipan is fairly common on Torten.
		"	Posts: 2	Join Date: Nov 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
51	Food and drink	Homebrew Success In Switzerland	guest	24715	168	null	null	"     
No problem at all.  When you add the hot water to the malt extract it does pong a bit but it's a lovely, mouth watering, yummy pong  .  If you like Marmite that is.   
Go for it  .
		"	null	null	null	null	null	null
52	Food and drink	Edible prints for cakes Lausanne - or close by- URGENT	blackpietka	526	1	Location: Lausanne	28.11.2016, 00:08	" 
			
			I don't have friends, thus I wouldn't have anybody to send such wonderful cake with a picture of myself to....but Google reassured me, that they're always going to be my friends forever-ever. They also told me to check out the following links, should I out of the blue manage to obtain a friend whom I would like to send a wonderful cake with a picture of myself to.                   "	Posts: 1	Join Date: Nov 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
53	Food and drink	Good argentinean restaurants?	ldibiase	1464	10	Location: Zurich	19.11.2016, 21:45	"    There is another branch of the same restaurant in Uster. You may want to check that out too.
		"	Posts: 12	Join Date: Dec 2014	Newbie 1st class	Groaned at 0 Times in 0 Posts	Thanked 5 Times in 4 Posts	considered knowledgeable
54	Food and drink	Turkey fryer	guest	2171	67	null	null	"    Biggest cause of Thanksgiving house fires in the US.  Lets see how many house will burn down this year from attempting this.
		"	null	null	null	null	null	null
55	Food and drink	Migros Cornatur with mozarella and slivers of glass		828	0	Location: Zürich	23.11.2016, 13:25	" 
			
			Just got a letter from Migros saying that slivers of glass were found in this produkt and that we should send it back if not already eaten. I was wondering why I started bleeding when I took that crap a few days ago after eating it.      "	Posts: 3,744	Join Date: Oct 2007	Forum Legend	Groaned at 385 Times in 202 Posts	Thanked 1,178 Times in 756 Posts	m
56	Food and drink	Vitamix Blender	Martin.S	15312	29	Location: Boston	25.04.2011, 17:08	" 
			
			We're in a similar situation.  Want to bring my Vitamix 5000 but can't due to  
the voltage difference.   
I called Vitamix earlier today.  I asked about purchasing the european 
version of the machine in the US.  They told me that it can be purchased 
directly through them.  Cost is $699 + tax + $25 shipping/handling.  That 
is a lot more than the regular US version of the vitamix.   
Just for comparison, the regular 110V US version of the Vitamix for 
sale at Costco stores here is about $400 + tax.  They gave me some BS 
reason for it being more expensive.  Bah.  It's the same machine they 
ship to Europe, they just want to charge more for selling it here in the 
States.   
But $700 is still cheaper than the CHF900 prices I have seen.  Or even in 
Germany where I have seen prices of around 650 Euros.   
I'm trying to find a cheaper one on the internet.  I will definitely bring 
one when we ship our things over.   
DavidSJC
		"	Posts: 33	Join Date: Nov 2010	Junior Member	Groaned at 0 Times in 0 Posts	Thanked 7 Times in 5 Posts	no particular reputation at present
57	Food and drink	Cocktail or mixology bars in Zurich	maloriediana	3648	7	Location: Pfäffikon SZ	12.09.2013, 19:31	" 
			
			I don't normally drink cocktails but I will shortly be going to Widder Bar in Zürich and I see they have a big cocktail list, so I was going to try that instead of the same old beer/wine. Does anyone have recommendation for bitter cocktails that they like? I don't like sweet drinks, so the bitterer the better... Yes I will probably ask the bar staff too, but just doing some advance research to know a bit less than zero when I am there. Thx!
		"	Posts: 11	Join Date: Jun 2013	Newbie 1st class	Groaned at 0 Times in 0 Posts	Thanked 1 Time in 1 Post	become a little unpopular
58	Food and drink	Pumpkin pie ingredients in Zurich?	jwol	1366	20	Location: Thalwil	20.11.2016, 19:24	"    I'm not sure why you would think that.
		"	Posts: 55	Join Date: Oct 2007	Junior Member	Groaned at 1 Time in 1 Post	Thanked 4 Times in 2 Posts	no particular reputation at present
59	Food and drink	La Cote / Nyon eateries Christmas - New Years	bowlie	952	1	Location: Nyon	20.11.2016, 16:19	" 
			
			If you like Auberge de Bossy, you must certainly try this one out in Céligny         
Not sure if they are open on NY Eve.
		"	Posts: 165	Join Date: Oct 2014	Member	Groaned at 4 Times in 3 Posts	Thanked 76 Times in 52 Posts	earned some respect
60	Food and drink	Le Creuset chipped	Catherine W	976	4	Location: Zug	21.11.2016, 12:06	"    That is the killer for any glass/porcelain enamelled metal surface. Putting a cold enamelled pot onto a hot element, filling a hot pot with something cold, quenching the pot while hot will eventually cause the glaze to separate from the metal. The problem is that the glaze and the metal contract at two different rates, heating or cooling the item rapidly sets up a tension in the boundary layer between the two materials.   
Not to divert every single thread into one about cars, but the exhaust manifolds on Jaguar and quite a few other classic cars are covered with porcelain enamel. They used to last a lot longer, but some of the materials used in the glaze are highly toxic and no longer used by the companies which use them, so although you can have them reglazed, they don't last much longer than about 3 years regardless of how carefully one treats them.
		"	Posts: 20	Join Date: Nov 2016	Newbie 1st class	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
61	Food and drink	good fishmonger Zug	Catherine W	1106	9	Location: Zug	19.11.2016, 12:38	" 
			
			Great, thank you!  "	Posts: 20	Join Date: Nov 2016	Newbie 1st class	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
62	Food and drink	Goose for Christmas	krolley	1459	17	Location: Brüttisellen	19.06.2013, 19:20	"    I bought one from a local farmer a few years ago, I don't recall how many kg's it was, but it was around 150 CHF and it fed 6 people. So I would say for 10 people expect to pay at least probably around 250 CHF. Definitely wasn't cheap, but it was so delicious I would really like to do it again.
		"	Posts: 35	Join Date: Mar 2008	Junior Member	Groaned at 0 Times in 0 Posts	Thanked 4 Times in 3 Posts	no particular reputation at present
63	Food and drink	Looking for highly specific mineral water	TraditionalX	953	19	Location: Zurich	08.11.2016, 09:26	"    Depending on the source you may be drinking Hitlers pee.  
Just to fulfill Godwin.   
O.k. even Valsers St. Peter source which is 1000 meters deep only takes 25 years from the top.   
A special case is the Romina Mineralbrunnen which due to geological conditions sources water which has seen the last daylight more than 10000 years ago. Here is your mammoth piss.
		"	Posts: 2	Join Date: Nov 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 4 Times in 1 Post	no particular reputation at present
64	Food and drink	Craft Beer in Zurich?	Smatter	723	13	Location: Zurich	09.11.2016, 20:57	" 
			
			When I visited Zurich I also liked the International Beer Bar. 
They have a good selection of specialty beers from all around the world. Personally, I liked it a lot.
		"	Posts: 8	Join Date: May 2015	Newbie	Groaned at 0 Times in 0 Posts	Thanked 2 Times in 2 Posts	no particular reputation at present
65	Food and drink	cake in Zurich	Hansenaz	646	10	Location: USA	14.11.2016, 16:49	    Baker's dozen?    	Posts: 3	Join Date: Nov 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 2 Times in 1 Post	no particular reputation at present
