	hrefs	replies	threads	views
74	http://www.englishforum.ch/concerts/226773-what-time-do-concerts-hallenstadion-typically-end.html	12	What time do concerts at the Hallenstadion typically end?	2,309
75	http://www.englishforum.ch/concerts/230057-duo-l-unique-basel-01-01-1970-a.html	0	Duo in L'unique Basel | 01.01.1970	1,178
76	http://www.englishforum.ch/concerts/227433-percussionists.html	1	percussionists	1,389
77	http://www.englishforum.ch/concerts/227416-st-john-passion-passio-secundum-johannem-johann-sebastian-bach-01-01-1970-a.html	1	St John Passion (Passio secundum Johannem) by Johann Sebastian Bach | 01.01.1970	1,476
78	http://www.englishforum.ch/concerts/62750-live-music-venue-basel.html	12	Live Music Venue Basel	8,612
79	http://www.englishforum.ch/concerts/229576-summerdays-festival-arbon.html	0	Summerdays Festival, Arbon	1,144
80	http://www.englishforum.ch/concerts/229464-tony-martinez-cuban-power-01-01-1970-a.html	0	Tony Martinez & The Cuban Power | 01.01.1970	1,175
81	http://www.englishforum.ch/concerts/229127-metronomy-xtra-5-march.html	0	Metronomy at the Xtra - 5 March	925
82	http://www.englishforum.ch/concerts/222036-interpol-zurich-31-january-2015-a.html	6	Interpol in Zurich - 31 January 2015	2,681
83	http://www.englishforum.ch/concerts/228692-black-label-society-march-14-pratteln.html	1	Black Label Society March 14 Pratteln	1,273
84	http://www.englishforum.ch/concerts/218218-hang-great-swiss-invention.html	33	The Hang- a great Swiss invention	2,912
85	http://www.englishforum.ch/concerts/227418-st-john-passion-passio-secundum-johannem-johann-sebastian-bach-01-01-1970-a.html	0	St John Passion (Passio secundum Johannem) by Johann Sebastian Bach | 01.01.1970	1,203
86	http://www.englishforum.ch/concerts/227172-moon-duo-zurich-april-18th.html	0	Moon Duo in Zurich - April 18th	1,074
87	http://www.englishforum.ch/concerts/222379-jazz-lovers-where-best-jazz-places-zurich-lucerne-berne-basel.html	5	Jazz lovers! Where are the best Jazz places in Zurich, Lucerne, Berne or Basel?	1,949
88	http://www.englishforum.ch/concerts/224731-manowar-st-jakobshalle-basel.html	6	Manowar, St. Jakobshalle Basel	1,836
89	http://www.englishforum.ch/concerts/225576-foo-fighters-16-06-2015-a.html	0	Foo Fighters 16.06.2015	1,354
90	http://www.englishforum.ch/concerts/225512-russian-speakers-suisse-romande-ddt-concert-geneva.html	0	Russian speakers in Suisse-romande ? DDT concert in Geneva !	1,138
91	http://www.englishforum.ch/concerts/223886-ceremony-carols-christmas-carol-concert-01-01-1970-a.html	2	A Ceremony of Carols and Christmas Carol Concert | 01.01.1970	1,750
92	http://www.englishforum.ch/concerts/222960-ogma-concert-lausanne-01-01-1970-a.html	1	OGMA in concert (Lausanne) | 01.01.1970	1,229
93	http://www.englishforum.ch/concerts/222962-ogma-concert-fribourg-01-01-1970-a.html	1	OGMA in concert (Fribourg) | 01.01.1970	1,195
94	http://www.englishforum.ch/concerts/223106-folk-s-opera-martha-very-entertaining.html	5	Folk's Opera Martha VERY entertaining!	1,673
95	http://www.englishforum.ch/concerts/222290-machine-head-friday-zurich-komplex.html	2	Machine Head this Friday, Zurich Komplex	1,508
96	http://www.englishforum.ch/concerts/222966-ogma-concert-bern-01-01-1970-a.html	0	OGMA in concert (Bern) | 01.01.1970	1,118
97	http://www.englishforum.ch/concerts/221845-ricardo-sanz-friends-swan-big-band-01-01-1970-a.html	0	Ricardo Sanz & friends with Swan Big Band | 01.01.1970	1,411
98	http://www.englishforum.ch/concerts/221826-peter-gabriel-hallenstadion-nov-18-a.html	1	Peter Gabriel at the Hallenstadion, Nov 18	1,198
99	http://www.englishforum.ch/concerts/221769-slf-sedel-19-11-14-any-tips.html	0	SLF at Sedel 19.11.14 - any tips?	1,101
100	http://www.englishforum.ch/concerts/221442-classical-concert-bern-december-13-01-01-1970-a.html	0	Classical Concert in Bern December 13 | 01.01.1970	1,367
101	http://www.englishforum.ch/concerts/221294-flamenco-concert-dancer-saturday-zurich.html	0	Flamenco Concert with Dancer this Saturday in Zurich	1,028
102	http://www.englishforum.ch/concerts/221283-piano-cello-concert-bern.html	0	Piano Cello Concert in Bern	1,099
103	http://www.englishforum.ch/concerts/221169-medieval-music-free-concert-basel.html	2	Medieval Music - free concert in Basel	1,371
104	http://www.englishforum.ch/concerts/220710-sandra-stranieri-band-bar-58-luzern-22-00-01-01-1970-a.html	0	Sandra Stranieri & Band @ Bar 58 Luzern 22:00 | 01.01.1970	1,403
105	http://www.englishforum.ch/concerts/220629-live-gig-stall-6-singer-brooklyn.html	0	Live Gig at Stall 6 - Singer from Brooklyn	1,074
106	http://www.englishforum.ch/concerts/219969-biophilia-film-live-monday.html	6	Biophilia the film live on monday	1,440
107	http://www.englishforum.ch/concerts/219461-irish-folk-festival-2014-gaelic-storm-pours-down-irish-whiskey-soked-tunes.html	0	Irish Folk Festival 2014 -- Gaelic Storm pours down Irish Whiskey-soked Tunes	1,426
108	http://www.englishforum.ch/concerts/217479-me-aus-neckless-ch-tour-switzerland.html	5	ME (Aus) & Neckless (CH) Tour in Switzerland	1,659
109	http://www.englishforum.ch/concerts/218892-slf-19-nov-luzern.html	0	SLF 19 Nov. Luzern	948
110	http://www.englishforum.ch/concerts/218886-flames-3-oct-komplex-457-z-rich.html	0	In Flames 3.Oct @ Komplex 457 (Zürich)	1,082
111	http://www.englishforum.ch/concerts/218611-queen-hallenstadion-february-19-2015-a.html	4	Queen - Hallenstadion - february 19,  2015	1,493
112	http://www.englishforum.ch/concerts/218522-il-tempo-gigante-denmark.html	0	Il Tempo Gigante - Denmark	1,114
113	http://www.englishforum.ch/concerts/217538-ezra-furman-live-concert-zurich-01-01-1970-a.html	1	Ezra Furman Live in Concert, Zurich | 01.01.1970	1,270
114	http://www.englishforum.ch/concerts/217276-big-band-brunch.html	7	Big Band Brunch	1,248
115	http://www.englishforum.ch/concerts/213752-pal-o-what-expect.html	9	Paléo - What to expect	2,115
116	http://www.englishforum.ch/concerts/211596-black-sabbath-20th-june-hallenstadion.html	5	Black Sabbath - 20th June @ Hallenstadion	1,881
117	http://www.englishforum.ch/concerts/207926-rodrigo-y-gabriela-10th-july-anyone-interested-going.html	2	Rodrigo Y Gabriela  - 10th July - Anyone interested in going?	1,545
118	http://www.englishforum.ch/concerts/215661-zurich-open-air.html	2	Zurich Open Air	1,451
119	http://www.englishforum.ch/concerts/213571-johnny-clegg.html	5	Johnny Clegg	1,707
120	http://www.englishforum.ch/concerts/215491-hold-line.html	2	Hold the Line...	922
121	http://www.englishforum.ch/concerts/215023-ticket-sale-amy-macdonald-schaffhausen.html	3	Ticket for sale for Amy Macdonald in Schaffhausen	1,291
122	http://www.englishforum.ch/concerts/214873-deine-lakaien-zurich-november-26th.html	0	Deine Lakaien in Zurich - November 26th	984
123	http://www.englishforum.ch/concerts/214872-raveonettes-winterthur-october-30th.html	0	Raveonettes in Winterthur - October 30th	1,053
124	http://www.englishforum.ch/concerts/214839-hiromi-trio-project-zug.html	0	Hiromi: The Trio Project (in Zug)	979
125	http://www.englishforum.ch/concerts/213826-streetparade-2014-a.html	26	Streetparade 2014	3,543
126	http://www.englishforum.ch/concerts/213833-zurich-tonhalle-play-bbc-proms-2014-stream-available-30-days.html	0	Zurich Tonhalle play at the BBC Proms 2014 - stream available for 30 days	1,098
127	http://www.englishforum.ch/concerts/213490-monty-python-live-transmission-path-dietlikon.html	2	Monty Python live transmission at Pathé Dietlikon.	1,460
128	http://www.englishforum.ch/concerts/212299-dolly-parton-locarno-ti.html	3	Dolly Parton at Locarno TI	1,410
129	http://www.englishforum.ch/concerts/209756-pennywise.html	3	Pennywise	1,709
130	http://www.englishforum.ch/concerts/212499-randy-newman-kkl-luzern.html	0	Randy Newman at KKL Luzern	1,418
131	http://www.englishforum.ch/concerts/211553-camerata-bern-christian-tetzlaff.html	0	Camerata Bern with Christian Tetzlaff	1,151
132	http://www.englishforum.ch/concerts/209631-rigoletto-free-open-air-opera-sechsel-utenplatz-01-01-1970-a.html	1	Rigoletto - free Open Air Opera @Sechseläutenplatz | 01.01.1970	1,873
133	http://www.englishforum.ch/concerts/210866-geneva-area-guitare-en-sc-ne-july.html	1	Geneva Area - Guitare en Scène (July)	1,333
134	http://www.englishforum.ch/concerts/210194-places-summer-flicks.html	2	Places for Summer Flicks	1,629
135	http://www.englishforum.ch/concerts/209535-stars-town-heitere-festival.html	4	Stars in Town or Heitere Festival	1,280
136	http://www.englishforum.ch/concerts/209943-not-missed-afro-pfingsten.html	0	Not to be missed! [Afro-Pfingsten]	1,064
137	http://www.englishforum.ch/concerts/209810-metal-gig-zurich-saturday-31-05-14-a.html	0	Metal gig in Zurich this saturday 31/05/14	1,113
138	http://www.englishforum.ch/concerts/209260-23-may-19-15-horgen-swan-big-band-free-concert.html	0	23 May 19.15 Horgen - Swan Big Band - Free concert!	1,027
139	http://www.englishforum.ch/concerts/209250-23-5-2014-19h-chamber-music-concert-zurich.html	0	23.5.2014 19h.Chamber music concert in Zurich	987
140	http://www.englishforum.ch/concerts/203774-snarky-puppy-may-25th-muri.html	2	Snarky Puppy - May 25th in Muri	1,695
141	http://www.englishforum.ch/concerts/209047-country-yvonand-01-01-1970-a.html	1	Country Yvonand | 01.01.1970	1,220
142	http://www.englishforum.ch/concerts/208514-golden-oldies-la-sagne-neuchatel.html	0	Golden Oldies in La Sagne [Neuchatel]	1,084
143	http://www.englishforum.ch/concerts/208240-rock-im-park-2014-a.html	2	Rock im Park 2014	1,567
144	http://www.englishforum.ch/concerts/207672-do-you-remember-oldskool-rave-party-bern.html	0	"""Do You Remember"", oldskool rave party in Bern."	1,179
145	http://www.englishforum.ch/concerts/203249-swiss-vocal-arts.html	1	Swiss Vocal Arts	1,329
146	http://www.englishforum.ch/concerts/206984-open-air-konzert.html	1	Open-Air Konzert	1,269
147	http://www.englishforum.ch/concerts/206542-country-rock-music-night-aarburg.html	1	Country Rock Music night in Aarburg	1,631
148	http://www.englishforum.ch/concerts/205154-open-mic-performances-basel.html	5	Open mic performances in Basel	2,018
149	http://www.englishforum.ch/concerts/206288-good-friday-concert-basel-m-nster-18-04-2014-a.html	0	Good Friday-Concert at Basel Münster 18.04.2014	1,182
150	http://www.englishforum.ch/concerts/206047-free-backyard-choir-concerts-looking-choir.html	1	Free backyard choir concerts - Looking for a choir?	1,216
151	http://www.englishforum.ch/concerts/205630-medeski-martin-wood-w-nels-cline-after-fact.html	1	Medeski Martin & Wood w/Nels Cline - after the fact....	1,361
152	http://www.englishforum.ch/concerts/205619-platz-fascht.html	0	Platz Fascht	1,228
153	http://www.englishforum.ch/concerts/189750-cheap-opera-tickets.html	18	Cheap opera tickets	4,963
154	http://www.englishforum.ch/concerts/205264-walk-off-earth-14-4-14-a.html	0	Walk off the Earth - 14.4.14	1,125
155	http://www.englishforum.ch/concerts/203602-irish-music.html	0	Irish Music	1,040
156	http://www.englishforum.ch/concerts/202867-rufus-wainwright-zurich-31-3-14-a.html	3	Rufus Wainwright in Zurich - 31.3.14	1,438
157	http://www.englishforum.ch/concerts/201559-sepultura-22nd-february-z7-pratteln.html	4	Sepultura - 22nd of February @ Z7, Pratteln	1,206
158	http://www.englishforum.ch/concerts/201080-robert-glasper-experiment.html	2	Robert Glasper Experiment	1,127
159	http://www.englishforum.ch/concerts/192719-satyricon-geneva-dec-11-a.html	3	Satyricon in Geneva Dec.11	1,567
160	http://www.englishforum.ch/concerts/198679-luzern-s-blue-balls-festival-14-a.html	3	Luzern's Blue Balls Festival 14...	1,730
161	http://www.englishforum.ch/concerts/175123-where-look-concerts.html	21	where to look for concerts.	3,839
162	http://www.englishforum.ch/concerts/197663-wedding-exhibition-zurich-2014-a.html	4	Wedding exhibition Zurich 2014	1,545
163	http://www.englishforum.ch/concerts/199307-woodkid-geneva-22-02-14-whos-going.html	3	Woodkid in Geneva 22.02.14 - whos going?	1,048
164	http://www.englishforum.ch/concerts/194255-rock-pop-concerts-january.html	1	rock/pop concerts in January	1,153
165	http://www.englishforum.ch/concerts/48216-circus-monti.html	11	Circus Monti	4,289
166	http://www.englishforum.ch/concerts/193391-folk-fun.html	0	Folk & Fun	1,353
167	http://www.englishforum.ch/concerts/192645-rock-concert-dietikon-30-11-2013-a.html	0	Rock concert in Dietikon 30.11.2013	1,053
168	http://www.englishforum.ch/concerts/192567-bastille-zurich.html	0	Bastille Zurich	1,154
169	http://www.englishforum.ch/concerts/188148-tonhallelate.html	2	tonhalleLATE	1,257
170	http://www.englishforum.ch/concerts/183961-motorhead-hallenstadion-zurich-nov-2013-a.html	4	Motorhead.  Hallenstadion, Zurich. Nov. 2013	2,016
171	http://www.englishforum.ch/concerts/190277-fat-freddy-s-drop-geneva-saturday-19-10-13-a.html	2	Fat Freddy's Drop - Geneva, this Saturday (19.10.13)	1,413
172	http://www.englishforum.ch/concerts/190389-kantorei-zhdk-vespers-friday-18-30-a.html	0	Kantorei ZHdK Vespers Friday 18:30	1,108
173	http://www.englishforum.ch/concerts/190286-live-country-rock-bar49-oltnerstrasse-49-a.html	0	'LIVE' Country Rock at Bar49 Oltnerstrasse 49	850
174	http://www.englishforum.ch/concerts/188899-sean-paul-concert.html	5	Sean Paul concert	1,523
175	http://www.englishforum.ch/concerts/189676-irish-folk-festival-2013-gaelic-storm-pours-down-irish-whiskey.html	2	Irish Folk Festival 2013 -- Gaelic Storm pours down Irish whiskey	1,725
176	http://www.englishforum.ch/concerts/188951-up-smoke-festival-near-basel.html	0	up in smoke festival (near Basel)	1,100
177	http://www.englishforum.ch/concerts/188581-tim-hecker-lausanne-saturday.html	0	Tim Hecker in Lausanne this Saturday	950
178	http://www.englishforum.ch/concerts/187614-editors-vernier-geneva.html	1	Editors in Vernier / Geneva	1,611
179	http://www.englishforum.ch/concerts/178562-where-play-listen-jazz-music-canton-vaud-area.html	7	Where to play/listen to Jazz music  in canton Vaud area	1,684
180	http://www.englishforum.ch/concerts/186509-sing-christmas-oratorio-j-s-bach-us-basel.html	0	Sing the Christmas Oratorio from J.S.Bach with us! (Basel)	868
181	http://www.englishforum.ch/concerts/186417-live-country-rock-night-7th-september-biberburg-5042-hirschthal.html	0	"""LIVE"" Country Rock Night - 7th September at Biberburg in 5042 Hirschthal"	1,013
182	http://www.englishforum.ch/concerts/181204-passenger-z-rich-november.html	3	Passenger in Zürich in November	1,669
183	http://www.englishforum.ch/concerts/186182-z-rich-openair.html	1	Zürich openair	980
184	http://www.englishforum.ch/concerts/177716-travis-coming-winterthur.html	3	Travis are coming to Winterthur	1,585
185	http://www.englishforum.ch/concerts/185696-summerdays-arbon.html	0	Summerdays Arbon	805
186	http://www.englishforum.ch/concerts/185475-geneva-landecy-festiverbant.html	0	Geneva (Landecy) : Festiverbant	956
187	http://www.englishforum.ch/concerts/185426-elmo-delmo.html	2	Elmo Delmo	1,145
188	http://www.englishforum.ch/concerts/185448-steven-wilson-lausanne-les-docks-november-12th-2013-a.html	0	Steven Wilson, Lausanne (Les Docks), November 12th 2013	1,001
189	http://www.englishforum.ch/concerts/185113-robbie-williams.html	24	Robbie Williams,	2,217
190	http://www.englishforum.ch/concerts/185400-september-remember-charity-concert-01-01-1970-a.html	0	September to remember charity concert | 01.01.1970	900
191	http://www.englishforum.ch/concerts/184983-tickets-currently-not-available.html	3	Tickets currently not available?	1,233
192	http://www.englishforum.ch/concerts/183861-jimmy-sommerville.html	9	Jimmy Sommerville	1,619
193	http://www.englishforum.ch/concerts/184414-street-parade-zurich.html	3	Street Parade Zurich!	1,413
194	http://www.englishforum.ch/concerts/184318-rani-jam-jimi-hendrix-8th-aug.html	0	Rani Jam - Jimi Hendrix 8th Aug	786
195	http://www.englishforum.ch/concerts/179050-new-model-army-01-01-1970-a.html	1	New Model Army | 01.01.1970	1,389
196	http://www.englishforum.ch/concerts/183750-stadtmusik-festival-basel.html	0	Stadtmusik festival Basel	751
197	http://www.englishforum.ch/concerts/183097-tobias-thomhave-sweden-england.html	0	Tobias Thomhave (Sweden/England)	867
198	http://www.englishforum.ch/concerts/182700-gurtenfestival-ticket-fri-sat-sun-sale.html	0	Gurtenfestival ticket Fri/Sat/Sun for sale	893
199	http://www.englishforum.ch/concerts/182436-verbier-festival-2013-a.html	0	Verbier Festival 2013	922
200	http://www.englishforum.ch/concerts/181746-maximo-park-19th-july-2013-basel.html	3	Maximo park 19th July 2013 Basel	1,121
201	http://www.englishforum.ch/concerts/163609-bruce-springsteen-live-stade-de-gen-ve-july-3rd-2013-a.html	8	Bruce Springsteen live at Stade de Genéve, July 3rd 2013	3,001
202	http://www.englishforum.ch/concerts/181599-carshare-green-day-gig-locarno-mon-8th-july.html	0	Carshare to Green Day gig in Locarno, Mon 8th July?	829
203	http://www.englishforum.ch/concerts/181429-montreux-jazz-festival-rodriguez.html	0	Montreux jazz festival - Rodriguez	1,133
204	http://www.englishforum.ch/concerts/181355-free-big-band-concert-swan-big-band-horgen-friday-5-july.html	0	Free big band concert - Swan Big Band in Horgen Friday 5 July	800
205	http://www.englishforum.ch/concerts/143392-basel-jazz-festival.html	3	Basel Jazz Festival	1,920
206	http://www.englishforum.ch/concerts/181274-leonard-cohen-24-08-2013-z-rich.html	1	Leonard Cohen / 24.08.2013 / Zürich	1,284
207	http://www.englishforum.ch/concerts/181172-neil-young-locarno-14-07-2013-a.html	0	Neil Young in Locarno 14.07.2013	937
208	http://www.englishforum.ch/concerts/177022-stereophonics.html	3	Stereophonics	1,133
209	http://www.englishforum.ch/concerts/180621-big-trance-event-friday-basel-28-06-13-a.html	0	Big Trance Event this Friday In Basel (28.06.13)!!!	1,025
210	http://www.englishforum.ch/concerts/180536-just-bonnie-raitt.html	0	Just in: Bonnie Raitt	787
211	http://www.englishforum.ch/concerts/180320-car-driver-going-bon-jovi-gig-stuttgart-today.html	0	Car driver going to Bon Jovi gig in Stuttgart today?	732
212	http://www.englishforum.ch/concerts/180263-what-jazz-history-switzerland.html	3	What is the Jazz history in the switzerland?	1,242
213	http://www.englishforum.ch/concerts/179451-festivals-camping-greenfield-frauenfeld-open-air-etc.html	1	Festivals & Camping (Greenfield, Frauenfeld, Open Air etc.)	1,372
214	http://www.englishforum.ch/concerts/179321-lisa-stansfield.html	0	Lisa Stansfield	763
215	http://www.englishforum.ch/concerts/179284-stimmen-maximo-park-basel-19-jul-2013-a.html	0	Stimmen Maximo Park  Basel 19 Jul 2013	771
