	hrefs	replies	threads	views
42	http://www.englishforum.ch/entertainment-dining/215731-dungeons-dragons-basel.html	4	Dungeons and Dragons in Basel	2,174
43	http://www.englishforum.ch/entertainment-dining/254790-iron-maiden-3rd-rammstein-4th-june-lucerne-anyone-going.html	0	Iron Maiden 3rd and Rammstein 4th June Lucerne -  Anyone going?	876
44	http://www.englishforum.ch/entertainment-dining/250712-anyone-else-here-love-alcohol.html	17	Anyone Else Here LOVE Alcohol?	2,257
45	http://www.englishforum.ch/entertainment-dining/254386-coldplay-june.html	4	Coldplay in June	976
46	http://www.englishforum.ch/entertainment-dining/254175-opera-ballet-enthusiasts.html	0	Opera and ballet enthusiasts	860
47	http://www.englishforum.ch/entertainment-dining/235594-musicians-zurich.html	5	Musicians in Zurich?	2,074
48	http://www.englishforum.ch/entertainment-dining/148384-good-vegetarian-vegetable-rich-restaurant-zurich.html	115	Good vegetarian or vegetable-rich restaurant in Zurich?	25,506
49	http://www.englishforum.ch/entertainment-dining/252775-we-hope-your-private-parts-big.html	1	"""We hope your private parts are big!"""	1,431
50	http://www.englishforum.ch/entertainment-dining/252581-indian-music-band.html	0	Indian Music Band	988
51	http://www.englishforum.ch/entertainment-dining/198388-warhammer-basel.html	29	Warhammer Basel	5,815
52	http://www.englishforum.ch/entertainment-dining/139656-mandir-vs-indian-tandoori-palace-basel.html	65	Mandir vs Indian Tandoori Palace - Basel	9,213
53	http://www.englishforum.ch/entertainment-dining/155356-malaysian-food.html	16	Malaysian food	3,871
54	http://www.englishforum.ch/entertainment-dining/250230-buffet-basel-recommendation.html	5	Buffet in Basel - recommendation?	1,412
55	http://www.englishforum.ch/entertainment-dining/249668-cafes-bars-resident-pets.html	5	Cafes or bars with resident pets	1,296
56	http://www.englishforum.ch/entertainment-dining/125313-budget-eating-lausanne.html	20	budget eating in Lausanne?	12,462
57	http://www.englishforum.ch/entertainment-dining/251166-one-nerds.html	6	This is one for the nerds!...	1,274
58	http://www.englishforum.ch/entertainment-dining/20042-wagamama-coming-ch.html	43	Wagamama coming to CH	5,703
59	http://www.englishforum.ch/entertainment-dining/163391-zurich-whisky-ship.html	4	Zurich Whisky Ship	2,974
60	http://www.englishforum.ch/entertainment-dining/250742-buffet-lunch-dinner-near-dubendorf.html	4	Buffet lunch/dinner near dubendorf	950
61	http://www.englishforum.ch/entertainment-dining/77424-st-patrick-s-day-where-s-action.html	41	St. Patrick's Day - Where's the action?	8,506
62	http://www.englishforum.ch/entertainment-dining/749-brunch-zurich.html	191	Brunch in Zurich	82,255
63	http://www.englishforum.ch/entertainment-dining/161259-spanish-speaking-community-meeting-geneva-january-13-2013-a.html	2	Spanish-speaking community // Meeting in Geneva - January 13, 2013	1,924
64	http://www.englishforum.ch/entertainment-dining/250481-musician-pianist-jazz-band.html	0	Musician /pianist/jazz band	872
65	http://www.englishforum.ch/entertainment-dining/250332-ghost-walk-cancellations.html	0	Ghost Walk Cancellations	745
66	http://www.englishforum.ch/entertainment-dining/249585-oscars-2016-channel-zh.html	2	Oscars 2016 (Channel in ZH)	970
67	http://www.englishforum.ch/entertainment-dining/161831-cinema-films-english.html	17	Cinema films in English	5,022
68	http://www.englishforum.ch/entertainment-dining/249109-dj-needed-wedding.html	1	DJ needed for a wedding	1,083
69	http://www.englishforum.ch/entertainment-dining/245627-no-star-wars-kino-entry-kids-under-12-a.html	43	No Star Wars kino entry for kids under 12?	4,531
70	http://www.englishforum.ch/entertainment-dining/5691-best-grand-caf-zurich.html	10	Best Grand Café in Zurich?	3,673
71	http://www.englishforum.ch/entertainment-dining/248202-youngsters-20s-30s-luzern-lucerne-lets-meet.html	0	Youngsters 20s & 30s from Luzern/Lucerne - lets meet!	998
72	http://www.englishforum.ch/entertainment-dining/248160-asian-pop-up-restaurant-open-feb.html	0	Asian Pop-up Restaurant open in Feb.	996
73	http://www.englishforum.ch/entertainment-dining/248033-any-ingress-players-bern.html	0	Any Ingress players in Bern?	772
74	http://www.englishforum.ch/entertainment-dining/219213-fish-chips-basel-last.html	178	Fish and Chips in Basel. At last.	22,999
75	http://www.englishforum.ch/entertainment-dining/224895-australia-day.html	18	Australia Day	3,362
76	http://www.englishforum.ch/entertainment-dining/247532-solothurn-film-festival.html	2	Solothurn Film Festival	906
77	http://www.englishforum.ch/entertainment-dining/198864-looking-cards-against-humanity.html	15	"Looking for ""Cards Against Humanity"""	7,494
78	http://www.englishforum.ch/entertainment-dining/244110-family-bday-tips-11-yr-old-girl.html	14	Family Bday tips for 11 yr old girl?	1,266
79	http://www.englishforum.ch/entertainment-dining/247350-event-locations-spring-2016-outdoors.html	0	Event Locations Spring 2016 (Outdoors)	665
80	http://www.englishforum.ch/entertainment-dining/246668-cinema-vouchers.html	4	Cinema Vouchers	697
81	http://www.englishforum.ch/entertainment-dining/27815-restaurant-zurich-providing-buffet.html	50	Restaurant in Zurich providing buffet?	12,437
82	http://www.englishforum.ch/entertainment-dining/246416-board-games-group-neuch-tel-area.html	0	Board Games Group - Neuchâtel Area	664
83	http://www.englishforum.ch/entertainment-dining/109287-australian-pink-floyd-show.html	3	Australian Pink Floyd Show	1,585
84	http://www.englishforum.ch/entertainment-dining/246216-tickets-movie-premieres.html	0	Tickets for movie premieres ?	704
85	http://www.englishforum.ch/entertainment-dining/246007-basel-new-year-fireworks-display-best-spot-view-park-car.html	5	Basel: New Year Fireworks display best spot to view and park car	1,034
86	http://www.englishforum.ch/entertainment-dining/245859-catering-alsace-oltingen-hagenthal-area.html	1	Catering in Alsace/Oltingen/Hagenthal area	726
87	http://www.englishforum.ch/entertainment-dining/245211-no-empty-chairs-christmas.html	7	No Empty Chairs at Christmas	1,284
88	http://www.englishforum.ch/entertainment-dining/242886-red-tent-zurich.html	4	Red Tent Zurich	1,139
89	http://www.englishforum.ch/entertainment-dining/242939-advance-tickets-new-star-wars-movie.html	8	Advance tickets for new Star Wars movie?	1,766
90	http://www.englishforum.ch/entertainment-dining/153069-holy-cow.html	36	Holy Cow !!	7,794
91	http://www.englishforum.ch/entertainment-dining/244359-best-places-switzerland-new-year.html	3	Best places in Switzerland for New Year?	887
92	http://www.englishforum.ch/entertainment-dining/230344-any-english-theatre-zurich-switz.html	7	any english theatre in zurich/switz?	1,500
93	http://www.englishforum.ch/entertainment-dining/223553-theatre-english.html	7	Theatre in English	1,473
94	http://www.englishforum.ch/entertainment-dining/243708-any-romantic-restaurant-recommendation-thun-bern-area.html	5	Any romantic restaurant recommendation in Thun/Bern area?	1,020
95	http://www.englishforum.ch/entertainment-dining/243463-vicarious-movie-going-thread.html	4	The Vicarious Movie-Going Thread	900
96	http://www.englishforum.ch/entertainment-dining/93423-goodman-steakhouse-coming-z-rich.html	96	Goodman Steakhouse coming to Zürich	14,616
97	http://www.englishforum.ch/entertainment-dining/169539-vietnamese-restaurant-zurich.html	31	Vietnamese Restaurant Zurich	12,060
98	http://www.englishforum.ch/entertainment-dining/243181-dj-party-rough-cost-idea.html	11	DJ for a party -- Rough cost idea	1,144
99	http://www.englishforum.ch/entertainment-dining/243100-shopping-pontarlier.html	3	Shopping in Pontarlier ...	1,231
100	http://www.englishforum.ch/entertainment-dining/11259-know-any-good-karaoke-bars-zuerich.html	17	Know any good Karaoke bars in Zuerich?	16,254
101	http://www.englishforum.ch/entertainment-dining/89399-restaurant-recommendations-luzern.html	11	Restaurant recommendations for Luzern	3,025
102	http://www.englishforum.ch/entertainment-dining/242460-too-good-eat.html	26	Too good to eat	1,767
103	http://www.englishforum.ch/entertainment-dining/241635-your-tip-good-places-eat-zurich-ideally-wollishofen.html	15	Your tip for good places to eat in Zurich/ideally Wollishofen?	1,674
104	http://www.englishforum.ch/entertainment-dining/77665-where-can-i-find-american-country-music-bar-french-side-switzerland.html	8	Where can I find an American country music bar on the French side of Switzerland?	2,178
105	http://www.englishforum.ch/entertainment-dining/241971-zurich-art-event-die-lange-nacht.html	0	Zurich Art Event: Die Lange Nacht	735
106	http://www.englishforum.ch/entertainment-dining/241777-srf-documentary-animals.html	0	SRF documentary (animals)	677
107	http://www.englishforum.ch/entertainment-dining/240493-best-bar-lausanne.html	10	Best Bar in Lausanne	1,901
108	http://www.englishforum.ch/entertainment-dining/240715-pop-rock-sessions-zurich.html	4	Pop/Rock Sessions in Zurich??	965
109	http://www.englishforum.ch/entertainment-dining/141698-where-can-i-get-good-burger-basel.html	81	Where can I get a GOOD burger in Basel?	23,758
110	http://www.englishforum.ch/entertainment-dining/239832-rugby-world-cup-lugano.html	10	Rugby world cup lugano	1,815
111	http://www.englishforum.ch/entertainment-dining/240441-coffee-st-gallen.html	2	Coffee in St. Gallen	883
112	http://www.englishforum.ch/entertainment-dining/239599-dating-geneva.html	50	Dating in Geneva	4,618
113	http://www.englishforum.ch/entertainment-dining/217909-medieval-market-lenzburg-castle.html	14	Medieval Market in Lenzburg Castle	2,283
114	http://www.englishforum.ch/entertainment-dining/239743-charming-grillplace-go.html	0	charming grillplace to go to	876
115	http://www.englishforum.ch/entertainment-dining/239489-disposable-tablecloths.html	32	Disposable tablecloths	2,138
116	http://www.englishforum.ch/entertainment-dining/239477-breakfast-laufenburg.html	1	Breakfast in Laufenburg ?	773
117	http://www.englishforum.ch/entertainment-dining/70006-how-do-i-buy-football-tickets.html	16	How do I buy football tickets?	2,565
118	http://www.englishforum.ch/entertainment-dining/232036-music-scene-zurich.html	15	Music scene in Zurich	2,581
119	http://www.englishforum.ch/entertainment-dining/230428-looking-guitarist-play-some-music.html	1	Looking for guitarist to play some music	1,474
120	http://www.englishforum.ch/entertainment-dining/238937-kafi-z-ri-now-open.html	0	KAFI ZüRI now open	1,066
121	http://www.englishforum.ch/entertainment-dining/238799-there-any-eating-challenges-zurich.html	4	Are there any eating challenges in Zurich?	1,192
122	http://www.englishforum.ch/entertainment-dining/217753-clubbing-nightlife-around-zurich-baden.html	28	Clubbing and Nightlife around Zurich-Baden	6,549
123	http://www.englishforum.ch/entertainment-dining/238727-dubendorf-new-pizza-takeaway-delivery.html	1	Dubendorf - New Pizza takeaway/delivery	817
124	http://www.englishforum.ch/entertainment-dining/238699-stairs-club-z-rich.html	0	Stairs club in Zürich	891
125	http://www.englishforum.ch/entertainment-dining/117-good-place-fondue-around-zh.html	29	Good place for a Fondue around ZH	22,644
126	http://www.englishforum.ch/entertainment-dining/238260-lunch-geneva-rive-droite-lake.html	1	Lunch Geneva Rive Droite by the lake	825
127	http://www.englishforum.ch/entertainment-dining/238234-any-bass-player-round-here.html	0	Any bass player 'round here?	734
128	http://www.englishforum.ch/entertainment-dining/236877-let-s-meet-up-friendly-coffee.html	14	let's meet up for a friendly coffee :)	2,305
129	http://www.englishforum.ch/entertainment-dining/55596-nightclubs-zurich-beyond.html	75	Nightclubs in Zurich...and beyond	32,325
130	http://www.englishforum.ch/entertainment-dining/237117-birthday-freebies-near-geneva.html	9	Birthday Freebies in or near Geneva?	1,505
131	http://www.englishforum.ch/entertainment-dining/237105-kindercity-cinema-volketswil.html	0	Kindercity Cinema (Volketswil)	771
132	http://www.englishforum.ch/entertainment-dining/237104-ceramic-atelier-providing-kids-birthday-party.html	1	Ceramic atelier providing kids birthday party	946
133	http://www.englishforum.ch/entertainment-dining/236971-friendly-coffees-beers-basel-bern-luzern-weekend.html	0	Friendly coffees/beers in Basel? (Or Bern/Luzern this weekend?)	808
134	http://www.englishforum.ch/entertainment-dining/37640-where-best-italian-pizza-geneva.html	23	where is the best Italian pizza in Geneva	15,803
135	http://www.englishforum.ch/entertainment-dining/236835-country-music-live-band-party.html	2	Country Music Live Band for Party	958
136	http://www.englishforum.ch/entertainment-dining/49913-tandoori-art-bbq-restaurant-zh.html	21	Tandoori - The art of BBQ - Restaurant ZH ?	4,721
137	http://www.englishforum.ch/entertainment-dining/231758-cafe-z-rich-suitable-discussins-workshops-seminars-wanted.html	9	cafe in Zürich suitable for discussins/workshops/seminars wanted!	1,613
138	http://www.englishforum.ch/entertainment-dining/236162-suggestions-restaurants-baby-s-first-birthday-party-baden-zurich.html	5	Suggestions for Restaurants for baby's first birthday party [Baden/Zurich]	1,284
139	http://www.englishforum.ch/entertainment-dining/145061-2-restaurant-recommendations-fribourg-old-town.html	7	2 restaurant recommendations in Fribourg old town	2,416
140	http://www.englishforum.ch/entertainment-dining/235801-karaoke-saturday.html	0	Karaoke on Saturday!	746
141	http://www.englishforum.ch/entertainment-dining/235412-outdoor-restaurants-zurich-beyond.html	7	Outdoor Restaurants - Zurich and Beyond	2,067
142	http://www.englishforum.ch/entertainment-dining/189136-sri-lankan-food-basel.html	12	Sri Lankan food in Basel	5,183
143	http://www.englishforum.ch/entertainment-dining/235371-thai-food.html	4	Thai food	1,035
144	http://www.englishforum.ch/entertainment-dining/232832-birthday-ideas-karaoke-zurich-winterthur.html	3	Birthday ideas: Karaoke? - Zurich/Winterthur	1,629
145	http://www.englishforum.ch/entertainment-dining/235265-looking-musicians-jam.html	0	Looking for musicians to jam with	820
146	http://www.englishforum.ch/entertainment-dining/235139-cosy-wine-bar.html	1	Cosy Wine Bar	848
147	http://www.englishforum.ch/entertainment-dining/222568-we-opening-restaurant-zurich-any-suggestions-our-menu-entertainment.html	138	We are opening a restaurant in Zurich! Any suggestions on our menu and entertainment	12,263
148	http://www.englishforum.ch/entertainment-dining/234948-suggestion-required-holidays-planning.html	2	Suggestion Required - Holidays Planning	758
149	http://www.englishforum.ch/entertainment-dining/234913-where-watch-tonites-final-live-legal-online.html	5	where to watch tonites final live AND LEGAL online	823
150	http://www.englishforum.ch/entertainment-dining/178118-house-music-geneva.html	7	House music in Geneva	3,324
151	http://www.englishforum.ch/entertainment-dining/233880-help-lavaux-vevey-people.html	21	HELP! Lavaux/Vevey people !	1,866
152	http://www.englishforum.ch/entertainment-dining/233780-concert-classical-music-free-donations-welcome-friday-7-30-p-m-z-rich.html	0	Concert - classical music; for free, donations are welcome; Friday 7:30 p.m. Zürich	789
153	http://www.englishforum.ch/entertainment-dining/232749-quiet-pub-zurich.html	31	Quiet pub in Zurich	2,957
154	http://www.englishforum.ch/entertainment-dining/14264-zurich-dungeon-dragons-sundays.html	22	[Zurich] Dungeon & Dragons on Sundays	6,917
155	http://www.englishforum.ch/entertainment-dining/233258-kid-s-birthday-party.html	3	Kid's birthday party	999
156	http://www.englishforum.ch/entertainment-dining/233163-more-fish-chips.html	9	MORE fish and chips!	1,886
157	http://www.englishforum.ch/entertainment-dining/232850-romantic-dinner-anniversary-z-rich.html	2	Romantic dinner for anniversary - Zürich	1,585
158	http://www.englishforum.ch/entertainment-dining/228461-best-steaks-zurich.html	41	Best steaks in Zurich?	5,581
159	http://www.englishforum.ch/entertainment-dining/19276-cheap-drinks-even-dive-bars-zurich.html	16	Cheap drinks, or even dive bars in Zurich?	9,813
160	http://www.englishforum.ch/entertainment-dining/59338-fish-chips-shop.html	137	Fish & Chips shop	19,919
161	http://www.englishforum.ch/entertainment-dining/232225-age-ultron-english-solothurn-grenchen-biel-bern.html	5	Age of Ultron in English - Solothurn/Grenchen/Biel/Bern	1,230
162	http://www.englishforum.ch/entertainment-dining/148384-good-vegetarian-vegetable-rich-restaurant-zurich.html	-	Vegetarian Food	-
163	http://www.englishforum.ch/entertainment-dining/229310-good-korean-bbq-zurich.html	13	Good Korean BBQ in Zurich?	4,460
164	http://www.englishforum.ch/football-sports/229770-pacquiao-vs-mayweather-how-watch.html	-	Mayweather vs Pacquiao fight - where to watch in Zurich??	-
165	http://www.englishforum.ch/entertainment-dining/103928-any-good-chinese-indian-restaurants-near-lausanne.html	5	Any GOOD Chinese or Indian restaurants near Lausanne??	3,815
166	http://www.englishforum.ch/entertainment-dining/229733-biggest-nicest-casino-switzerland.html	18	The biggest and nicest Casino in Switzerland?	1,874
167	http://www.englishforum.ch/entertainment-dining/232147-laziza-spices-zurich.html	1	Laziza spices in Zurich	864
168	http://www.englishforum.ch/entertainment-dining/43183-pre-ordering-movie-tickets-online.html	14	Pre-ordering movie tickets online?	8,408
169	http://www.englishforum.ch/entertainment-dining/231757-sunday-roast-george-bar-grill-z-rich.html	0	sunday roast in George Bar&grill, Zürich	1,162
170	http://www.englishforum.ch/entertainment-dining/230470-new-indian-restaurant-seebach-zurich.html	11	New Indian Restaurant Seebach Zurich	4,817
171	http://www.englishforum.ch/entertainment-dining/231492-sunday-roasts-holzschopf-z-rich.html	0	Sunday Roasts at Holzschopf Zürich	895
172	http://www.englishforum.ch/entertainment-dining/231330-musical-theatre-basel.html	0	Musical Theatre Basel	1,040
173	http://www.englishforum.ch/entertainment-dining/227981-russian-restaurant-geneva.html	4	Russian restaurant in Geneva	2,175
174	http://www.englishforum.ch/entertainment-dining/228576-child-friendly-restaurants-zurich.html	18	Child friendly restaurants in Zurich	2,998
175	http://www.englishforum.ch/entertainment-dining/137354-best-pizzerias-greater-zurich-area.html	42	Best pizzerias greater Zurich area	5,520
176	http://www.englishforum.ch/entertainment-dining/230629-please-suggest-studios-zurich-dance-training.html	0	Please suggest studios in Zurich for dance training!!	787
177	http://www.englishforum.ch/entertainment-dining/230587-toddlers-movies.html	3	Toddlers in the movies	963
178	http://www.englishforum.ch/entertainment-dining/230563-my-little-neighbour-student-so-talented.html	0	My little neighbour and student- so talented	901
179	http://www.englishforum.ch/entertainment-dining/229919-go-karts-close-zurich.html	0	go-karts close to zurich	899
180	http://www.englishforum.ch/entertainment-dining/198428-search-mexican-food-basel.html	31	in search of Mexican food in Basel	7,165
181	http://www.englishforum.ch/entertainment-dining/228587-discounted-movie-night-luzern.html	1	Discounted movie night in Luzern	799
182	http://www.englishforum.ch/entertainment-dining/228519-clown-magic.html	19	clown , magic?	1,133
183	http://www.englishforum.ch/entertainment-dining/228314-urgent-restaurant-recommendation-needed-tonight-geneva.html	12	Urgent restaurant recommendation needed tonight Geneva!	1,460
184	http://www.englishforum.ch/entertainment-dining/227980-kosher-restaurants-between-geneva-lausanne.html	2	Kosher Restaurants between Geneva and Lausanne?	1,506
185	http://www.englishforum.ch/entertainment-dining/227532-cafes-diners-geneva.html	0	Cafes/ diners in Geneva	792
186	http://www.englishforum.ch/entertainment-dining/227527-bt-sport-lausanne.html	0	BT Sport in Lausanne?	1,174
187	http://www.englishforum.ch/entertainment-dining/189415-geneva-s-blossoming-burger-scene.html	44	Geneva's blossoming burger scene	9,425
188	http://www.englishforum.ch/entertainment-dining/67376-indian-food-lausanne-area-restaurants.html	21	Indian food in Lausanne area [Restaurants]	11,251
189	http://www.englishforum.ch/entertainment-dining/225060-want-lean-new-instrument-zurich-where.html	4	Want to lean new instrument in Zurich - where?	1,365
190	http://www.englishforum.ch/entertainment-dining/226827-drum-players-winterthur-djembe-darbuka-drums-etc.html	1	Drum players in Winterthur (Djembe, Darbuka, Drums.. etc)	905
191	http://www.englishforum.ch/entertainment-dining/226722-night-out-wetzikon.html	14	Night out in Wetzikon	1,372
192	http://www.englishforum.ch/entertainment-dining/226662-restaurants-near-swiss-german-border.html	2	Restaurants near swiss german border ?	1,458
193	http://www.englishforum.ch/entertainment-dining/226700-cards-against-humanity.html	1	Cards against humanity	976
194	http://www.englishforum.ch/entertainment-dining/226426-ed-sheeran-28-jan-tickets-without-allocated-seats.html	3	Ed Sheeran 28 Jan: Tickets without allocated seats	1,109
195	http://www.englishforum.ch/entertainment-dining/149880-basel-japanese-food-not-sushi-sashimi.html	6	Basel: Japanese food (not sushi & sashimi)	2,635
196	http://www.englishforum.ch/entertainment-dining/219735-tea-houses-zurich.html	15	Tea Houses in Zurich?	3,831
197	http://www.englishforum.ch/entertainment-dining/225401-party-venue-zh.html	8	Party Venue - ZH	1,483
198	http://www.englishforum.ch/entertainment-dining/84202-cheap-restaurants-zurich.html	28	cheap restaurants in zurich	29,314
199	http://www.englishforum.ch/entertainment-dining/225456-cafe-du-cerf.html	2	Cafe du Cerf ?	941
200	http://www.englishforum.ch/entertainment-dining/225438-swiss-tavolata-any-experience.html	0	Swiss Tavolata - Any Experience?	873
201	http://www.englishforum.ch/entertainment-dining/221838-restaurant-suggestions-zug-cham-aegeri-baar-area.html	16	restaurant suggestions - Zug, Cham, Aegeri, Baar area?	2,822
202	http://www.englishforum.ch/entertainment-dining/224298-pilates-classes-english.html	6	Pilates Classes in English	1,821
203	http://www.englishforum.ch/entertainment-dining/224693-can-copy-little-big-planet-3-bought-ch-play-english-ps4.html	2	"Can a copy of ""Little Big Planet 3"" bought in CH play in English on a PS4?"	2,009
204	http://www.englishforum.ch/entertainment-dining/131249-special-something-restaurants.html	9	"""Special something"" restaurants"	2,741
205	http://www.englishforum.ch/entertainment-dining/221795-new-year-silvester-2015-a.html	19	New Year (Silvester) 2015	7,427
206	http://www.englishforum.ch/entertainment-dining/103282-indian-restaurants.html	50	Indian restaurants??	9,709
207	http://www.englishforum.ch/entertainment-dining/223692-restaurants-open-sunday-lunchtime-zurich.html	12	Restaurants Open for Sunday Lunchtime Zurich	2,543
208	http://www.englishforum.ch/entertainment-dining/223620-saturday-night-zurich.html	2	Saturday night in Zurich!	1,281
209	http://www.englishforum.ch/entertainment-dining/15098-zurich-thai-viet-restaurants-serve-pho.html	37	[Zurich] Thai/Viet restaurants that serve PHO?	10,830
210	http://www.englishforum.ch/entertainment-dining/223050-party-vevey-tonight.html	3	Party in Vevey tonight	954
211	http://www.englishforum.ch/entertainment-dining/223111-lausanne-slam-poetry-festival-tonight-29-11-a.html	0	lausanne slam poetry festival- tonight 29/11	1,015
212	http://www.englishforum.ch/entertainment-dining/222855-party-ideas.html	14	Party ideas	1,395
213	http://www.englishforum.ch/entertainment-dining/222868-vegetarian-orders-apero.html	1	Vegetarian orders for apero	977
214	http://www.englishforum.ch/entertainment-dining/222819-student-parties-zurich-zug-area.html	0	Student Parties in the Zurich/Zug area?	807
215	http://www.englishforum.ch/entertainment-dining/222163-zurich-american-thanksgiving-zh.html	5	[ZURICH]  (American) Thanksgiving in ZH?	1,466
216	http://www.englishforum.ch/entertainment-dining/222370-activities-together.html	1	Activities together?	947
217	http://www.englishforum.ch/entertainment-dining/222303-expat-blogs-websites-best-ones.html	12	Expat Blogs and Websites - which are the best ones?	1,343
218	http://www.englishforum.ch/entertainment-dining/220919-clubs-no-entry-fee-basel.html	17	[Clubs] no entry fee - Basel	2,082
