	hrefs	replies	threads	views
19	http://www.englishforum.ch/insurance/237644-affordable-health-insurance-zurich-inquiry.html	8	Affordable health insurance in Zurich - an inquiry	2,175
20	http://www.englishforum.ch/insurance/36203-when-claim-your-medical-expenses.html	23	when to claim your medical expenses?	4,652
21	http://www.englishforum.ch/insurance/263347-hospital-bill-charging-chief-doctor-while-assistant.html	2	Hospital bill: charging for chief doctor while it was assistant?	411
22	http://www.englishforum.ch/insurance/263154-sanitas-compact.html	8	Sanitas compact	549
23	http://www.englishforum.ch/insurance/263202-accident-insurance-wont-pay-invoice.html	6	Accident Insurance wont pay Invoice	554
24	http://www.englishforum.ch/insurance/262863-so-many-insurancess.html	6	so many insurancess	635
25	http://www.englishforum.ch/insurance/206944-visana-any-good-bad-experiences.html	34	Visana - Any good/bad experiences?	3,429
26	http://www.englishforum.ch/insurance/263090-basic-supplementary-insurance-cancellation.html	2	Basic & Supplementary Insurance Cancellation	468
27	http://www.englishforum.ch/insurance/263021-car-accident-pain-suffering-compensation.html	138	Car accident pain and suffering compensation	3,857
28	http://www.englishforum.ch/insurance/259998-semiprivate-health-insurance-worth.html	20	Is semiprivate health insurance worth it?	1,956
29	http://www.englishforum.ch/insurance/64597-health-insurance-government-help.html	23	Health insurance and government help	3,985
30	http://www.englishforum.ch/insurance/262292-possible-cancel-assura-lca-contract-before-due-date.html	8	Is it possible to cancel Assura LCA contract before due date?	697
31	http://www.englishforum.ch/insurance/262766-do-i-need-have-health-insurance-until-day-i-leave-ch.html	8	Do I need to have health insurance until the day I leave CH?	517
32	http://www.englishforum.ch/insurance/262800-i-m-moving-switzerland-insurance-day-1-a.html	11	I'm moving in Switzerland: Insurance Day 1	589
33	http://www.englishforum.ch/insurance/224915-eca-eca-vaud-ch.html	20	ECA (as in eca-vaud.ch)	3,384
34	http://www.englishforum.ch/insurance/261711-telemedecine-model-beware-can-actually-cost-you-more-time-money-sanacall.html	13	Telemedecine model: beware it can actually cost you more time and money (sanacall)	1,178
35	http://www.englishforum.ch/insurance/262153-accident-fell-side-walk-because-home-owner-left-wood-floor.html	50	Accident, fell on the side walk because the home owner left wood on the floor	3,149
36	http://www.englishforum.ch/insurance/259084-grief-supra-groupe-mutuel.html	44	Grief with Supra (groupe mutuel)	3,028
37	http://www.englishforum.ch/insurance/262208-difference-between-main-driver-insurance-owner.html	48	Difference between main driver and insurance owner	1,582
38	http://www.englishforum.ch/insurance/2198-health-insurance-faqs.html	403	Health Insurance FAQs	144,013
39	http://www.englishforum.ch/insurance/262224-leaving-ch-refunded-health-insurance-monthly-premiums-departure-date.html	10	Leaving CH: Refunded Health Insurance monthly premiums from departure date	552
40	http://www.englishforum.ch/insurance/262207-full-casco-damage-while-parked.html	2	Full casco + damage while parked	435
41	http://www.englishforum.ch/insurance/262051-dialysis-coverage.html	19	Dialysis coverage	901
42	http://www.englishforum.ch/insurance/262052-ehic-medical-insurance-cards-uk.html	5	EHIC medical insurance cards (UK)	529
43	http://www.englishforum.ch/insurance/262005-car-insurance-bonusschutz.html	21	Car Insurance: Bonusschutz	804
44	http://www.englishforum.ch/insurance/261995-travel-insurance.html	29	Travel Insurance	871
45	http://www.englishforum.ch/insurance/254415-buying-bike-insurance-suisse-velo-recommendations.html	13	Buying Bike Insurance. Suisse-Velo? Recommendations ?	1,767
46	http://www.englishforum.ch/insurance/261866-hit-massive-water-bill-can-home-insurance-help.html	22	hit with massive water bill... can home insurance help?	1,202
47	http://www.englishforum.ch/insurance/114439-3rd-piller-life-insurance-watch-out.html	18	3rd piller with Life Insurance - WATCH OUT!	7,793
48	http://www.englishforum.ch/insurance/261799-do-we-need-insurance-kids-club.html	20	Do we need insurance for a kids club?	766
49	http://www.englishforum.ch/insurance/261823-when-does-insurance-become-obligatory.html	11	When does insurance become Obligatory?	575
50	http://www.englishforum.ch/insurance/261673-css_premium-increase.html	4	CSS_Premium increase	522
51	http://www.englishforum.ch/insurance/257412-what-kind-travel-health-insurance-did-you-use-during-your-move.html	13	What kind of travel/health insurance did you use during your move?	1,177
52	http://www.englishforum.ch/insurance/261531-pregnancy-insurance.html	3	Pregnancy/Insurance	438
53	http://www.englishforum.ch/insurance/261357-started-working-again-after-accident-but-s-impossible-suva-still-responsible.html	9	Started working again after accident, but it's impossible. Suva still responsible?	787
54	http://www.englishforum.ch/insurance/255981-assura-lost-258-million-franks-last-year.html	27	Assura lost 258 million franks last year	3,117
55	http://www.englishforum.ch/insurance/260078-health-insurance-2017-a.html	-	Obligatory insurance up 10%+	-
56	http://www.englishforum.ch/insurance/234522-another-pregnancy-insurance-question-yes-i-searched.html	14	Another pregnancy/insurance question (yes, I searched)	2,357
57	http://www.englishforum.ch/insurance/261176-health-insurance-not-sufficient.html	5	Health insurance not sufficient?	660
58	http://www.englishforum.ch/insurance/203632-what-accident-insurance-uvg.html	23	What is Accident Insurance (UVG)?	3,061
59	http://www.englishforum.ch/insurance/249180-insurance-us-imported-car.html	5	Insurance for US Imported Car	1,296
60	http://www.englishforum.ch/insurance/186465-hsa-swiss-health-insurance.html	6	HSA for Swiss health insurance	1,569
61	http://www.englishforum.ch/insurance/260884-determining-fault-after-vehicle-accident-bonus.html	5	Determining Fault After a Vehicle Accident  and bonus	479
62	http://www.englishforum.ch/insurance/260869-question-complementary-insurance-there-loophole.html	3	Question on Complementary Insurance - is there a loophole?	448
63	http://www.englishforum.ch/insurance/209636-weird-calls-about-optimizing-health-insurance.html	120	Weird Calls about Optimizing health insurance	17,692
64	http://www.englishforum.ch/insurance/140507-swisscare-insurance-there-catch.html	27	Swisscare insurance - is there a catch?	18,626
65	http://www.englishforum.ch/insurance/259286-health-insurance-uk-swiss-student.html	14	Health insurance in UK for Swiss student	1,102
66	http://www.englishforum.ch/insurance/260475-questions-first-health-insurance.html	7	Questions on first health insurance	590
67	http://www.englishforum.ch/insurance/259141-mystep-css-insurance.html	9	myStep with CSS insurance	905
68	http://www.englishforum.ch/insurance/260411-insurance-deductible-non-accident-hospitalisation.html	7	Insurance Deductible for Non-Accident Hospitalisation	559
69	http://www.englishforum.ch/insurance/260416-exemption-renewal-swisscare-insurance.html	0	Exemption renewal for Swisscare insurance	348
70	http://www.englishforum.ch/insurance/260044-valuables-insurance.html	7	Valuables insurance	524
71	http://www.englishforum.ch/insurance/87730-smile-direct-car-insurance.html	17	Smile Direct Car Insurance	7,604
72	http://www.englishforum.ch/insurance/259975-3rd-pillar-insurance-how-get-rid.html	15	3rd Pillar insurance - how to get rid of it?	743
73	http://www.englishforum.ch/insurance/257863-pension-third-pillar-question.html	4	Pension/third pillar question	1,124
74	http://www.englishforum.ch/insurance/259880-insurance-provide-pension-if-invalid.html	1	Insurance to provide pension if invalid	401
75	http://www.englishforum.ch/insurance/259804-magnetic-tomography-visit-doctor.html	2	Magnetic tomography - visit to a doctor	406
76	http://www.englishforum.ch/insurance/259764-change-insurance.html	5	Change of insurance?	572
77	http://www.englishforum.ch/insurance/259661-what-documents-bring-car-insurance-ireland.html	1	What documents to bring for car insurance from Ireland	351
78	http://www.englishforum.ch/insurance/259577-when-can-i-lower-health-insurance-premium.html	8	When can I lower health insurance premium?	679
79	http://www.englishforum.ch/insurance/254845-type-1-diabetes-costs-insurance-questions.html	17	Type 1 diabetes - costs and insurance questions	1,596
80	http://www.englishforum.ch/insurance/259154-house-electrics-geb-udeelektronik-insurance.html	15	House electrics (Gebäudeelektronik) Insurance?	843
81	http://www.englishforum.ch/insurance/256926-health-insurance-uk-retirees-s1-e121.html	16	Health insurance for UK retirees with S1/E121	1,271
82	http://www.englishforum.ch/insurance/226221-2-more-cars-1-license-plate-same-insurance.html	26	2 or more cars - 1 license plate - same insurance	2,305
83	http://www.englishforum.ch/insurance/258685-uvg.html	1	Uvg	497
84	http://www.englishforum.ch/insurance/106-health-insurance.html	11	Health Insurance	5,659
85	http://www.englishforum.ch/insurance/258535-cosmetic-surgery-insurance-question.html	11	Cosmetic surgery- insurance question	770
86	http://www.englishforum.ch/insurance/258453-travelling-iceland-insurance.html	1	Travelling to Iceland - Insurance	525
87	http://www.englishforum.ch/insurance/258447-insurance-academic-ahv-swisscare-ehic.html	8	Insurance for an academic / AHV / Swisscare / EHIC	582
88	http://www.englishforum.ch/insurance/258397-kollectiv-auto-insurance.html	6	Kollectiv Auto Insurance	513
89	http://www.englishforum.ch/insurance/252579-health-insurance-reimbursement-issue.html	7	Health insurance reimbursement issue	1,600
90	http://www.englishforum.ch/insurance/254877-cheapest-health-insurance-post-doc-vaud.html	3	Cheapest health insurance for post-doc in Vaud	1,343
91	http://www.englishforum.ch/insurance/258336-any-tips-moving-out.html	0	any tips for moving out?	387
92	http://www.englishforum.ch/insurance/166006-health-insurance-cancer.html	29	Health Insurance- Cancer	5,322
93	http://www.englishforum.ch/insurance/166006-health-insurance-cancer.html	-	health insurance for cancer patient	-
94	http://www.englishforum.ch/insurance/258265-travel-insurance-top-health-insurance.html	2	Travel Insurance on top of Health Insurance	738
95	http://www.englishforum.ch/insurance/258150-vvg-restrictions-due-minor-knee-accident.html	23	VVG with restrictions due to minor knee accident	1,118
96	http://www.englishforum.ch/insurance/257893-largest-deductible-compulsary-health-insurance.html	12	Largest deductible for compulsary health insurance	1,070
97	http://www.englishforum.ch/insurance/257784-accident-end-arbeitslos.html	9	Accident at the end of Arbeitslos	734
98	http://www.englishforum.ch/insurance/257600-insurance-back-dating.html	6	Insurance back dating	931
99	http://www.englishforum.ch/insurance/257527-accident-five-days-before-end-my-employment.html	15	Accident five days before the end of my employment	801
100	http://www.englishforum.ch/insurance/171-very-cheap-swiss-health-insurance-students-researchers.html	174	Very cheap Swiss health insurance for students & researchers	79,671
101	http://www.englishforum.ch/insurance/257262-bridge-health-insurance-when-moving-out-country.html	3	Bridge health insurance when moving out of the country	623
102	http://www.englishforum.ch/insurance/257160-insurance-frontalier-backpayments-like.html	0	Insurance / Frontalier / backpayments and the like	571
103	http://www.englishforum.ch/insurance/256986-switzerland-insurance.html	23	Switzerland and insurance	1,293
104	http://www.englishforum.ch/insurance/256928-any-insurance-options-protect-investment-early-stage-startup.html	6	Any insurance options to protect investment in an early stage startup?	770
105	http://www.englishforum.ch/insurance/16012-medical-costs-diabetics.html	44	Medical costs for diabetics	14,738
106	http://www.englishforum.ch/insurance/256659-groupe-mutuel-s-academic-care-vs-swiss-care.html	0	Groupe Mutuel;s Academic care vs. Swiss Care?	867
107	http://www.englishforum.ch/insurance/80760-professional-indemnity-insurance-public-liability-insurance.html	10	Professional Indemnity Insurance & Public Liability Insurance	6,629
108	http://www.englishforum.ch/insurance/197380-travel-insurance.html	25	Travel insurance	4,596
109	http://www.englishforum.ch/insurance/253961-i-can-t-get-health-insurance-without-my-residence-permit.html	26	I can't get health insurance without my residence permit?	2,898
110	http://www.englishforum.ch/insurance/254606-help-needed-cannot-get-insurance-cover-due-still-employeed-uk.html	25	help needed - cannot get insurance cover due to still employeed in the UK	1,938
111	http://www.englishforum.ch/insurance/255688-already-pregnant-when-insurance-begins.html	7	already pregnant when insurance begins	1,137
112	http://www.englishforum.ch/insurance/49126-deductible-excess-franchise-best-one-choose.html	43	Deductible / Excess / Franchise - which is the best one to choose?	26,034
113	http://www.englishforum.ch/insurance/250795-very-unsightly-thing-daily-benefits-insurance-ktg.html	27	Very unsightly thing daily benefits insurance (KTG)	3,719
114	http://www.englishforum.ch/insurance/61241-anyone-have-phone-number-insurance-jenny-need-follow-up-my-forms.html	8	Anyone have a phone number for Insurance Jenny?Need to follow up my forms.	3,344
115	http://www.englishforum.ch/insurance/255069-car-insurance-high-risk-groups.html	11	Car insurance for High-Risk groups	1,068
116	http://www.englishforum.ch/insurance/255072-declined-zusatzversicherung-due-knee-injury-before-moving-advice.html	3	Declined for Zusatzversicherung due to Knee Injury Before Moving - Advice?	843
117	http://www.englishforum.ch/insurance/254635-complement-not-basic-insurance.html	24	Complement or not the basic insurance?	1,900
118	http://www.englishforum.ch/insurance/254550-how-report-i-ve-chosen-family-doctor.html	2	How to report that I've chosen a family doctor	906
119	http://www.englishforum.ch/insurance/252916-reduce-my-car-insurance-liability-only.html	16	Reduce my car Insurance to liability only ?	1,797
120	http://www.englishforum.ch/insurance/254237-legal-insurance-recommendations-individual-sole-proprietorship.html	3	Legal insurance recommendations - individual & sole proprietorship	880
121	http://www.englishforum.ch/insurance/254086-possible-transfer-plate-between-vehicles.html	5	Is it possible to transfer a plate between vehicles.	906
122	http://www.englishforum.ch/insurance/253062-insurance-end-tenancy-stuff.html	7	Which insurance is for end of tenancy stuff?	1,236
123	http://www.englishforum.ch/insurance/253701-recognized-midwives-canton-zurich.html	3	recognized midwives in Canton Zurich	1,076
124	http://www.englishforum.ch/insurance/253406-anyone-can-help-me-document.html	2	anyone can help me for this document?	1,188
125	http://www.englishforum.ch/insurance/253280-when-buy-insurance-baby.html	7	when to buy insurance for baby	1,038
126	http://www.englishforum.ch/insurance/253066-good-health-questionnaire.html	3	good health questionnaire	887
127	http://www.englishforum.ch/insurance/252640-car-insurance-named-driver-borrowing-plates.html	23	Car insurance named driver and borrowing plates	2,065
128	http://www.englishforum.ch/insurance/252035-insurance-package.html	8	Insurance package?	1,300
129	http://www.englishforum.ch/insurance/252558-medical-certificate.html	14	Medical Certificate?	1,167
130	http://www.englishforum.ch/insurance/252329-frontalier-nonfrenchgerman-health-insurance.html	16	Frontalier (nonFrenchGerman) Health Insurance	1,237
131	http://www.englishforum.ch/insurance/252069-do-babies-need-residence-permit-first-receive-ahv-number.html	7	Do babies need residence permit first to receive an AHV number?	1,271
132	http://www.englishforum.ch/insurance/251081-assura-don-t-want-my-money.html	9	Assura don't want my money...	1,845
133	http://www.englishforum.ch/insurance/252156-insurance-questions.html	5	Insurance questions	894
134	http://www.englishforum.ch/insurance/252104-renters-insurance.html	7	Renters' Insurance	1,125
135	http://www.englishforum.ch/insurance/251704-costs-giving-birth-2015-a.html	13	Costs for giving birth in 2015	2,003
136	http://www.englishforum.ch/insurance/251545-swiss-insurance-pay-bills-germany-france.html	42	Swiss insurance? pay the bills in Germany or France	2,561
137	http://www.englishforum.ch/insurance/91419-health-insurance-gp-model-do-we-have-choose-doctor.html	29	Health insurance - GP model - do we have to choose a doctor?	4,506
138	http://www.englishforum.ch/insurance/251641-beauty-massage-therapists-who-your-insurance-provider.html	0	Beauty and Massage Therapists - who is your insurance provider?	704
139	http://www.englishforum.ch/insurance/251371-window-cracked-due-strong-wind-regie-telling-us-claim-our-liabili-insurance.html	9	Window cracked due to strong wind, Regie telling us to claim on our liabili insurance	1,307
140	http://www.englishforum.ch/insurance/76702-new-health-cards-ahv-number-toddlers.html	10	New health cards: AHV number for toddlers?	4,187
141	http://www.englishforum.ch/insurance/250807-g-permit-third-country.html	1	G Permit - Third Country	813
142	http://www.englishforum.ch/insurance/250782-health-insurance-starts-entry-not-actually-when-you-get-your-b-permit.html	5	Health Insurance - starts on entry not actually when you get your B-Permit?	915
143	http://www.englishforum.ch/insurance/249407-swisscare-non-eu-phd-student-zurich.html	9	Swisscare for Non-EU PhD Student in Zurich	1,671
144	http://www.englishforum.ch/insurance/249705-health-insurance-switzerland.html	7	Health insurance in Switzerland.	1,926
145	http://www.englishforum.ch/insurance/249347-legal-insurance-attending-english.html	14	Legal insurance attending in English?	1,599
146	http://www.englishforum.ch/insurance/250378-privathaftpflicht-personal-liability-insurance.html	13	Privathaftpflicht [personal liability] insurance	1,388
147	http://www.englishforum.ch/insurance/250167-can-insurance-company-reject-application-complimentary-plan.html	14	Can insurance company reject application for complimentary plan?	1,376
148	http://www.englishforum.ch/insurance/250296-weird-door-door-insurance-salesman-lausanne.html	8	"Weird door-to-door insurance ""salesman"" in Lausanne"	1,054
149	http://www.englishforum.ch/insurance/250228-insurance-coverage-if-2nd-opinion-different-possibly-not-desired.html	7	"Insurance coverage if ""2nd opinion"" is different and possibly not desired"	875
150	http://www.englishforum.ch/insurance/250177-health-insurance-gym-contribution.html	3	Health insurance gym contribution	946
151	http://www.englishforum.ch/insurance/249862-due-health-insurance-drastic-consequences.html	112	Due health Insurance - Drastic consequences?	6,703
152	http://www.englishforum.ch/insurance/179778-baloise-direct-any-good.html	10	Baloise Direct - any good?	4,480
153	http://www.englishforum.ch/insurance/249576-health-insurance-when-freezing-c-permit.html	1	Health Insurance when freezing a C permit	768
154	http://www.englishforum.ch/insurance/249541-insurance-my-pregnant-wife-who-will-join-me-soon.html	17	Insurance for my pregnant wife who will be join me soon	1,124
155	http://www.englishforum.ch/insurance/249545-life-insurance-buy-ch-canada-before-returning.html	2	Life Insurance - buy in CH or Canada before returning?	738
156	http://www.englishforum.ch/insurance/249419-there-such-thing-joint-family-insurance-plan-switzerland.html	2	Is there such a thing as a joint or family insurance plan in Switzerland?	689
157	http://www.englishforum.ch/insurance/249287-sante24-swica.html	2	Sante24 from Swica	960
158	http://www.englishforum.ch/insurance/248614-car-written-off-other-party-accepts-100-liability.html	38	Car written off  - other party accepts 100%liability	2,089
159	http://www.englishforum.ch/insurance/248852-sports-injury-before-move-switzerland.html	10	Sports Injury from Before Move to Switzerland	1,155
160	http://www.englishforum.ch/insurance/248848-visitors-health-insurance.html	2	Visitors health insurance	804
161	http://www.englishforum.ch/insurance/244584-cancelling-car-insurance-when-can-i-do.html	11	Cancelling car insurance - when can I do this?	2,103
162	http://www.englishforum.ch/insurance/244416-changing-health-insurance-who-sends-cancellation-letter-previous-provider.html	11	Changing health insurance-who sends the cancellation letter to the previous provider?	1,565
163	http://www.englishforum.ch/insurance/248565-cigna-global-valid-insurer-basel-switzerland.html	7	Is Cigna Global a valid insurer in Basel/Switzerland?	1,255
164	http://www.englishforum.ch/insurance/242575-change-heath-insurance-do-i-have-notice-i-am-changing-another-one.html	15	Change Heath insurance. Do I have to notice that I am changing to another one?	1,517
165	http://www.englishforum.ch/insurance/248498-normal-insurance-student-insurance.html	3	Normal insurance to student insurance?	680
166	http://www.englishforum.ch/insurance/247120-car-insurance-can-i-claim-once-i-know-cost.html	10	Car insurance - can I claim once I know the cost?	1,288
167	http://www.englishforum.ch/insurance/139749-potential-melanoma-covered-insurance.html	18	Potential Melanoma covered by insurance?	2,183
168	http://www.englishforum.ch/insurance/224558-can-i-work-switzerland-covered-australian-travel-insurance.html	26	Can I work in Switzerland and be covered by an Australian travel insurance?	3,110
169	http://www.englishforum.ch/insurance/239971-health-insurance-acupunture.html	19	Health Insurance and Acupunture	1,718
170	http://www.englishforum.ch/insurance/247634-car-insurance-road-assistance-tcs.html	5	Car insurance + Road assistance or TCS?	1,164
171	http://www.englishforum.ch/insurance/248098-fire-building-insurance-ticino.html	2	Fire/Building Insurance in the Ticino	642
172	http://www.englishforum.ch/insurance/247914-my-health-insurance-subsidy-larger-than-visana-policy.html	20	My health insurance subsidy is larger than the Visana policy!	1,787
173	http://www.englishforum.ch/insurance/47030-does-my-health-insurance-include-travel-foreign-countries.html	37	Does my health insurance include travel to foreign countries?	6,816
174	http://www.englishforum.ch/insurance/247107-unemployment-insurance-frontalier-moving-into-geneva.html	10	Unemployment insurance for frontalier moving into Geneva	1,177
175	http://www.englishforum.ch/insurance/206646-two-cars-one-insurance.html	9	Two cars, one insurance?	1,812
176	http://www.englishforum.ch/insurance/211144-jeep-soft-top-cover-torn-apart.html	5	Jeep soft top cover torn apart	1,784
177	http://www.englishforum.ch/insurance/247278-there-just-one-universal-ahv-number-switzerland.html	3	Is there just one universal AHV number in Switzerland?	960
178	http://www.englishforum.ch/insurance/247021-delayed-health-insurance-registration.html	106	Delayed Health insurance Registration	5,301
179	http://www.englishforum.ch/insurance/244990-add-family-members-insurance.html	13	Add family members in insurance	1,203
180	http://www.englishforum.ch/insurance/246769-frontalier-insurance-confusion.html	4	Frontalier insurance confusion	929
181	http://www.englishforum.ch/insurance/246887-health-insurance-claims-abroad.html	15	Health insurance- Claims from abroad	1,057
182	http://www.englishforum.ch/insurance/243334-can-i-get-swiss-insurance-car-spanish-plates.html	5	Can I get Swiss insurance for a car with Spanish plates?	1,221
183	http://www.englishforum.ch/insurance/246937-medical-bill-paid-twice-help.html	15	Medical bill paid twice - help	917
184	http://www.englishforum.ch/insurance/246823-5-year-commitment-insurance-company-six-months-notice-leave.html	3	5 Year Commitment to Insurance Company and Six Months Notice to Leave	794
185	http://www.englishforum.ch/insurance/171147-css-terrible-dishonest.html	27	CSS is terrible and dishonest	4,764
186	http://www.englishforum.ch/insurance/246485-trip-pregnancy-insurance-going-us.html	6	Trip Pregnancy insurance - going to the US	883
187	http://www.englishforum.ch/insurance/245919-dishwasher-not-working-thermostat-broken.html	4	dishwasher not working and thermostat broken	1,128
188	http://www.englishforum.ch/insurance/246262-assura-25-raise.html	24	Assura 25% raise	2,126
189	http://www.englishforum.ch/insurance/246204-accident-insurance-without-employment.html	8	accident insurance without employment	960
190	http://www.englishforum.ch/insurance/246215-received-debt-letters-unpaid-health-insurance-after-leaving-ch-help.html	9	Received debt letters for unpaid health insurance after leaving CH. Help!	1,138
191	http://www.englishforum.ch/insurance/233843-belonging-insurances-when-traveling.html	4	Belonging insurances when traveling?	1,128
192	http://www.englishforum.ch/insurance/246167-basel-insurance-advise-english.html	0	Basel Insurance advise English	602
193	http://www.englishforum.ch/insurance/245971-wanted-suggestions-supplementary-health-insurance-options.html	12	Wanted: Suggestions for supplementary health insurance options	1,208
194	http://www.englishforum.ch/insurance/245910-keeping-motorbikes-switzerland-despite-having-left.html	21	Keeping motorbikes in Switzerland despite having left	1,278
195	http://www.englishforum.ch/insurance/245920-relocating-abroad-holiday-between-insurance-coverage.html	3	Relocating abroad with a holiday in-between -- insurance coverage?	800
196	http://www.englishforum.ch/insurance/187758-cancelling-changing-your-health-insurance.html	30	Cancelling or changing your health insurance	8,350
197	http://www.englishforum.ch/insurance/245843-swiss-health-insurance-deductable-franchise-accounting.html	7	Swiss health insurance - deductable franchise accounting	1,254
198	http://www.englishforum.ch/insurance/245501-insurance-company-increased-our-premium.html	5	Insurance company increased our premium	884
199	http://www.englishforum.ch/insurance/245632-specific-question-about-accident-insurance-unemployment.html	16	Specific Question about accident insurance and unemployment	1,367
200	http://www.englishforum.ch/insurance/245557-what-krankenkassenpolice.html	3	What is a Krankenkassenpolice	1,141
201	http://www.englishforum.ch/insurance/243902-contesting-medical-insurance-rejection.html	20	Contesting medical insurance rejection	1,816
202	http://www.englishforum.ch/insurance/245454-zurich-canton-gvz-fire-buildings-insurance.html	7	Zurich Canton, GVZ Fire & Buildings insurance	988
203	http://www.englishforum.ch/insurance/245467-personal-liability-insurance-claim-process.html	3	Personal Liability Insurance claim process	749
204	http://www.englishforum.ch/insurance/100376-private-liability-insurance-driving-3rd-party-cars.html	29	Private Liability Insurance and Driving 3rd Party Cars	3,596
205	http://www.englishforum.ch/insurance/245387-i-need-hand-insurance-matter.html	5	I need a hand on insurance matter!	694
206	http://www.englishforum.ch/insurance/243324-car-accident-what-do.html	16	Car Accident - what to do?	2,102
207	http://www.englishforum.ch/insurance/245229-liability-insurance.html	6	Liability insurance	1,071
208	http://www.englishforum.ch/insurance/244381-must-supplementary-health-insurance-applied-before-january.html	11	Must supplementary health insurance be applied for before January?	956
209	http://www.englishforum.ch/insurance/231475-what-car-insurance-can-i-use-after-first-importing-vehicle-us.html	14	What car insurance can I use after first importing vehicle (from the US)?	2,344
210	http://www.englishforum.ch/insurance/233407-recommendations-legal-insurance-rechtsschutz.html	17	Recommendations for Legal Insurance / Rechtsschutz	3,144
211	http://www.englishforum.ch/insurance/195892-groupe-mutuel-terrible-service.html	30	Groupe Mutuel, terrible service	4,825
212	http://www.englishforum.ch/insurance/244306-css-health-insurance.html	11	CSS Health Insurance	1,799
213	http://www.englishforum.ch/insurance/244725-insurance-someone-works-france-lives-switzerland.html	2	Insurance for someone works  France, lives in Switzerland	738
214	http://www.englishforum.ch/insurance/244682-intl-shipping-insurance.html	6	intl shipping insurance?	746
215	http://www.englishforum.ch/insurance/244568-just-got-screwed-concordia-sharp-practice.html	18	Just got screwed by Concordia-sharp practice	1,225
216	http://www.englishforum.ch/insurance/244498-assura-optima.html	0	Assura Optima	683
217	http://www.englishforum.ch/insurance/244057-assura-possible-see-my-total-participation-year-online-client-space.html	1	Assura: possible to see my total participation this year on the online client space?	715
218	http://www.englishforum.ch/insurance/244392-unique-health-situation-help-please.html	8	Unique Health Situation Help Please	951
219	http://www.englishforum.ch/insurance/243365-changing-health-insurance-cygna.html	4	Changing health insurance to Cygna	866
220	http://www.englishforum.ch/insurance/239482-mercy-system-changing-cantons-continued-treatment.html	12	At the mercy of the system... Changing Cantons and continued treatment	1,417
221	http://www.englishforum.ch/insurance/244182-how-request-reimbursement-kpt-online-health-insurance.html	3	How to request reimbursement from KPT? [Online Health Insurance]	767
222	http://www.englishforum.ch/insurance/244220-health-insurance-should-i-switch-private-flexible.html	0	Health Insurance: Should I switch from Private to Flexible?	593
223	http://www.englishforum.ch/insurance/244083-accident-could-not-decide-who-s-fault.html	21	Accident. Could not decide who's fault is?	1,834
224	http://www.englishforum.ch/insurance/244170-refund-due-if-you-sell-higher-value-car-wechselschild-policy.html	5	Refund due if you sell the higher value car on a Wechselschild policy?	765
225	http://www.englishforum.ch/insurance/222381-avenir-group-mutuel-good.html	12	Avenir / Group Mutuel - Good?	2,460
226	http://www.englishforum.ch/insurance/242417-start-date-health-insurance-when-new-into-country.html	38	Start date for health insurance when new into country	2,198
227	http://www.englishforum.ch/insurance/244006-health-insurance-tourists.html	10	Health insurance for tourists	986
228	http://www.englishforum.ch/insurance/243996-need-help-health-insurance-gap-coverage.html	2	Need help in health insurance gap in coverage	648
