	topic	thread	user	views	replies	location	date	post	user_posts	since	exp	thanked	groaned	reputation
10	Complaints corner	Fust AG. Bad experience.	Rakapas	1978	10	Zurich	16.03.2016, 09:47	" 
			
			We'll see. In any case I'm not going to order the machine somewhere else before I have my money back.
		"	23	 Aug 2015	1.0	['10', '4']	['58', '10']	2
11	Complaints corner	UPC billing problems	philo	2147	30	Winterthur	14.10.2016, 00:36	"    We got a saying here: ""The way you shout into the forest is the echo"". 
When I call them I'm relaxed and clear, I get my Fr. 6.00 within the first 5 minutes (it's the amount they can give away to anybody without explanation to the boss it always comes), then I tell them that's very kind yet not solving my problem, flirt a little et voilà I end up with exactly what I want. I'm happy, they had a little laugh and feel good about solving my problem in a long unpleasant night of hotline-work (I always call in the middle of the night, that's when I have my problems with internet) ... when you're ""in the right"" you don't need to get bitchy. 
One even claimed once, if there were a flight he'd bring me the modem personally. ROFL.
		"	11	 Oct 2016	1.0	['0', '0']	['0', '0']	0
12	Complaints corner	Any competent company in CH?	McTAVGE	4098	65	Geneva	19.12.2016, 10:56	"    Lovely, a people's person I see.
		"	1999	 Apr 2010	5.0	['19', '18']	['2', '041', '816']	6
13	Complaints corner	A potted cut Christmas tree	gumigomboc	1685	15	Zürich	23.12.2016, 10:50	" 
			
			No, just reminding people that rather than just throwing them out they can be taken to your gemeinde/commune places to be recycled.   "	1	 Sep 2012	0.0	['0', '0']	['0', '0']	0
14	Complaints corner	Berufserfahrung? why does nobody give me a chance?	MaKita	2408	13	zürich	15.12.2016, 21:17	" 
			
			This might also help      "	189	 Mar 2007	3.0	['10', '2']	['40', '28']	-2
15	Complaints corner	refund on cancelation flight - Lufthansa	marisaconde	1642	5	Basel	20.12.2016, 10:26	" 
			
			Ah come on, don't be mean, it's Christmas after all..   
OP, our highly trained professional crystal ball owning Efers will be along shortly to let you know. Be patient tho' as they're terribly busy this time of year.    
Psst, a word of warning: we have a couple of out-there loony EF psychics who are completely useless.. have predicted all sorts of things over the years which of course never came true, so be wary..       "	4	 Nov 2015	0.0	['0', '0']	['0', '0']	0
16	Complaints corner	9 months in Switzerland - a honest report.	JohltaVontra	31920	986	Zurich	28.10.2016, 21:37	"    No way! I don't believe this! You seem like a stand up guy!
		"	42	 Oct 2016	2.0	['44', '10']	['65', '17']	2
17	Complaints corner	extra credits on Lycamobile	marisaconde	1435	2	Basel	20.12.2016, 10:28	" 
			
			You make old fashioned phone calls..         PS :
""How can I use the extra credits on your Lycamobile?"" 
But on your own phone, not mine  "	4	 Nov 2015	0.0	['0', '0']	['0', '0']	0
18	Complaints corner	Indian restaurants Zürich	SwissSurfer	2748	29	Zürich	13.12.2016, 23:55	"    I see you and raise you     
3 course meal for one without liquid could run you close to GBP 150 for one!
		"	53	 Sep 2012	2.0	['23', '5']	['17', '11']	-3
19	Complaints corner	Smoking issue from neighbours	pinkpeonie	17995	325	Zurich	06.12.2012, 09:15	"    we rent out our house in Canada and the lease forbids smoking in the house.
		"	51	 Jun 2012	2.0	['2', '2']	['10', '9']	0
20	Complaints corner	Annoying phone calls	charz	22550	152	Aadorf	16.12.2011, 11:33	" 
			
			Change your phone number and make sure it's ex-directory
		"	135	 Aug 2010	3.0	['4', '1']	['66', '38']	2
21	Complaints corner	Humidity in cellar	Vaud	2504	23	Nyon	19.06.2013, 01:35	"    That will do the trick but looks expensive! 
Do you have anywhere you can set up a drain pipe so you don't have to keep emptying the tank? 
I have a couple of electroline units costing about 130 euro, I use them in Malta when away for several months in the winter, when relative humidity often reaches 90%. I run them on time switches & manage to keep the RH below 65.
		"	50	 Mar 2011	2.0	['0', '0']	['32', '21']	2
22	Complaints corner	Swiss Stare	CharneRochford	28975	310	Zurich	26.06.2013, 12:18	"    You will just have to live with it. Most of the time they stare to check if someone else is staring at them.
		"	15	 Nov 2012	1.0	['0', '0']	['6', '3']	0
23	Complaints corner	Acer + InterDiscount = No Respect & No Consumer Rights! Help, please!	guest	3247	30	null	1.1.0001, 00:00	" 
			
			vwild1 thanks for the links. I didn't know that there was such an issue.   
Still, the PC crashes both on the originally installed XP and the one that I have. Therefore, not the problem of the software.
		"		 Jun 0001		[]	[]	
24	Complaints corner	Gym Hovers	dodgyken	1134	23	Democratic Republic Kenistan	09.12.2016, 10:24	"    There are 35Kg on each side, the first post stated that he was lifting 70Kg (which, as I guess you need the help is exactly 35x2) and, to round off my maths lesson for today, 70 > 10.  Where should I send the invoice?
		"	9911	 Apr 2010	6.0	['342', '278']	['17', '658', '6', '743']	6
25	Complaints corner	creepy - how does Google know?	curley	845	18	canton ZH	09.12.2016, 12:20	"    Like me asking about Uber here last night, then watched 10 vor 10 which I never do and saw a report about Uber .....   
Really, I don't mind if you turn this into a Friday thread as long as the one person who's got the answer to my original post will step forward in between and give it to me.
		"	1201	 Oct 2006	5.0	['9', '8']	['1', '136', '647']	6
26	Complaints corner	Laundry room	ruskasinthehouse	5339	43	Winterthur	10.09.2011, 22:44	"    Agreed, there are many models to chose from that can fit comfortably under a bathroom/toilet sink
		"	38	 Oct 2010	2.0	['0', '0']	['6', '2']	2
27	Complaints corner	Any return-right for online purchase by a non-Swiss consumer?	yacek	1874	32	Vaud	02.11.2016, 13:43	"    There is no obvious trigger for the freeze, unfortunately; it will stay like that indefinitely, and needs a reboot to recover. And there is no entry in the windows logs around the time of the failure; happens about 2-4 times a day; memory tests and Dell built-in tests passed. 
I once reached the DELL support and got instruction to run their built-in test. Results sent yesterday and no reply yet. 
Tried to call them today on a Swiss number, but nobody replied after 30min of waiting.
		"	943	 Nov 2007	5.0	['74', '44']	['919', '555']	5
28	Complaints corner	Who to blame? [damaged luggage]	evianers	3463	46	Evian France	30.09.2016, 17:42	" 
			
			Here we are again! Sent off all the required documentation to the designated BA email address on the form given to us by Dnata administrator in Geneva. 
After one week, not a dicky-bird. So wrote again and guess what? Reply from Germany{!} saying ""please fill in the attached on-line form"". Well, no-one explained this and if we had not written again, who knows how long we would have had to wait?  
So that was sent off yesterday, a claim number has now been allocated and still we continue to wait for anything tangible to actually be done.   "	640	 Dec 2006	5.0	['19', '15']	['390', '233']	2
29	Complaints corner	Unserious buyer on Ricardo, possible to reach the 2nd highest bidder?	nasa2000	2186	12	Fribourg	23.11.2016, 11:54	"    Totally your fault for not asking and just assuming things.   
The seller may have had the article somewhere else than he lives and had to send it either way. You could have had him ship it though, instead of collecting, to get your money's worth
		"	384	 Feb 2008	4.0	['18', '11']	['254', '115']	3
30	Complaints corner	Animal abuse on bus	keksli	2606	27	Zurich	25.11.2016, 10:12	" 
			
			Do what everyone else does. Video it and post it on Facebook.
		"	109	 Apr 2015	3.0	['3', '3']	['149', '56']	4
31	Complaints corner	Nikon service of D750: 3rd time is lucky	yacek	1618	0	Vaud	21.11.2016, 11:29	" 
			
			I had a problem with my Nikon D750: when there was a memory card(s) inserted, then the green memory card indicator/LED was sometimes together with the  top LCD regardless whether the camera was power on or off. 
Without any memory card the top LCD empty indicator was blinking. 
This activity drained the battery overnight. However it wasn't happening always :-) 
My camera was repaired by the Swiss Nikon service three times:  
the first time all the advisory/recall items were done (new shutter), but they claimed the actual issue doesn't happen.  
2nd time: they claimed the memory card I've enclosed was faulty, thus no repair.  
3rd time: "" 1A5G - TOGO PCB UNIT"" replaced, which seems to be the main electronic board. Finally it is fixed.
		"	943	 Nov 2007	5.0	['74', '44']	['919', '555']	5
32	Complaints corner	Coop sold me expired food	2states	16543	196	Zurich	15.06.2014, 13:18	"    And how would you say this course of action compares with posting about the subject on a forum?
		"	65	 Jun 2008	2.0	['9', '3']	['28', '6']	1
33	Complaints corner	complaint on dominos	kugwe	2540	18	switzerland	19.11.2016, 02:26	" 
			
			Chess would have been another alternative.      "	44	 Sep 2013	2.0	['0', '0']	['13', '7']	0
34	Complaints corner	Apartment made of cardboard...	keksli	3150	34	Zurich	18.11.2016, 18:07	" 
			
			One hears a lot of more walking on the floor above than an apartment with radiators. Is it there an empty space which resonates in that case?   
The housing association where I live will not build apartments with underfloor heating any more because of that problem.
		"	109	 Apr 2015	3.0	['3', '3']	['149', '56']	4
35	Complaints corner	Laundry Woes	pisceangirl	4092	77	Zurich	10.11.2016, 18:11	" 
			
			Ok I just read that the carbide cutting thing is for wood and laminate! I actually thought the suggestion was to get one and get rid of said Neighbours lock in the event she does the predictable albeit improbable. Oh well! FYI the door itself is metal so that would require a massive offensive.
		"	38	 Nov 2016	2.0	['4', '1']	['50', '13']	4
36	Complaints corner	ERV Wau-Miau pet insurance	guest	564	1	null	1.1.0001, 00:00	" 
			
			Yes, probably.  You could try under the fact of their incompetence and incorrect cancellation of the contract, but it is really worth it?  Just put the premiums you previously paid for the insurance in a separate bank account and use if needed.   "		 Jun 0001		[]	[]	
37	Complaints corner	Train - bus never together	davdenic	1546	21	Aarau	10.11.2016, 19:28	" 
			
			usually it's not a real problem, i go by bike or on foot every day even in winter, but it's a bit annoying when is very cold or heavy raining. 
But the most annoying is when i come home in the evening after a journey, then buses are quite rare, if there is no connection, as usual, I have to walk with luggages (and maybe it's also night, cold and raining).
		"	50	 Sep 2013	2.0	['2', '2']	['5', '3']	0
38	Complaints corner	Help Ex pat Brit in Spain	rogeresp	2313	3	Spain	15.11.2016, 20:06	" 
			
			Found this on Google    "	2	 Nov 2016	0.0	['0', '0']	['1', '1']	0
39	Complaints corner	Car repaire grumble	starmir	1051	39	Kanton Zurich	11.11.2016, 11:25	"    Looks like a joystick to me... or perhaps more accurately a frustration stick.   
The ""Handle on the top of the gearbox"" has more or less disappeared, even if the engine isn't transverse mounted.   
And yes, the trend is for mechanics to move from being engineers to being CAPRs (Computer Assisted Part Replacers).
		"	230	 Jan 2010	3.0	['2', '1']	['191', '91']	-1
40	Complaints corner	How to complain the head of parking ticket office please?	muffin	1593	27	Pully	01.11.2016, 23:11	        	412	 Dec 2006	4.0	['50', '18']	['183', '105']	-4
41	Complaints corner	Bad experience at Lausanne hospital (CHUV)	yacek	6884	10	Vaud	15.10.2010, 00:09	" 
			
			Having lived in Vaud for many years, and been to hospital quite a few times, I am not a fan of their service so not really much of a surprise. For serious medical services I would always prefer to go to private clinics.    
I have had far better service in both Geneva and in Zurich in the General hospitals.   
Bob
		"	943	 Nov 2007	5.0	['74', '44']	['919', '555']	5
42	Complaints corner	Indian Restaurant Villeneuve	evianers	829	5	Evian France	01.11.2016, 19:31	"    No. that's not mine - that was ""damage control"" by another member of the party - one who ticked me off for ""upsetting the organisers"" 
Mine was strictly to the point, which was, extremely mediocre, slow service and EXPENSIVE!!!
		"	640	 Dec 2006	5.0	['19', '15']	['390', '233']	2
43	Complaints corner	Fellow expat owes me money	guest	6257	68	null	1.1.0001, 00:00	"    Don't be daft, no need to be childish and make things up. Someone took advantage of his good nature and he got swindled, that is the learning experience he needs to take into account, not some imaginary, make-believe reasons to put the other person in a good light.
		"		 Jun 0001		[]	[]	
44	Complaints corner	Stop kidding on that German is a MUST!!	beansontoast	7444	133	Zurich	20.09.2016, 21:14	"    This bit made me think. Says who?   
How do you know that the other candidates would not do a better job, AND speak the local lingo? I think it's just frustration speaking on your part, which is understandable.   
Nobody likes to be unemployed, however, the market requires excellent candidates and German speakers, and you are not aligned with the requirements. So after getting it off your chest...quit whining and start studying!    
Good luck!
		"	38	 Nov 2014	2.0	['11', '3']	['15', '8']	2
45	Complaints corner	Food Poisoning from work	guest	3840	66	null	1.1.0001, 00:00	" 
			
			If it's actually food poisoning you're quite unlikely to be the only victim, try to find others to increase credibility. Inform your kantonal Lebensmittelinspektorat to have them take a very close look; if it's the caterer there are bound to be other afflicted companies so hopefully yours isn't the only complaint.
		"		 Jun 0001		[]	[]	
46	Complaints corner	Robbery in apartment		1342	14	Zürich	04.11.2016, 21:51	" 
			
			Typically before the robbery is even reported the culprits have left the country.
		"	3727	 Oct 2007	6.0	['385', '202']	['1', '178', '756']	m
47	Complaints corner	Cigarette Smoke	Canadastudent	6324	272	Lausanne	25.10.2016, 16:11	"    That so? Interesting as most smokers would and indeed did agree that smoking in e.g. bars, restaurants etc. should be restricted or banned.    
And Switzerland will always ask the people about anything. That's just the way it is. Thankfully so. And it seems to be going quite well, too, I hear.
		"	21	 Jun 2015	1.0	['0', '0']	['23', '7']	2
48	Complaints corner	Microspot.ch - The Ryanair of online shopping	Castro	11224	46	Basel-Land of Smiles	09.07.2009, 11:34	" 
			
			Damn bad reviews for Microspot.ch... 
the GPS I want is 70chf cheaper with them than the 2nd cheapest: 
Digitec.ch...   
And this one had free delivery!!
		"	4795	 Nov 2007	8.0	['94', '75']	['12', '822', '4', '181']	6
49	Complaints corner	Die Post Mega-Fail. Should we go on a complaint rampage?	guest	1570	37	null	1.1.0001, 00:00	"    Well, I've certainly collected registered stuff for my wife before we were married and with a different address without showing ID or having a procura, but this being Switzerland everyone of course knew that she was my girlfriend.    
Tom
		"		 Jun 0001		[]	[]	
50	Complaints corner	Canadian citizenship petition - please sign!	guest	2512	46	null	1.1.0001, 00:00	"     
1) How old are they?   
2) Do they have any audio engineering experiance?     
cheers 
SC
		"		 Jun 0001		[]	[]	
51	Complaints corner	Canadians living abroad & having kids - important info regarding citizenship	guest	-	0	null	1.1.0001, 00:00	"     
1) How old are they?   
2) Do they have any audio engineering experiance?     
cheers 
SC
		"		 Jun 0001		[]	[]	
52	Complaints corner	bullying in neighbourhood	luga	981	13	basel	31.10.2016, 16:55	" 
			
			I work as a kindergarten teacher very close to Zurich, my class of 20 is as mixed as can be, all shades and most kids speak at least two, if not three languages.   
Kids of refugees, asylum seekers, expats, immigrants and Swiss parents go to school together and have the normal quabbles about playthings and being first and so on. No bullying whatsoever, at least not about color or language.  
It is normal around here and I like it this way.    
In small cities or villages, this seems to be more of a challenge. Some people seem to be afraid of being overrun by ""foreigners"" and don't scold their own offspring for bullying such kids.   
I feel for you. It is heartbreaking for the parents.   
Most schools have anti-bullying-programs, just talk to the teachers and tell them. Most teachers are happy to help.
		"	58	 Aug 2016	2.0	['0', '0']	['41', '20']	2
53	Complaints corner	Swiss (the airline) appalling spammers	armed_neutrality	1181	21	Vaud	27.10.2016, 21:28	"    There is sometimes a check box asking whether you want to receive newsletters etc. 
In some cases it is checked as the default option and in others you have to check it yourself. It's up to you to make sure you choose the option you want before sending off the form.   
If there is no option then in my experience the default is that you receive them automatically and have to unsubscribe if you don't want them.
		"	114	 May 2014	3.0	['7', '2']	['101', '52']	4
54	Complaints corner	Swiss Post - Genève 2 Letter Transit	Djmasti	803	1	USA	31.10.2016, 00:30	" 
			
			Did you contact the post and ask them for more information?  
You can call the post: +41 848 888 888 
Or email them:   "	1	 Oct 2016	0.0	['0', '0']	['0', '0']	0
55	Complaints corner	Clocks and Babies don't go together	TobiasM	628	4	Zürich	30.10.2016, 11:00	" 
			
			Clocks and pets can be a challenge. I had to give the dogs their dinner a bit earlier than usual because as soon as it got dark they decided it was time to eat and started barking at me.   
The parrot went to sleep earlier as well. When it got dark she said ""bedtime"". As I was putting her into her sleeping cage she said ""I am very tired."" I am sure she has no idea she got an extra hour of sleep.  "	801	 Mar 2011	5.0	['87', '56']	['1', '227', '563']	6
56	Complaints corner	Salt charges unjustified roaming fee	Soleil	5399	56	Bern	16.10.2015, 12:04	"    No, it is not.       Absolute nonsense.    
Do you understand how phones work at all?       No, it is not like that.    
Tom
		"	184	 Jul 2010	3.0	['12', '8']	['208', '86']	5
57	Complaints corner	Dealing with a crappy flat and awful 'Genossenschaft'	SwissSurfer	1323	19	Zürich	26.10.2016, 03:39	" 
			
			Not Wincasa! It is a Genossenschaft actually!!  What experience did you have then?      Believe me I spoke to lots of neighbours! One Albanian guy complained so many times about various issues he just gave up. He actually wanted to collect signatures from all neighbours so the woman in charge at the agency would have to quit her job!! He told me recently we sort of became friends. The other neighbours are just either cowards or both actually! One guy who is in the Siedlungskommission told me the other day 'love it here improved my quality of life'. He used to live in the old complex which got knocked down and had been super old. Whilst he was telling me this I spotted a bag of flour full with mould (cellar issue as mentioned)..hence the people here are just bloody bizarre.   
My boyfriend who came here from a Northern country is actually saying he has not come across such weirdos before. For him this treatment we get here is beyond strange.    
Anyhow I just hope we find a new flat soon or else I will just sign up for a place at the mental hospital soon..!      Oh and I tried talking to Implenia too probably THE worst company I ever came across!    
They are just taking the piss excuse my language. They told me to open the windows when I complained about the dust and white stuff coming from the ventilation. Shame is we actually cannot open the living room window at all. Panorama window and all that crap. I should sue them for such an answer??!   
I will send another letter next week and will most likely withhold rent next time.   
Only thing I worry about is the baby. If I pop off tomorrow I do not mind just want her to get out of this shithole asap.      "	53	 Sep 2012	2.0	['23', '5']	['17', '11']	-3
58	Complaints corner	Unsolicited mail from alphafoto	CrazyN8s	681	8	Fribourg	23.10.2016, 12:33	" 
			
			I kept them, because despite not ordering them, or wanting them enough to pay for them, I thought it was a waste to return them as they would just go in the bin.
		"	11	 Jul 2013	1.0	['0', '0']	['5', '3']	2
59	Complaints corner	One-sided pillow fight at a cafe .	TheLaughingCow	817	11	Der Schweizer Mittelland	25.10.2016, 13:52	" 
			
			Hi all,   
Thanks for the jokes.   
No, it wasn't Zürich.   
' Better a pillow than a chair. ' Yes. Yes, indeed.   
#throwpillowatstrangerschallenge .  You may be on to something here    and I totally ruined it .   
Pillow Fight Club :   
Tyler Durden: This week, each one of you has a homework assignment. You’re gonna go out, you’re gonna start a fight with a total stranger…   
[there’s a pause as he drools blood]   
Tyler Durden: You’re gonna start a fight and you’re gonna lose.   
[we see a montage of Pillow Fight Club members trying to pick a fight]   
Narrator: Now this is not as easy as it sounds. Most people, normal people, do just about anything to avoid a fight.
		"	143	 Apr 2012	3.0	['0', '0']	['101', '66']	2
60	Complaints corner	ebookers.ch	Medea Fleecestealer	2130	25	Misery-Courtion	31.07.2016, 10:46	"    what about a ""forgot password"" option?
		"	13844	 Jul 2011	6.0	['173', '137']	['9', '938', '5', '675']	6
61	Complaints corner	ZVV Advertisement with Taj Mahal	makas	3537	87	Zurich	19.10.2016, 11:02	"    It's definitely the Indian gentleman!
		"	82	 Feb 2015	2.0	['37', '18']	['29', '19']	-5
62	Complaints corner	Health insurance premiums	Harrie Nak	904	15	Zurich	20.10.2016, 13:26	" 
			
			My understanding is that health costs in the vast majority of countries are increasing at well above inflation costs, so nothing really Swiss here, except the way the costs are passed on. 
In countries with government run health systems, such as France or the UK, the increased costs are broadly just tagged on to government debt and left to later generations to deal with. In others, some attempts are made to balance the books. In Switzerland, where the health system isn't government run, the costs are simply passed straight on to the patients.
		"	236	 Nov 2010	3.0	['11', '9']	['80', '43']	0
63	Complaints corner	website ( on .ch domain) renewal travails	joroianev	1651	10	Zug	21.10.2016, 13:47	"    Yes, that.   
But it still doesn't bode well for anything else they do.
		"	156	 Jul 2013	3.0	['37', '13']	['153', '67']	4
64	Complaints corner	Is a person living in Zurich allowed to mix up ZVV from VBZ	guest	444	2	null	1.1.0001, 00:00	    Not being Swiss the ZVV and VBZ look the same to me   		 Jun 0001		[]	[]	
65	Complaints corner	I do not recommend Schlafwelt (Ackermann AG)	nfld	443	0	zürich	18.10.2016, 07:31	" 
			
			It was written 1 week delivery, when I ordered my bed frames 6.5 weeks ago. I'm still waiting. I have both written and called regarding my order and have since received a new order confirmation and a returned product confirmation of my original order. My bill Now has  2 x delivery cost and other costs and Mahnung charges for the products I still haven't received. I was planning on paying the bill first when the merchandise arrived. But I am still waiting and they are continually adding to my bill, retuning items I never even received!! Terrible service. Wish I never would have ordered from them.
		"	13	 May 2010	1.0	['0', '0']	['2', '2']	0
66	Complaints corner	The new tariff at the Zurich airport	Karin M.	1388	19	Zurich	07.10.2016, 15:02	"    Will it remain that way in the departures zone?    
I thought I understood why they brought the barriers in, people used to abuse the pick up/drop off zone. The result at certain times was just one big traffic jam.    
Since the barriers are there it runs much more smoothly. Now with this 15 minute allowance, I reckon it'll get clogged up again pretty quickly. I thought the 5 mins to get in and out was a pretty good solution.
		"	23	 Apr 2013	1.0	['2', '1']	['5', '5']	0
67	Complaints corner	Do we no longer expect thanks?	evianers	2738	64	Evian France	12.10.2016, 16:52	" 
			
			Not everyone likes to receice gifts in general, or happens to like the particular gift. In this case the recipients are 2 or 3 people, depending how you count, and they may not share the same opinion about the gift itself.   
I offer this in some sort if defence, from memories of having agonised over how to possibly fulfil the dreaded instruction to write a thank-you note for something that I personally wished I had not been made to receive in the first place.   
For my own sake, if ever I give a gift, I consider it as having left my possession and having tranferred over to the other person, who is then free to do what they want with it, including giving it away or selling it. In my way of feeling (when a giver), a recipient who takes the trouble to write thank-you note is doing a good, upstanding, nice, respectable thing, but I try not to hang about expecting it, and try to set the recipient free from any such duty - most especially if they are parents of a newborn baby. I don't always succeed in being so noble, though.   
Perhaps a thank-you note is more mportant when the giver(s) acted out of a  selfless generosity that does not stem from any personal connection, just strangers who were hugely compassionate and generous.     
I know of such a case currently, where many good folk pooled together, contributing smaller and larger sums, even spreading the news of the need amongst friends even further removed, and only thanks to this amazing support by so many could the little boat (metaphorically speaking) be successful rescued from the storms and brought into safety.... and not one thank-you note in there, from the captain of the little boat, not even after a break to rest. 
I found it very sad.
		"	640	 Dec 2006	5.0	['19', '15']	['390', '233']	2
68	Complaints corner	Problem with moving company	citricut	543	4	Zurich	14.10.2016, 20:48	"    As well as the invoice for the final payment, do you have receipts for other amounts that you paid, including the cash you handed over to the team leader?   
I would write it all down in a kind of report, bullet point the information you put in your original post on here plus any other details you can remember as well as dates (and times, if applicable).   
I'd also make it clear in writing to the moving company that you are not happy with their service/costs and bullet point the reasons why.
		"	35	 Dec 2012	2.0	['0', '0']	['7', '5']	0
69	Complaints corner	UPC billing problems	philo	-	0	Winterthur	14.10.2016, 00:36	"    We got a saying here: ""The way you shout into the forest is the echo"". 
When I call them I'm relaxed and clear, I get my Fr. 6.00 within the first 5 minutes (it's the amount they can give away to anybody without explanation to the boss it always comes), then I tell them that's very kind yet not solving my problem, flirt a little et voilà I end up with exactly what I want. I'm happy, they had a little laugh and feel good about solving my problem in a long unpleasant night of hotline-work (I always call in the middle of the night, that's when I have my problems with internet) ... when you're ""in the right"" you don't need to get bitchy. 
One even claimed once, if there were a flight he'd bring me the modem personally. ROFL.
		"	11	 Oct 2016	1.0	['0', '0']	['0', '0']	0
70	Complaints corner	national reach websites not in all 3 languages	Capo	878	17	The World	07.10.2016, 19:53	"    Using the ip addy to decide which language a website should present itself in is silly... Determining what language the OS presents to the user would be a better way to make a guess at it. When I was in Canada in the spring I had my (German) laptop with me... I was surprised at how many websites presented themselves in French whereas when I looked at them from Eglisau with the same laptop they appeared in German.   
I'd rather have the website ask me once what language I want, and remember that, than some programmer taking a wild guess.
		"	650	 Feb 2014	5.0	['98', '52']	['423', '232']	-5
71	Complaints corner	tentative assault to our house ? rule on surveillance cameras	Helena Paris	933	13	Zurich	10.10.2016, 13:46	"    It would be the end of them if they banged on my door.      
We've recently had a murder in our quiet little corner of ZH, so I don't think the security patrols would take kindly to this.
		"	61	 Jun 2013	2.0	['9', '5']	['13', '6']	2
72	Complaints corner	A word of caution about translation services	gaga9329	1460	22	Zurich	10.10.2016, 17:31	"    Yes. FMF's post is a bunch of nonsense. If you post an online review that is true to your experience (and you may want to keep all the relevant proof to back it up) you cannot be successfully sued for damages. If OTOH you post BS for personal vendetta you will be in trouble.
		"	4	 Apr 2014	0.0	['3', '1']	['3', '3']	0
73	Complaints corner	Samsung side-by-side fridge freezer	Castro	2765	23	Basel-Land of Smiles	05.07.2016, 12:04	" 
			
			Castro - This is a bit different than your problem, but we have a Samsung refrigerator/freezer that does not have an icemaker. The problem we have is the freezer (at the bottom) had a defrost problem that was causing the cooling cycle (of fridge and freezer) to turn itself off quite often, resulting in a worse problem.    
I defrosted it myself a few times, using a hair dryer for about an hour. But it kept coming back. Eventually, I found that the ice had built up way back in the cooling system and I needed to let it thaw overnight for all of the ice to melt. Now that all of the ""cooling passages"" are unblocked, everything seems to work correctly again. The unit is at least 7 yrs old, so pretty happy with its durability now that I understand what the problem is/was.   
Good luck with the new fridge!
		"	4795	 Nov 2007	8.0	['94', '75']	['12', '822', '4', '181']	6
