	topic	thread	user	views	replies	location	date	post	user_posts	since	exp	thanked	groaned	reputation
10	Education	Summer admissions to International Schools	"""Dan M"	378	3	Location: New Haven	28.12.2016, 18:47	"      I've read that some schools might have positions that are kept open in case of unexpected moves that are not that uncommon with international work.    
If something did come up, I think it will be for 4-6 years. I will have to look into the compatibility between US and Swiss public schools to see if returning will be a problem.
		"	Posts: 5	Join Date: Dec 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
11	Education	Educational and Career Attainment for US Citizen Moving to Switzerland	"""RedSoloCup"	2383	34	Location: Richterswill	19.09.2016, 05:33	" 
			
			If I were an English-speaker looking for a job, these are some steps I would consider taking:   
1. Meet with RAV for job search ideas (while recognizing that RAV will not likely provide unemployment compensation). 
a. Request access (a code) to jobagent.ch 
- Use this database to search for English speaking jobs 
b. Inquire whether RAV would provide support for an A2 German course (after the MigrosKlub is completed)   
This link lists RAV centers in canton Zurich; Richterswil residents use RAV Thalwil:       
2. Search indeed.ch and job-room.ch on ""English"" for jobs requiring English   
3. Search on ""English"" on other job boards listed at aso.ch:       
4. Do the above three mornings or afternoons a week and repeat!    
5. Consider joining a volunteer group to develop contacts, e.g.:      "	Posts: 7	Join Date: Sep 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 9 Times in 2 Posts	no particular reputation at present
12	Education	Hospitality Tutor	"""khirschhorn"	312	1	Location: montreaux	20.12.2016, 13:13	" 
			
			[QUOTE=khirschhorn;2710386]My daughter is attending Glion and we are looking for a tutor/coach to assist this upcoming year please PM Located in Montreaux
		"	Posts: 2	Join Date: Dec 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
13	Education	Planning to study at the university of lausanne	"""rickroll"	679	28	Location: Saudi	19.12.2016, 20:53	"    You will have to look at your school curriculum for that.   
At least the first two years are all in local language anywhere in Switzerland, if you open the UNIL website you can see by yourself. I really suggest thorough research. 
You can always do intensive french courses all summer and start with normal courses now. As you probably know Switzerland is a multi-lingual country and a lot of people do this and succeed even if they didn't study the language very well in high school. 
Money-wise you can live with 2000 per month, survive with 1500 if you're lucky but lausanne is expensive. Also I guess you will need funds upfront to get a permit and for rent deposit. This is excluding airplane tickets. 
You don't buy books at university if you cannot afford them, you don't really need them for biology and students share the PDF versions if you really want them (or you can find them yourself). 
Work is very difficult to find, some work but without the local language it's impossible imho (considering you can only have evening and weekend jobs). 
Try getting a scholarship or a zero-interest loan from your country.
		"	Posts: 14	Join Date: Dec 2016	Newbie 1st class	Groaned at 4 Times in 2 Posts	Thanked 1 Time in 1 Post	no particular reputation at present
14	Education	İ need your help	"""Nahla m"	1613	48	Location: Egypt	18.12.2016, 14:03	"    I see. The ""English"" in English forum is little to do with the English language. It is mainly for foreigners in Switzerland who wish to discuss topics in a language recognisable as English.   
Incidentally, the topic sounds fascinating. I'd start with the higher primates, designing experiments like putting a banana high up on a book shelf with a chair nearby to see how they solve that. You require 2 groups an one control group. One group is informed that bananas are nice to eat, the other that bananas are not nice to eat, and the control group is given no guidance. 
After that, progress onto humans.
		"	Posts: 9	Join Date: Dec 2016	Banned	Groaned at 13 Times in 5 Posts	Thanked 1 Time in 1 Post	considered unworthy
15	Education	Occasional childcare in Basel	"""SBromilow"	464	2	Location: New Malden	13.12.2016, 20:21	    Home from Home around the corner from Voltaplatz is great. Mona and her staff are super nice and they don't mind if it's not a regular schedule.      	Posts: 1	Join Date: Dec 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
16	Education	German or Swiss German in public school?	"""celine79"	359	3	Location: Basel	18.12.2016, 14:00	" 
			
			The language of teaching is supposed to be German, but often it is Swiss German (my 3 kids were educated in Baselland). German lessons teach (Swiss) High German.
		"	Posts: 11	Join Date: Nov 2010	Newbie 1st class	Groaned at 0 Times in 0 Posts	Thanked 8 Times in 5 Posts	no particular reputation at present
17	Education	Learning civil engineering in Switzerland as foreign in English.	"""Quntix"	461	4	Location: israel	15.12.2016, 23:01	" 
			
			If you have no citizenship at all then I doubt you'd be able to travel anywhere.   
Unfortunately most Bachelors are taught in the local Swiss language according to which part of Switzerland you're in.  So could be German, French or Italian.
		"	Posts: 1	Join Date: Dec 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
18	Education	Looking for a lab supplies store and microscope	"""FunnyBone"	1357	5	Location: Earth	30.11.2015, 11:21	" 
			
			Hello guys!   
I am looking to purchase Used Bio-Rad CFX96 Touch Real-Time system in perfect working condition.   
Does anybody have such machine for sale? Or do you happen to know where I can find it?   
The matter is quite urgent.   
Any info and assitance will be greatly appreciated!   
Thank you in advance!   
Elena
		"	Posts: 514	Join Date: Jan 2015	Forum Veteran	Groaned at 27 Times in 19 Posts	Thanked 748 Times in 341 Posts	a reputation beyond repute
19	Education	Morning and evening routines	"""zooei"	1081	20	Location: Zurich	13.12.2016, 17:06	" 
			
			Morning : Shit, shave & shampoo   
Evening : Gin, wine, sleep on sofa
		"	Posts: 26	Join Date: Mar 2011	Newbie 1st class	Groaned at 3 Times in 1 Post	Thanked 7 Times in 5 Posts	annoyed a few people around here
20	Education	Ticino pre-school that accepts special needs	"""Seymour"	1903	7	Location: Ticino	04.12.2014, 13:22	" 
			
			Hi there, 
I know it has been a while since the post was lastly active, but it worth sharing the info for others as well. 
I would share with Alessandra her opinion about   in Lugano, my son went there four years ago, they actually opened our eyes that he has an autistic symptoms, and after him diagnosed as Autistic spectrum they were very helpful providing him a special teacher (for a bit more additional cost) that took care of him and was sooo helpful. 
Since the last year, they opened an elementary-level branch (for children from 3 till 6-7 I think). I know they run montessori pedagogy, and from my experience, they are open to special cases if you explain your child's situation to them.
		"	Posts: 3	Join Date: Dec 2014	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
21	Education	Need opinions about studying in Switzerland for a foreigner	"""Jonari"	611	7	Location: Vaud	13.12.2016, 04:21	" 
			
			As a non-EU student she can't work for the first 6 months though so that would also need to be taken into consideration.
		"	Posts: 2	Join Date: Jun 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
22	Education	The 11 best school systems in the world	"""donpiedro"	2124	24	Location: Nyon	24.11.2016, 16:38	"     My son was one of the participants in the Pisa maths test. I hope he was at least partly responsible for maintaining the high level in maths.   
I think Switzerland came out strong in maths and science and weaker in the other two subjects.
		"	Posts: 574	Join Date: Sep 2014	Forum Veteran	Groaned at 28 Times in 22 Posts	Thanked 783 Times in 310 Posts	earned the respect of many
23	Education	English speaking school in Lausanne (ENSR vs. Mickey Montessori)	"""Runa"	616	7	Location: Lausanne	05.12.2016, 21:54	"    You go to the public school in the catchment area you live in.    
The child is 3/4 years old, at this age convenience is probably more important than academic achievements, get her in school and settled down, see how things work our for couple of years then fine tune it a bit if necessary.
		"	Posts: 3	Join Date: Dec 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
24	Education	Religion classes at school.	"""Nil"	14013	280	Location: Basel	11.09.2014, 20:55	"    I appreciate this point of view. We did considered it but I feel it is totally different than learning something that we have proof of existence. Maths, science, history, etc. religion, for me, as nothing to do in schools and I don't want my kids to be expose to it.    
If they are teaching it, they should teach the princess and the frog, the beauty and the beast, etc. my kids know these are fairy tales. How should I explain to my kids that I believe religions are in the same category if they teach this  "	Posts: 10,408	Join Date: Sep 2007	Forum Legend	Groaned at 442 Times in 346 Posts	Thanked 16,015 Times in 6,314 Posts	a reputation beyond repute
25	Education	Gymnasium questions	"""lesCA"	9730	46	Location: Uerikon	23.01.2010, 11:47	"    Lovely and very aptly put!
		"	Posts: 137	Join Date: May 2009	Member	Groaned at 1 Time in 1 Post	Thanked 72 Times in 44 Posts	made some interesting contributions
26	Education	Sport and music at school	"""eireann"	499	5	Location: Suisse Romande	10.12.2016, 01:27	" 
			
			The commune is a very good place to ask. Ours provides a booklet with all the activities listed and details of clubs, music lessons etc. both commune/canton supported/subsidised and private. 
We received a copy when we moved here but I think they send them to all parents who have children of school age. We also received details of the holiday clubs and activities organised by the canton at least once a year.
		"	Posts: 396	Join Date: Feb 2007	Senior Member	Groaned at 2 Times in 2 Posts	Thanked 76 Times in 59 Posts	made some interesting contributions
27	Education	Aviation related degree taught in english	"""crowthebird"	442	6	Location: USA	09.12.2016, 22:07	"       
thanks, will check them out
		"	Posts: 10	Join Date: Dec 2016	Newbie 1st class	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
28	Education	Executive MBA at University of Geneva	"""bizwoo"	316	0	Location: St. Gallen	09.12.2016, 12:35	" 
			
			Hello everyone, I have been, for sometime now, looking into MBA programs via distance learning or at least flexible studies.   
I know pretty much about all available programs from UK universities and Swiss universities. I have looked at respectable rankings from Financial Time, the Economist, etc.    
However, I have found the Executive MBA a the University of Geneva ( ) which cost is very affordable.    
It looks like it is AMBA approved only and I could not find any ranking in the above mentioned publications.   
Have any of you had any experience or know anything about this MBA program?  Or at least have references about the University of Geneva and its school of Economics and Management?   
Any information would really be appreciated.   
Thanks a lot.
		"	Posts: 1	Join Date: Dec 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
29	Education	How are the state schools around Lausanne ?	"""sunnylund"	1078	11	Location: Lausanne	22.10.2016, 02:04	" 
			
			I agree with Odile - the French school curriculum is much heavier on academics. The Swiss curriculum seems to allow for other types of education - sewing and ice skating for example.
		"	Posts: 2	Join Date: Oct 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 1 Time in 1 Post	no particular reputation at present
30	Education	Looking for an English Teacher	"""likewater"	-	0	Location: Bern	06.12.2016, 22:05	" 
			
			I have sent you a private response
		"	Posts: 0	Join Date: Dec 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
31	Education	Swiss International School Zurich North (ISZN)	"""Stacey1979"	9373	29	Location: Zurich	01.03.2012, 23:08	"     
No changes since 4 years since all children moved from school and i guess this will be repeated soon.... I experienced it myself the principle showed his real face and threatened us as we asked too many questions about firing well experienced teachers and being replaced by cheaper personal with less skills. Parents still paying 25k CHF per Year for less academic skills of teachers, so parents involvement is huge for volunteering and homework and charities (which still do not pay out to charities... Teachers of ISZN send their children to ICS Zumikon although they would have 50% off at ISZN, i guess that says it all....
		"	Posts: 21	Join Date: Feb 2012	Newbie 1st class	Groaned at 0 Times in 0 Posts	Thanked 2 Times in 2 Posts	no particular reputation at present
32	Education	Montessori school and re-integration into public schools at 12	"""GenevaSculler"	448	2	Location: Geneva	06.12.2016, 13:04	" 
			
			Thanks BelgianMum. We went to a parents' evening for the 6-12 class and were quite impressed by how they plan for the reintegration at the end, but I'm still interested to hear any other stories of peoples' experiences, in particular if there are particular things to look out for or ways to make the process easier.   
Both of our kids seem bright and are doing well at the Montessori school, but for me it seems like a stretch to be able to look at the character of a 5 year old and say if they are likely to easily adapt at 12 to the public system.
		"	Posts: 1,173	Join Date: May 2008	Forum Veteran	Groaned at 7 Times in 5 Posts	Thanked 930 Times in 482 Posts	a reputation beyond repute
33	Education	German courses for teenagers	"""Nivejarama"	862	4	Location: 8006	03.10.2016, 15:08	" 
			
			I moved back to Switzerland with my kids, then 11 and 12, and registered them immediately at the local Swiss school. They didn't speak or understood any German. Now they are bilingual in all three languages. But school wasn't a big help. Because I grow up in Switzerland and also teach German I was able to help my kids a lot but  it took a long time. There was no English at home anymore, no English TV, only German books, no mixing with English and of course a lot of tears. You don't have to be so hard with your kids of course, but a privat German teacher 2-3 times a week would help a lot. I hope that helps a little
		"	Posts: 1	Join Date: Oct 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
34	Education	masters in switzerland	"""akhil nani"	719	5	Location: india	01.12.2016, 18:00	    Or maybe just the SHIFT key on the keyboard.   	Posts: 1	Join Date: Dec 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
35	Education	International School Zurich North for 2yo	"""ValeC"	1195	4	Location: Winterthur	14.07.2016, 22:29	" 
			
			I'm also interested in information about their middle school and high school. Thanks!
		"	Posts: 104	Join Date: Aug 2010	Member	Groaned at 0 Times in 0 Posts	Thanked 28 Times in 10 Posts	no particular reputation at present
36	Education	niederwennigen-how is the area´?	"""ilakaya"	357	0	Location: zurich	30.11.2016, 10:42	" 
			
			hi all, 
we are planning to move to niederwennigen, just wanted to know about the school, hospital and shopping facilities there. 
TIA, 
Kind regards, 
Ilakaya
		"	Posts: 2	Join Date: Mar 2008	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
37	Education	CAIA Level 1 Help	"""blackmoon41"	930	2	Location: regensdorf	11.12.2015, 18:39	" 
			
			Same question - different year:   
CAIA I Exam Feb/March 2017   
Happy to build a study group to meet occasionally helping each other.   
Feel free to reply or sending me a message.   
Cheers 
Simon
		"	Posts: 3	Join Date: Mar 2007	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
38	Education	Kindergarten in Rapperwill	"""Marisa de Sousa"	474	5	Location: staffa switzerland	28.11.2016, 13:16	" 
			
			You will not be able to ""book appointments"".    
The teachers have no time to tend to you. State Kindergarten belongs to school - the teacher has to teach, she or he has also no possibility to take only those children they like. You have to take the brats, too. They have to take what children are assigned to their Kindergarten - as you have no chance to make your pick. Especially hard if you drop in during the ongoing school year.   
It is different with a private kindergarten but you will have to pay out of your pocket.
		"	Posts: 79	Join Date: Jan 2014	Junior Member	Groaned at 0 Times in 0 Posts	Thanked 8 Times in 8 Posts	no particular reputation at present
39	Education	Homeschooling in Switzerland	"""Stevensk"	1025	16	Location: Fribourg	27.11.2016, 19:22	"    Tons of reasons... almost as many reasons as homeschoolers in my experience.   
To give you an idea, the homeschoolers' group where I grew up (Midwestern US, rural shading toward suburban) was a pretty diverse mix of the following:    
- religious families with a range of more or less religious/cultural concerns, some curricular and some peer-pressure based; 
- hippy/creative families who worried that typical classroom settings would stifle individuality and prepare kids only for a life of conformity and meaningless wageservitude; 
- academically intense families who found the local public schools not challenging enough and the private schools too religious; 
- special-needs families who felt undersupported by the local system and believed they could do a better job themselves.
		"	Posts: 7	Join Date: Nov 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 3 Times in 1 Post	no particular reputation at present
40	Education	Primary schools in Morges vs. St-Sulpice or Préverenges	"""Apsrsj"	4267	23	Location: Europe	16.03.2015, 00:50	" 
			
			How old are your kids? If they are young, I think any of the public shools in villages you mentioned are OK. But when they grow up and have to go to college, it is a different story. Some villages are small and don't have their own college (after 8p) and kids have to go to the neighboring commune school which might not be a good one.
		"	Posts: 66	Join Date: Mar 2015	Junior Member	Groaned at 5 Times in 2 Posts	Thanked 30 Times in 17 Posts	considered knowledgeable
41	Education	IB (International Baccalaureate) in Zurich Gymnasium Schools	"""timpy"	514	2	Location: zurich	23.11.2016, 11:59	" 
			
			Thanks! 
I did some research and found that IB is available only in RG Gymnasium school. So basically, only for the LangGymi students and not for the KurzGymi students   "	Posts: 246	Join Date: Jun 2006	Member	Groaned at 1 Time in 1 Post	Thanked 122 Times in 46 Posts	considered knowledgeable
42	Education	Recommendations wanted for C1 German books	"""Camupa"	407	1	Location: Zurich Unterland	23.11.2016, 09:27	" 
			
			We are using Erkundungen series books, you can find them in amazon.de. I found them really useful
		"	Posts: 149	Join Date: Sep 2010	Member	Groaned at 1 Time in 1 Post	Thanked 100 Times in 54 Posts	earned some respect
43	Education	Schooling in Lugano	"""Rozi maden"	663	13	Location: Lugano	20.11.2016, 20:33	"    In Ticino, it would be the start of middle school.     
Primary school starts at age 6, and goes on for 5 years.   
Tom
		"	Posts: 2	Join Date: Nov 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
44	Education	Does the MBA have the same impact in Switzerland than in USA?	"""ldibiase"	670	4	Location: Zurich	19.11.2016, 21:47	" 
			
			No it doesn't.   
The St. Gallen MBA is ok. But the university's strength is in their MS/MA degrees, not their MBAs and they pale in international comparison. Whether that is justified or not or whether the right criteria are being measured or not - in general that is - is a different discussion.   
The MBA is not a guaranteed career accelerator like it is in the US. It may be a slight advantage in an MNC and/or in the financial/consulting sector, but only if from a (highly) reputed institution. Outside of MNCs, many won't even really know what an MBA is exactly, and they certainly won't care.
		"	Posts: 12	Join Date: Dec 2014	Newbie 1st class	Groaned at 0 Times in 0 Posts	Thanked 5 Times in 4 Posts	considered knowledgeable
45	Education	Looking for an art school in Zurich area	"""nomansohail"	589	4	Location: Wollerau	16.11.2016, 22:25	" 
			
			Maybe these guys have something?   "	Posts: 32	Join Date: Apr 2013	Junior Member	Groaned at 0 Times in 0 Posts	Thanked 94 Times in 2 Posts	an excellent reputation
46	Education	Epfl and ethz  admision conditional Letter	"""Riyadi"	542	6	Location: Laussane	16.11.2016, 11:42	" 
			
			Riyadi, check your spelling of Lausanne in your profile - bad omen if the city gets a hint and doesn't like it ;-)
		"	Posts: 17	Join Date: Nov 2016	Newbie 1st class	Groaned at 2 Times in 2 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
47	Education	Looking for pointers on Schools	"""ArchK"	595	11	Location: Zurich	16.11.2016, 09:43	" 
			
			Thanks a lot for the response
		"	Posts: 4	Join Date: Nov 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 1 Time in 1 Post	no particular reputation at present
48	Education	Convention de stage without being at school	"""Tinkiwinki"	437	5	Location: Lausanne	15.11.2016, 10:31	"    Sure. And more often than not, these so-called internships are nothing but a way to get cheap labor. Hence the insistence on the convention de stage or just generally a confirmation that it is a real internship. Very much for the benefit of the person who takes the job btw.
		"	Posts: 731	Join Date: Oct 2014	Forum Veteran	Groaned at 11 Times in 9 Posts	Thanked 338 Times in 235 Posts	earned some respect
49	Education	Web design course wanted	"""GreggiBizzle"	482	2	Location: Zurich	15.11.2016, 01:02	" 
			
			Try Khan Academy.  It's on-line and has a lot of good IT courses.  It would give you a start if nothing else.
		"	Posts: 1	Join Date: May 2016	Newbie	Groaned at 0 Times in 0 Posts	Thanked 0 Times in 0 Posts	no particular reputation at present
