	hrefs	replies	threads	views
42	http://www.englishforum.ch/complaints-corner/261887-die-post-mega-fail-should-we-go-complaint-rampage.html	37	Die Post Mega-Fail. Should we go on a complaint rampage?	1,542
43	http://www.englishforum.ch/complaints-corner/259030-canadian-citizenship-petition-please-sign.html	46	Canadian citizenship petition - please sign!	2,459
44	http://www.englishforum.ch/complaints-corner/259030-canadian-citizenship-petition-please-sign.html	-	Canadians living abroad & having kids - important info regarding citizenship	-
45	http://www.englishforum.ch/complaints-corner/261846-bullying-neighbourhood.html	13	bullying in neighbourhood	954
46	http://www.englishforum.ch/complaints-corner/261686-swiss-airline-appalling-spammers.html	21	Swiss (the airline) appalling spammers	1,145
47	http://www.englishforum.ch/complaints-corner/261801-swiss-post-gen-ve-2-letter-transit.html	1	Swiss Post - Genève 2 Letter Transit	677
48	http://www.englishforum.ch/complaints-corner/261776-clocks-babies-don-t-go-together.html	4	Clocks and Babies don't go together	602
49	http://www.englishforum.ch/complaints-corner/242095-salt-charges-unjustified-roaming-fee.html	56	Salt charges unjustified roaming fee	5,347
50	http://www.englishforum.ch/complaints-corner/261618-dealing-crappy-flat-awful-genossenschaft.html	19	Dealing with a crappy flat and awful 'Genossenschaft'	1,303
51	http://www.englishforum.ch/complaints-corner/261483-unsolicited-mail-alphafoto.html	8	Unsolicited mail from alphafoto	656
52	http://www.englishforum.ch/complaints-corner/261593-one-sided-pillow-fight-cafe.html	11	One-sided pillow fight at a cafe .	798
53	http://www.englishforum.ch/complaints-corner/257643-ebookers-ch.html	25	ebookers.ch	2,088
54	http://www.englishforum.ch/complaints-corner/261330-zvv-advertisement-taj-mahal.html	87	ZVV Advertisement with Taj Mahal	3,437
55	http://www.englishforum.ch/complaints-corner/261375-health-insurance-premiums.html	15	Health insurance premiums	885
56	http://www.englishforum.ch/complaints-corner/261411-website-ch-domain-renewal-travails.html	10	website ( on .ch domain) renewal travails	1,636
57	http://www.englishforum.ch/complaints-corner/261341-person-living-zurich-allowed-mix-up-zvv-vbz.html	2	Is a person living in Zurich allowed to mix up ZVV from VBZ	435
58	http://www.englishforum.ch/complaints-corner/261279-i-do-not-recommend-schlafwelt-ackermann-ag.html	0	I do not recommend Schlafwelt (Ackermann AG)	430
59	http://www.englishforum.ch/complaints-corner/260868-new-tariff-zurich-airport.html	19	The new tariff at the Zurich airport	1,371
60	http://www.englishforum.ch/complaints-corner/261056-do-we-no-longer-expect-thanks.html	64	Do we no longer expect thanks?	2,702
61	http://www.englishforum.ch/complaints-corner/261152-problem-moving-company.html	4	Problem with moving company	531
62	http://www.englishforum.ch/complaints-corner/261115-upc-billing-problems.html	-	UPC billing problems	-
63	http://www.englishforum.ch/complaints-corner/260875-national-reach-websites-not-all-3-languages.html	17	national reach websites not in all 3 languages	862
64	http://www.englishforum.ch/complaints-corner/260962-tentative-assault-our-house-rule-surveillance-cameras.html	13	tentative assault to our house ? rule on surveillance cameras	920
65	http://www.englishforum.ch/complaints-corner/260971-word-caution-about-translation-services.html	22	A word of caution about translation services	1,428
66	http://www.englishforum.ch/complaints-corner/256617-samsung-side-side-fridge-freezer.html	23	Samsung side-by-side fridge freezer	2,704
67	http://www.englishforum.ch/complaints-corner/260843-coop-salt-mobile.html	0	Coop (Salt) Mobile	418
68	http://www.englishforum.ch/complaints-corner/260740-horse-rider-mobile-phone.html	11	Horse Rider On Mobile Phone	784
69	http://www.englishforum.ch/complaints-corner/260670-swiss-switzerlanded.html	14	A Swiss was Switzerlanded	1,582
70	http://www.englishforum.ch/complaints-corner/238637-billag-need-advice-please.html	165	Billag ? need advice please	12,201
71	http://www.englishforum.ch/complaints-corner/260544-hardbruecke.html	26	Hardbruecke	1,396
72	http://www.englishforum.ch/complaints-corner/259075-wbk-dubenforf-huge-rip-off.html	3	WBK Dubenforf a huge Rip off!	943
73	http://www.englishforum.ch/complaints-corner/258645-ricardo-pos.html	27	Ricardo is a POS	1,767
74	http://www.englishforum.ch/complaints-corner/253693-swiss-bicycle-shops-hosers-rant.html	52	Swiss bicycle shops are hosers rant	6,838
75	http://www.englishforum.ch/complaints-corner/260527-midwife-s-fraud.html	27	midwife's fraud	1,732
76	http://www.englishforum.ch/complaints-corner/258906-dear-cyclists.html	60	dear cyclists	3,814
77	http://www.englishforum.ch/complaints-corner/259976-blood-packed-meat.html	72	Blood in packed meat	2,450
78	http://www.englishforum.ch/complaints-corner/260444-who-would-rob-child.html	35	Who would rob a child	1,226
79	http://www.englishforum.ch/complaints-corner/260462-referral-real-estate-broker.html	0	Referral for a real estate broker	281
80	http://www.englishforum.ch/complaints-corner/260058-trolling-seems-some-people-only-think-s-fun-when-jokes-not-them.html	69	Trolling, seems some people only think it's fun when the jokes not on them	3,204
81	http://www.englishforum.ch/complaints-corner/260174-people-not-using-emoticons.html	16	people not using emoticons	711
82	http://www.englishforum.ch/complaints-corner/260081-searching-miss-motivation.html	37	Searching for Miss Motivation	1,282
83	http://www.englishforum.ch/complaints-corner/137436-tired-being-asked-jobs-interviews-if-i-would-like-have-children.html	205	tired of being asked in jobs interviews if I would like to have children.	25,022
84	http://www.englishforum.ch/complaints-corner/259902-music-train-no-headphones.html	39	Music on Train ... no headphones	2,347
85	http://www.englishforum.ch/complaints-corner/259797-benedict-school.html	25	Benedict School	1,317
86	http://www.englishforum.ch/complaints-corner/258575-defrosting-rant.html	23	Defrosting rant	1,460
87	http://www.englishforum.ch/complaints-corner/240761-used-car-fraud-lys.html	10	Used Car Fraud in Lys	1,809
88	http://www.englishforum.ch/complaints-corner/256909-fedex-taking-piss.html	13	FedEx taking the piss	1,570
89	http://www.englishforum.ch/complaints-corner/254609-ikea-gone-dogs.html	45	IKEA gone to the dogs	4,848
90	http://www.englishforum.ch/complaints-corner/259330-parenting.html	41	Parenting	2,062
91	http://www.englishforum.ch/complaints-corner/259236-trolls.html	128	Trolls.	4,746
92	http://www.englishforum.ch/complaints-corner/258518-do-not-invest-swiss-property.html	223	Do not invest in swiss property	9,706
93	http://www.englishforum.ch/complaints-corner/259198-pesto.html	53	Pesto	1,680
94	http://www.englishforum.ch/complaints-corner/259113-aggressive-foreign-drivers.html	92	Aggressive foreign drivers?	3,954
95	http://www.englishforum.ch/complaints-corner/259150-i-have-stalker.html	47	I have a stalker	2,159
96	http://www.englishforum.ch/complaints-corner/258961-border-rant.html	75	Border rant	2,658
97	http://www.englishforum.ch/complaints-corner/259049-swisscom-taking-piss.html	9	Swisscom taking the piss	893
98	http://www.englishforum.ch/complaints-corner/258829-i-would-need-finance-law-breaker.html	41	I would need to finance the law breaker??	2,219
99	http://www.englishforum.ch/complaints-corner/258886-ranting-about-insurance-company.html	4	Ranting about insurance company	902
100	http://www.englishforum.ch/complaints-corner/249845-do-you-feel-unwelcome-switzerland.html	238	Do you feel unwelcome in Switzerland?	18,469
101	http://www.englishforum.ch/complaints-corner/258839-health-insurance.html	16	Health Insurance	1,007
102	http://www.englishforum.ch/complaints-corner/249097-some-swiss-racists-just-me.html	335	Are some of the Swiss - Racists, or it is just me?	28,581
103	http://www.englishforum.ch/complaints-corner/258843-golf-license-switzerland-really.html	2	Golf license in Switzerland - really?	708
104	http://www.englishforum.ch/complaints-corner/258808-ubs-bank-charges.html	12	UBS bank charges	843
105	http://www.englishforum.ch/complaints-corner/216381-gaah-very-pissed-off-next-direct-import-charges.html	131	Gaah! Very pissed off! [Next Direct import charges]	22,895
106	http://www.englishforum.ch/complaints-corner/253999-nettoshop-worst-mail-order-company-least-imho.html	57	Nettoshop is the worst mail order company at least IMHO!	4,026
107	http://www.englishforum.ch/complaints-corner/258186-wasps.html	29	Wasps	1,809
108	http://www.englishforum.ch/complaints-corner/258460-consumer-protection-claim-lawsuit.html	19	Consumer protection claim/lawsuit	1,245
109	http://www.englishforum.ch/complaints-corner/258362-supermarket-displays.html	59	Supermarket displays	2,254
110	http://www.englishforum.ch/complaints-corner/258467-thanks-ups.html	2	Thanks UPS	543
111	http://www.englishforum.ch/complaints-corner/255444-worst-piece-fruit-i-have-ever-seen.html	46	Worst piece of fruit I have ever seen	4,145
112	http://www.englishforum.ch/complaints-corner/183111-renting-privera-ag.html	14	Renting From Privera AG	1,780
113	http://www.englishforum.ch/complaints-corner/258351-birth-registration-taking-ages.html	1	birth registration taking ages	510
114	http://www.englishforum.ch/complaints-corner/258330-dentist-rip-off-pf-ffikon.html	20	dentist rip-off in Pfäffikon	1,125
115	http://www.englishforum.ch/complaints-corner/258228-popping-into-local-shop-not-so-easy.html	29	Popping into local shop is not so easy	1,901
116	http://www.englishforum.ch/complaints-corner/170851-cold-calls-swica.html	22	Cold calls from SWICA	2,788
117	http://www.englishforum.ch/complaints-corner/258123-microspot-ch.html	17	Microspot.ch	1,200
118	http://www.englishforum.ch/complaints-corner/257946-ridiculous-email-after-declining-room.html	23	Ridiculous email after declining room	2,767
119	http://www.englishforum.ch/complaints-corner/257953-making-official-complaint-about-connection-price-increase-without-notification.html	3	Making an official complaint about connection price increase without notification	801
120	http://www.englishforum.ch/complaints-corner/256943-message-please-remember-participate-regular-forum-sections.html	87	"Message ""Please remember to participate in regular Forum sections"""	5,169
121	http://www.englishforum.ch/complaints-corner/200323-treatment-new-posters.html	547	The Treatment of New Posters	39,840
122	http://www.englishforum.ch/complaints-corner/257127-switzerland-all-right.html	81	Switzerland is all right...	4,958
123	http://www.englishforum.ch/complaints-corner/256983-doctors-appointments.html	5	Doctors appointments	964
124	http://www.englishforum.ch/complaints-corner/221359-switzerland-most-boring-place-warning-long-complaining-rant.html	263	Switzerland: The most BORING place. WARNING: Long complaining rant...	25,259
125	http://www.englishforum.ch/complaints-corner/255759-drug-seller-neighbour.html	22	Drug-seller as a neighbour...	3,022
126	http://www.englishforum.ch/complaints-corner/256724-weapons-mass-destruction.html	21	Weapons of Mass Destruction	1,247
127	http://www.englishforum.ch/complaints-corner/256597-about-me-your-profile-ef.html	24	About Me / Your Profile on EF	1,499
128	http://www.englishforum.ch/complaints-corner/90279-blo-y-cow-bells.html	72	Blo**y Cow Bells	5,274
129	http://www.englishforum.ch/complaints-corner/114065-swiss-rip-offs.html	840	Swiss rip-offs	86,026
130	http://www.englishforum.ch/complaints-corner/255611-petty-medical-bills.html	14	petty medical bills	1,535
131	http://www.englishforum.ch/complaints-corner/255097-ef-marketplace-posting-rant.html	143	EF Marketplace posting rant	6,508
132	http://www.englishforum.ch/complaints-corner/255595-complaint-about-complaints-corner.html	19	Complaint about the Complaints Corner	1,322
133	http://www.englishforum.ch/complaints-corner/255601-apple-watch-second-return-same-problem.html	4	Apple watch: second to return with the same problem	867
134	http://www.englishforum.ch/complaints-corner/255392-greedy-seller-ef.html	30	Greedy seller on EF...	3,028
135	http://www.englishforum.ch/complaints-corner/255374-insurance-dilemma.html	24	Insurance dilemma	1,702
136	http://www.englishforum.ch/complaints-corner/255143-bertazzoni-range-cooker.html	3	Bertazzoni range cooker	926
137	http://www.englishforum.ch/complaints-corner/253609-cancellation-fee-travel-booking-no-payment-info-legal.html	39	Cancellation fee for travel booking with no payment info. Is it legal?	4,123
138	http://www.englishforum.ch/complaints-corner/255039-rating-moving-companies.html	6	Rating Moving Companies	1,020
139	http://www.englishforum.ch/complaints-corner/249940-can-expats-happy.html	136	Can expats be happy?	11,968
140	http://www.englishforum.ch/complaints-corner/252580-language-barrier.html	42	Language barrier	5,449
141	http://www.englishforum.ch/complaints-corner/254179-dog-poo-our-front-garden.html	47	Dog poo in our front garden	3,674
142	http://www.englishforum.ch/complaints-corner/254024-www-autokunz-ch-nightmare.html	50	www.autokunz.ch nightmare	4,659
143	http://www.englishforum.ch/complaints-corner/254756-i-don-t-mind-odd-sonic-boom.html	8	I don't mind the odd sonic boom...	1,224
144	http://www.englishforum.ch/complaints-corner/70501-ricardo-bidding-system-rant.html	49	Ricardo bidding system rant!	9,103
145	http://www.englishforum.ch/complaints-corner/254675-how-reduce-rating-englishforum-member.html	19	How to reduce rating for a englishforum member	1,675
146	http://www.englishforum.ch/complaints-corner/123567-what-con-automobile-club-de-suisse-not-attending-breakdown-due-british-car.html	57	What a con... [Automobile Club de Suisse not attending breakdown due to British car]	6,946
147	http://www.englishforum.ch/complaints-corner/254000-missing-nuts.html	15	Missing nuts....	1,944
148	http://www.englishforum.ch/complaints-corner/254228-such-act-allowed-government-people.html	39	Is such act allowed by the government and people???	3,524
149	http://www.englishforum.ch/complaints-corner/252604-unpleasant-private-sales.html	19	Unpleasant private sales...	2,784
150	http://www.englishforum.ch/complaints-corner/253790-overcharging-switzerland.html	7	overcharging in Switzerland	1,599
151	http://www.englishforum.ch/complaints-corner/253759-credit-suisse-customer-service.html	19	Credit Suisse customer service	1,813
152	http://www.englishforum.ch/complaints-corner/253789-thiefs-wetzikon.html	2	Thiefs Wetzikon	995
153	http://www.englishforum.ch/complaints-corner/145590-terminology-swiss-vs-switzerland.html	88	Terminology: Swiss vs. Switzerland	19,867
154	http://www.englishforum.ch/complaints-corner/212412-gotogate-ch-warning.html	42	gotogate.ch warning	38,759
155	http://www.englishforum.ch/complaints-corner/253291-parking.html	86	Parking	6,129
156	http://www.englishforum.ch/complaints-corner/248006-no-responses-no-shows-no-payment-people-just-being-downright-rude.html	55	No responses, no shows, no payment and people just being downright rude!	6,207
157	http://www.englishforum.ch/complaints-corner/253434-bring-back-i-hate-switzerland-thread-please.html	6	"Bring back the ""I hate Switzerland"" thread, please"	1,622
158	http://www.englishforum.ch/complaints-corner/246527-how-do-i-get-used-place.html	135	How do I get used to this place?	21,127
159	http://www.englishforum.ch/complaints-corner/253352-catch-22-a.html	18	Catch 22	1,695
160	http://www.englishforum.ch/complaints-corner/252608-low-rating-work-certificate-company-not-right.html	19	Low rating work certificate from a company. This is not right!	2,550
161	http://www.englishforum.ch/complaints-corner/252953-complaint-about-people-burning-rubbish-public.html	11	Complaint about people burning rubbish in public	1,726
162	http://www.englishforum.ch/complaints-corner/253039-workload-switzerland.html	42	Workload in Switzerland	3,962
163	http://www.englishforum.ch/complaints-corner/253050-cheeky-motherlovers-someone-stole-something-delivered-me-while-away.html	37	Cheeky motherlovers... (someone stole something delivered for me while away)	2,676
164	http://www.englishforum.ch/complaints-corner/151366-charming-swiss-police-behaviour-again.html	169	Charming Swiss Police Behaviour...Again.	15,873
165	http://www.englishforum.ch/complaints-corner/250119-my-neighbor-keeps-complaining-about-kids-noise.html	57	My Neighbor keeps complaining about kids Noise	7,089
166	http://www.englishforum.ch/complaints-corner/24730-ants.html	96	Ants	16,089
167	http://www.englishforum.ch/complaints-corner/252128-review-moving-company.html	10	Review of Moving Company	1,712
168	http://www.englishforum.ch/complaints-corner/252699-easy-pay-swisscom-invoice.html	13	easy pay from swisscom invoice	1,631
169	http://www.englishforum.ch/complaints-corner/207274-get-your-bag-off-my-seat.html	118	Get your bag off my seat	12,561
170	http://www.englishforum.ch/complaints-corner/252536-sbb-early-morning-trains-yuppie-foreigners.html	21	SBB Early morning trains and yuppie foreigners	2,757
171	http://www.englishforum.ch/complaints-corner/252515-gangs-motorbikes-car.html	16	Gangs of motorbikes and a car	1,590
172	http://www.englishforum.ch/complaints-corner/252120-stop-sending-me-nespresso-gift-pls.html	18	Stop sending me Nespresso for gift pls!	1,920
173	http://www.englishforum.ch/complaints-corner/252327-sbb-early-morning-trains-pensioners.html	69	SBB early morning trains and pensioners	4,396
174	http://www.englishforum.ch/complaints-corner/250808-does-discretion-exist-switzerland.html	70	Does discretion exist in switzerland?	5,544
175	http://www.englishforum.ch/complaints-corner/252322-weird-explosions-zug.html	13	"Weird ""explosions"" in ZUG"	1,686
176	http://www.englishforum.ch/complaints-corner/242421-huge-doctor-rechnung-bill.html	54	Huge Doctor rechnung [bill]	5,265
177	http://www.englishforum.ch/complaints-corner/240984-breathtaking-rudeness-nay-bullheadedness-tram.html	78	Breathtaking rudeness, nay bullheadedness on the tram...	6,510
178	http://www.englishforum.ch/complaints-corner/251691-if-you-move-another-country-get-know-traffic-rules.html	65	If you move to another country, get to know the traffic rules...	3,942
179	http://www.englishforum.ch/complaints-corner/246697-why-cant-you-read-magazine-sauna.html	138	Why cant you read a magazine in the sauna	9,653
180	http://www.englishforum.ch/complaints-corner/251236-swiss-boarding-house-anyone-else-had-problems.html	15	Swiss Boarding House - anyone else had problems?	1,783
181	http://www.englishforum.ch/complaints-corner/249824-switzerlanded-pi.html	14	Switzerlanded Pi	2,317
182	http://www.englishforum.ch/complaints-corner/251141-sunrise-s-shoddy-business-practice.html	9	Sunrise's shoddy business practice	1,310
183	http://www.englishforum.ch/complaints-corner/250352-unreasonable-requirement-die-post.html	44	Unreasonable Requirement at die Post	4,651
184	http://www.englishforum.ch/complaints-corner/251018-terrorists-ruined-my-easter.html	59	The terrorists ruined my Easter...	4,181
185	http://www.englishforum.ch/complaints-corner/251007-please-don-t-pollute-fresh-clean-air-your-perfume.html	100	Please don't pollute the fresh and clean air with your perfume.	5,140
186	http://www.englishforum.ch/complaints-corner/251005-careful-network-marketing-schemes.html	2	Careful with network marketing schemes	932
187	http://www.englishforum.ch/complaints-corner/250866-customer-s-rights-online-shopping-ch.html	5	customer's rights by online shopping in CH	1,049
188	http://www.englishforum.ch/complaints-corner/228502-shopping-over-border.html	95	shopping over the border	7,624
189	http://www.englishforum.ch/complaints-corner/48843-coin-op-laundry-mats-basel.html	15	coin op laundry mats in basel?	6,224
190	http://www.englishforum.ch/complaints-corner/249880-i-really-really-miss-one-day-delivery-online-shopping.html	132	I really really miss the one-day delivery online shopping	7,931
191	http://www.englishforum.ch/complaints-corner/250801-abusive-use-groan-button.html	119	Abusive use of groan button	6,300
192	http://www.englishforum.ch/complaints-corner/224089-swiss-dentist-hell.html	139	Swiss Dentist hell	24,772
193	http://www.englishforum.ch/complaints-corner/227167-got-fined-having-my-mailbox-full.html	94	Got fined for having my mailbox full!	10,953
194	http://www.englishforum.ch/complaints-corner/250623-no-payment-boss.html	1	no payment from the boss	896
195	http://www.englishforum.ch/complaints-corner/250298-washroom-complaint.html	20	Washroom complaint	1,985
196	http://www.englishforum.ch/complaints-corner/246767-sorry-another-complaint-but-i-could-cry.html	79	Sorry another complaint but i could cry	8,296
197	http://www.englishforum.ch/complaints-corner/432-swiss-butter.html	13	Swiss Butter	6,207
198	http://www.englishforum.ch/complaints-corner/213301-scumbag-thieves-broke-apartment-bern.html	15	Scumbag thieves broke in apartment in Bern	2,667
199	http://www.englishforum.ch/complaints-corner/209008-knowledge-academy.html	9	'The Knowledge Academy'	3,995
200	http://www.englishforum.ch/complaints-corner/245292-so-guy-comes-up-me-bern-asking-money.html	37	So, this guy comes up to me in Bern asking for money...	4,508
201	http://www.englishforum.ch/complaints-corner/248640-police-what-s-point.html	59	Police. What's the point?	5,754
202	http://www.englishforum.ch/complaints-corner/249376-tedious-work.html	34	tedious work	2,647
203	http://www.englishforum.ch/complaints-corner/249134-barking-dogs.html	22	Barking dogs	2,212
204	http://www.englishforum.ch/complaints-corner/239528-siemens-kitchen-appliances.html	47	Siemens kitchen appliances!!!!	5,291
205	http://www.englishforum.ch/complaints-corner/247811-shouted-middle-road.html	88	shouted at in the middle of the road	6,285
206	http://www.englishforum.ch/complaints-corner/248290-rant-blatters-bellavista-hotel.html	99	Rant - Blatters Bellavista Hotel	6,950
207	http://www.englishforum.ch/complaints-corner/247123-walking-talking.html	24	Walking and talking	2,790
208	http://www.englishforum.ch/complaints-corner/248491-z-ri-f-scht-2016-a.html	14	Züri Fäscht 2016	2,023
209	http://www.englishforum.ch/complaints-corner/248576-non-existing-construction-site-safety-ch.html	34	Non-existing construction site safety in CH	2,421
210	http://www.englishforum.ch/complaints-corner/11589-fish-n-chips-lack.html	91	Fish 'n' Chips [lack of]	8,506
211	http://www.englishforum.ch/complaints-corner/248428-rant-carstar-ag-freienbach.html	16	RANT: Carstar AG, Freienbach	1,648
212	http://www.englishforum.ch/complaints-corner/248415-7-months-no-wardrobe-door-toptip.html	3	7 months and no wardrobe door from Toptip	825
213	http://www.englishforum.ch/complaints-corner/103453-valentine-s-day-rant-what-do.html	254	Valentine's Day Rant (and what to do)	14,443
214	http://www.englishforum.ch/complaints-corner/248186-inefficiency.html	18	Inefficiency	1,698
215	http://www.englishforum.ch/complaints-corner/46136-stupid-swiss-bureaucracy.html	40	Stupid Swiss Bureaucracy	5,337
216	http://www.englishforum.ch/complaints-corner/73933-wednesday-1-2-2012-switzerland-s-siren-test-day-do-not-get-scared.html	196	Wednesday [1.2.2012] is Switzerland's Siren test day - do not get scared ;-)	21,042
217	http://www.englishforum.ch/complaints-corner/190063-hermes-parcel-delivery-germany.html	27	Hermes parcel delivery (Germany)	5,624
218	http://www.englishforum.ch/complaints-corner/247174-complete-surprise-taken-aback.html	36	Complete surprise and taken aback	2,990
219	http://www.englishforum.ch/complaints-corner/241586-purposely-scratching-people-s-car.html	44	Purposely scratching people's car.	5,024
220	http://www.englishforum.ch/complaints-corner/247331-driving-mountains.html	30	Driving in the mountains	2,360
221	http://www.englishforum.ch/complaints-corner/247234-non-delivery-goods-poor-service.html	6	Non Delivery of goods - poor service	1,132
222	http://www.englishforum.ch/complaints-corner/247209-number-posts.html	3	Number of Posts.	804
223	http://www.englishforum.ch/complaints-corner/247127-updates-ricardo-ch-gallery-view-watchlist.html	3	Updates to ricardo.ch, gallery view, watchlist.	895
224	http://www.englishforum.ch/complaints-corner/247056-disgusting-macdonald-interlaken.html	41	disgusting Macdonald in Interlaken	3,151
225	http://www.englishforum.ch/complaints-corner/246608-i-don-t-want-ikea-house.html	42	I don't want an IKEA house!	3,613
226	http://www.englishforum.ch/complaints-corner/246678-just-another-discrimination-nationality-rant.html	62	Just another discrimination by nationality rant...	3,616
227	http://www.englishforum.ch/complaints-corner/22591-migros-coop-low-quality-explained.html	291	Migros and COOP - Low quality explained...	25,531
228	http://www.englishforum.ch/complaints-corner/243722-galaxus-problem-order-please-advise.html	13	Galaxus - problem with the order - please advise	2,407
229	http://www.englishforum.ch/complaints-corner/245645-construction-apartments.html	9	Construction in Apartments	1,513
230	http://www.englishforum.ch/complaints-corner/246329-another-swiss-hating-rant.html	112	Another swiss hating rant...	7,072
231	http://www.englishforum.ch/complaints-corner/245863-racism-restaurant-basel.html	145	Racism in restaurant in Basel	11,769
232	http://www.englishforum.ch/complaints-corner/196030-annoyed-microspot-what-s-best-way-contact-them.html	18	Annoyed by Microspot. What's the best way to contact them?	2,934
233	http://www.englishforum.ch/complaints-corner/148898-accused-shoplifting-but-not-really.html	154	accused of shoplifting, but not really?	15,254
234	http://www.englishforum.ch/complaints-corner/206164-bad-manners-forum-members-marketplace-no-shows.html	231	Bad manners from Forum members [Marketplace no-shows]	24,851
235	http://www.englishforum.ch/complaints-corner/245185-warning-slimey-sleazy-salesmen.html	21	Warning slimey sleazy salesmen	2,711
236	http://www.englishforum.ch/complaints-corner/245494-not-enough-female-public-toilets-zh.html	95	Not enough female public toilets in ZH	4,739
